country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
India,,,12237,185294,64256,392075,2020-10-01,2519,7.5,2020-10-01
Brazil,,,46510,127076,74517,205792,2020-06-04,1473,0.8,2020-10-01
Mexico,,,19080,86579,51540,118560,2020-06-03,1092,1.0,2020-10-01
United Kingdom,,,42238,49578,43949,57308,2020-04-21,1172,5.0,2020-10-01
Italy,,,34448,35840,34612,36841,2020-03-29,964,22.4,2020-10-01
South Africa,,,1674,31930,16478,47609,2020-09-17,430,8.8,2020-10-01
France,,,29578,30997,29657,36341,2020-04-15,1438,33.1,2020-10-01
Pakistan,,,3093,30879,13939,63565,2020-09-18,331,2.8,2020-10-01
Spain,,,27136,28432,27202,33363,2020-04-02,961,,2020-10-01
Peru,,,7257,25681,14275,39203,2020-06-14,380,1.1,2020-10-01
Russia,,,7468,22740,12083,42543,2020-05-29,232,0.9,2020-10-01
Chile,,,3615,22013,13966,33284,2020-06-08,627,1.0,2020-10-01
Colombia,,,1887,19646,11045,26217,2020-09-19,245,3.1,2020-10-01
Iran,,,9185,17057,10381,27474,2020-04-04,158,1.1,2020-10-01
Egypt,,,1850,12670,5602,21914,2020-09-25,150,1.8,2020-10-01
Canada,,,8312,11364,9044,16253,2020-04-16,251,4.1,2020-10-01
Bangladesh,,,1305,10959,6201,17927,2020-09-24,111,2.6,2020-10-01
Germany,,,8851,10501,9090,14747,2020-04-15,510,8.0,2020-10-01
Belgium,,,9675,10082,9726,11085,2020-04-10,496,27.6,2020-10-01
Indonesia,,,2276,9434,3741,18468,2020-09-30,107,2.4,2020-10-01
Saudi Arabia,,,1091,8693,5081,13909,2020-09-13,90,2.3,2020-10-01
Argentina,,,913,7602,3146,13966,2020-09-30,110,3.1,2020-10-01
Netherlands,,,6093,6838,6198,8507,2020-04-07,234,42.0,2020-10-01
Sweden,,,5041,6512,5535,7528,2020-04-21,185,0.9,2020-10-01
Ecuador,,,4007,6377,4477,12325,2020-05-10,410,2.4,2020-10-01
Bolivia,,,679,6282,3697,9019,2020-09-01,65,3.2,2020-10-01
Turkey,,,4861,5779,4948,8661,2020-04-19,127,6.2,2020-10-01
China,,,4638,4647,4638,4702,2020-04-17,1290,,2020-10-01
Ukraine,,,953,4271,1815,7235,2020-08-23,36,1.2,2020-10-01
Poland,,,1286,3351,1703,6515,2020-04-24,40,1.6,2020-10-01
Nigeria,,,469,2771,921,5235,2020-06-16,31,1.9,2020-10-01
Philippines,,,1108,2739,1285,6441,2020-04-12,50,4.4,2020-10-01
Romania,,,1451,2607,1749,4470,2020-05-08,35,1.7,2020-10-01
Algeria,,,799,2251,944,7325,2020-04-09,30,1.9,2020-10-01
Moldova,,,433,2200,1157,3316,2020-08-13,20,2.0,2020-10-01
Switzerland,,,1956,2116,1979,2633,2020-04-04,75,31.5,2020-10-01
Portugal,,,1523,1964,1649,2740,2020-04-03,37,32.0,2020-10-01
Ireland,,,1710,1847,1729,2431,2020-04-24,220,56.0,2020-10-01
Honduras,,,336,1767,705,3334,2020-06-10,19,2.8,2020-10-01
Dominican Republic,,,633,1601,766,4131,2020-04-12,38,0.7,2020-10-01
Panama,,,470,1532,695,2930,2020-06-06,16,0.8,2020-10-01
Japan,,,935,1200,945,1608,2020-05-04,49,20.0,2020-10-01
Belarus,,,324,894,468,2308,2020-09-29,7,1.2,2020-10-01
Hungary,,,567,858,621,1586,2020-04-24,23,6.5,2020-10-01
Bulgaria,,,184,774,345,1372,2020-06-05,12,2.3,2020-10-01
Austria,,,687,766,711,938,2020-04-08,30,3.5,2020-10-01
Kuwait,,,306,748,396,1576,2020-05-30,11,2.3,2020-10-01
Denmark,,,598,694,631,852,2020-04-04,22,,2020-10-01
United Arab Emirates,,,295,426,331,741,2020-05-10,13,3.5,2020-10-01
Finland,,,326,380,336,497,2020-04-21,43,,2020-10-01
Israel,,,303,370,326,485,2020-04-18,13,9.0,2020-10-01
Czechia,,,333,368,350,407,2020-04-14,18,5.0,2020-10-01
South Korea,,,280,329,287,443,2020-03-02,11,6.0,2020-10-01
Serbia,,,257,323,281,431,2020-04-01,12,6.0,2020-10-01
Norway,,,243,272,255,311,2020-04-20,16,8.0,2020-10-01
Morocco,,,213,240,223,283,2020-03-27,12,6.0,2020-10-01
Greece,,,187,229,205,276,2020-04-03,10,2.0,2020-10-01
Malaysia,,,121,148,138,164,2020-03-29,8,,2020-10-01
Croatia,,,107,137,119,169,2020-04-19,8,,2020-10-01
Luxembourg,,,110,123,113,144,2020-04-11,8,,2020-10-01
Slovenia,,,109,123,112,148,2020-04-07,6,,2020-10-01
Lithuania,,,76,118,90,180,2020-04-10,6,,2020-10-01
Australia,,,102,110,102,137,2020-04-23,8,,2020-10-01
Cuba,,,84,101,90,122,2020-04-24,6,,2020-10-01
Estonia,,,69,80,78,84,2020-04-02,6,,2020-10-01
Latvia,,,30,39,34,45,2020-04-21,4,0.5,2020-10-01
Slovakia,,,28,30,29,33,2020-04-15,4,,2020-10-01
Cyprus,,,18,22,20,23,2020-03-30,2,,2020-10-01
Malta,,,9,12,11,13,2020-05-29,2,,2020-10-01
Iceland,,,10,11,10,12,2020-03-15,5,,2020-10-01
