country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,AZ,Maricopa,49.4763930833,40,60
US,CA,Los Angeles,37.7695518686,16,62
US,FL,Miami-Dade,19.687424358,11,27
US,TX,Harris,14.656040207,10,20
US,FL,Broward,13.5142171239,9,19
US,NV,Clark,13.4520870539,9,19
US,FL,Palm Beach,12.4487281613,9,17
US,TX,Bexar,11.9750469553,9,15
US,TX,Dallas,11.9434096095,8,16
US,CA,Orange,10.556769688,4,17
US,NY,New York City,9.97180177844,1,39
US,IL,Cook,9.28872927574,3,15
US,CA,Riverside,8.16857119287,4,13
US,FL,Orange,7.490167111,5,11
US,FL,Hillsborough,7.01451609159,4,10
US,CA,San Diego,6.92796911459,4,11
US,CA,San Bernardino,5.79060463334,3,9
US,TX,Tarrant,5.77426827092,3,9
Canada,,Quebec,4.2435771728,0,8
US,PA,Philadelphia,2.56247784061,0,6
US,MA,Middlesex,2.37717160838,0,6
Canada,,Ontario,2.00631582814,0,6
US,MI,Wayne,1.86493102408,0,5
US,CA,Alameda,1.69707563846,0,4
US,NJ,Bergen,1.36735317651,0,4
US,WA,King,1.36256829751,0,4
Canada,,Alberta,1.28593737193,0,3
US,NV,Washoe,1.24338532662,0,2
US,NY,Suffolk,1.05499071893,0,4
US,NJ,Essex,0.959020298916,0,4
US,CA,Sacramento,0.873254352391,0,2
US,NJ,Hudson,0.834040663406,0,3
US,MA,Suffolk,0.76359576063,0,3
US,NY,Nassau,0.653662187027,0,4
US,NY,Westchester,0.576707149273,0,3
US,LA,Orleans,0.564071395667,0,2
US,CA,Santa Clara,0.508796993034,0,1
Canada,,British Columbia,0.306034482224,0,1
