country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1996,1495,2875
US,NY,767,548,1242
US,NJ,228,182,334
US,MI,166,142,198
US,MA,92,68,115
US,IL,75,58,91
US,PA,71,54,85
US,LA,62,48,83
US,GA,60,49,75
US,CT,45,39,52
US,CA,45,35,55
US,IN,44,34,59
US,FL,42,31,57
US,OH,26,19,33
US,MD,24,18,30
US,TX,23,16,30
US,CO,21,16,28
US,WA,20,10,51
US,VA,16,13,20
US,WI,14,11,18
US,MO,14,10,19
US,NC,11,7,14
US,AL,9,7,13
US,AZ,9,7,11
US,TN,9,6,12
US,KY,8,6,11
US,NV,8,6,11
US,OK,8,5,11
US,MN,8,5,10
US,MS,8,4,11
US,KS,7,4,10
US,RI,6,5,8
US,SC,6,4,8
US,PR,5,3,6
US,OR,4,3,7
US,DC,4,3,6
US,ID,4,3,5
US,NH,3,2,5
US,IA,3,2,3
US,VT,3,1,5
US,AR,2,2,3
US,DE,2,2,3
US,NE,2,2,3
US,UT,2,1,4
US,ME,2,1,3
US,NM,2,1,3
US,SD,1,1,3
US,GU,1,1,2
US,AK,1,0,2
US,HI,1,0,2
US,WV,1,0,2
US,ND,1,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,0
US,AS,,,
US,WY,,,
