country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,29314,139005,63645,252635,2020-08-02,1237,2.6,2020-09-01
Mexico,,,9930,97096,35408,154412,2020-08-07,1273,8.4,2020-09-01
India,,,5408,55797,16036,77196,2020-09-01,1050,4.7,2020-09-01
United Kingdom,,,38571,47696,41731,54529,2020-04-29,4421,7.3,2020-09-01
Italy,,,33415,38281,34764,44098,2020-03-27,919,10.7,2020-09-01
France,,,28805,30975,29049,37974,2020-04-15,1440,29.7,2020-09-01
Spain,,,27127,28940,27343,35121,2020-04-02,961,469.0,2020-09-01
Peru,,,4506,27605,10200,42420,2020-08-31,317,2.3,2020-09-01
Russia,,,4693,23727,8389,42812,2020-07-30,240,1.7,2020-09-01
Canada,,,7374,13227,8381,22550,2020-04-16,251,0.8,2020-09-01
Iran,,,7797,11985,8661,20466,2020-04-04,158,2.3,2020-09-01
Chile,,,1054,11290,6607,15083,2020-09-01,196,3.4,2020-09-01
Germany,,,8540,10399,8907,15316,2020-04-15,510,23.9,2020-09-01
Belgium,,,9467,10196,9641,11570,2020-04-10,496,22.8,2020-09-01
South Africa,,,683,9440,5364,12620,2020-09-01,186,4.7,2020-09-01
Pakistan,,,1483,8942,2855,15600,2020-08-09,100,1.1,2020-09-01
Colombia,,,916,7650,3659,12377,2020-09-01,139,5.6,2020-09-01
Netherlands,,,5975,7038,6238,8724,2020-04-07,234,32.6,2020-09-01
Sweden,,,4395,7028,5610,9325,2020-04-21,185,,2020-09-01
Ecuador,,,3358,6759,4045,14807,2020-05-10,410,3.5,2020-09-01
Bangladesh,,,650,6065,2449,8580,2020-08-26,79,2.0,2020-09-01
Indonesia,,,1613,5654,2726,11739,2020-09-01,80,2.0,2020-09-01
Turkey,,,4540,5566,4741,7820,2020-04-19,127,4.8,2020-09-01
Egypt,,,959,5205,1996,8888,2020-08-31,72,1.6,2020-09-01
China,,,4638,4648,4638,4700,2020-04-17,1290,,2020-09-01
Saudi Arabia,,,503,3701,1874,5037,2020-08-10,44,1.9,2020-09-01
Ukraine,,,708,3378,1407,5611,2020-08-17,38,3.2,2020-09-01
Bolivia,,,313,2648,1014,4100,2020-09-01,44,14.7,2020-09-01
Argentina,,,539,2477,1203,4098,2020-09-01,37,3.4,2020-09-01
Poland,,,1064,2133,1313,3888,2020-04-24,40,7.7,2020-09-01
Romania,,,1266,2101,1617,3229,2020-05-08,35,3.6,2020-09-01
Switzerland,,,1920,2067,1949,2336,2020-04-04,75,64.0,2020-09-01
Portugal,,,1410,2047,1637,3018,2020-04-03,37,2.1,2020-09-01
Philippines,,,957,1905,1134,3596,2020-04-12,50,2.4,2020-09-01
Ireland,,,1652,1820,1680,2403,2020-04-24,220,55.0,2020-09-01
Nigeria,,,287,1543,494,3040,2020-09-01,22,1.6,2020-09-01
Japan,,,898,1464,930,2222,2020-05-04,49,4.2,2020-09-01
Kuwait,,,212,1433,707,2160,2020-08-18,18,2.6,2020-09-01
Moldova,,,295,1426,696,2084,2020-08-10,16,4.0,2020-09-01
Algeria,,,653,1034,754,1990,2020-04-09,30,2.1,2020-09-01
Honduras,,,212,1024,461,1877,2020-09-01,15,1.4,2020-09-01
Hungary,,,526,920,616,1680,2020-04-24,23,6.0,2020-09-01
Panama,,,336,910,442,1888,2020-04-29,11,1.5,2020-09-01
Dominican Republic,,,502,841,598,1350,2020-04-12,38,2.5,2020-09-01
Belarus,,,235,793,395,1871,2020-08-27,8,1.3,2020-09-01
Austria,,,668,746,696,870,2020-04-08,30,,2020-09-01
Denmark,,,574,678,612,815,2020-04-04,22,5.3,2020-09-01
Bulgaria,,,140,536,260,915,2020-08-18,6,6.0,2020-09-01
United Arab Emirates,,,264,526,331,1085,2020-05-10,13,3.0,2020-09-01
Finland,,,320,401,340,558,2020-04-21,43,2.5,2020-09-01
Czechia,,,320,370,349,414,2020-04-14,18,9.0,2020-09-01
Israel,,,285,351,307,460,2020-04-18,13,9.0,2020-09-01
South Korea,,,271,328,278,441,2020-03-02,11,6.0,2020-09-01
Serbia,,,243,325,278,425,2020-04-30,54,6.0,2020-09-01
Norway,,,236,265,246,303,2020-04-20,16,,2020-09-01
Morocco,,,205,232,215,273,2020-03-27,12,6.0,2020-09-01
Greece,,,175,214,195,253,2020-04-03,10,,2020-09-01
Malaysia,,,115,144,128,171,2020-03-29,8,,2020-09-01
Croatia,,,103,144,117,198,2020-04-19,8,,2020-09-01
Lithuania,,,70,138,96,220,2020-04-10,6,,2020-09-01
Luxembourg,,,110,124,114,143,2020-04-11,8,,2020-09-01
Slovenia,,,108,123,112,145,2020-04-07,6,,2020-09-01
Australia,,,103,112,104,137,2020-04-23,8,,2020-09-01
Cuba,,,83,101,90,120,2020-04-24,6,,2020-09-01
Estonia,,,68,82,78,87,2020-04-02,6,2.0,2020-09-01
Slovakia,,,28,33,29,37,2020-04-15,4,,2020-09-01
Latvia,,,24,32,31,34,2020-04-21,4,,2020-09-01
Cyprus,,,17,20,19,21,2020-03-30,2,,2020-09-01
Malta,,,9,15,13,16,2020-05-29,2,,2020-09-01
Iceland,,,10,11,11,12,2020-04-06,2,,2020-09-01
