country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,25841,85431,50419,156829,2020-04-14,2321,0.9
US,NY,10842,25019,18927,39262,2020-04-10,812,1.0
US,NJ,2805,8310,5229,13682,2020-04-14,362,0.6
US,MI,1768,7402,3923,15064,2020-04-10,200,0.9
US,PA,691,4044,1698,9536,2020-04-14,102,0.8
US,IL,868,3418,1815,8143,2020-04-08,154,1.1
US,LA,1013,3091,1918,4563,2020-04-14,129,0.6
US,MA,844,2810,1784,5584,2020-04-10,96,
US,CA,768,2752,1249,5216,2020-04-13,74,0.8
US,GA,525,2654,1121,5017,2020-04-07,100,1.1
US,CT,671,2293,1400,3578,2020-04-07,71,0.9
US,FL,571,2166,1019,4107,2020-04-02,77,0.7
US,IN,387,2009,856,4281,2020-04-10,55,1.0
US,OH,324,1937,840,3782,2020-04-14,50,0.6
US,MD,302,1902,777,4229,2020-04-14,40,0.8
US,TX,342,1817,755,3436,2020-04-14,37,0.7
US,CO,327,1414,627,2740,2020-04-12,39,1.0
US,WA,530,1294,706,2523,2020-04-06,45,1.4
US,AL,114,878,388,1707,2020-04-14,15,0.7
US,MO,149,823,353,1772,2020-04-14,26,0.5
US,WI,170,770,351,1767,2020-04-05,20,0.9
US,NC,112,677,329,1531,2020-04-14,18,0.6
US,RI,80,629,314,1007,2020-04-14,17,0.5
US,AZ,131,553,325,998,2020-04-05,12,1.0
US,NV,126,501,257,887,2020-04-07,26,0.7
US,VA,154,481,288,1111,2020-04-09,43,2.2
US,MS,111,440,227,1085,2020-04-14,13,0.6
US,MN,79,429,199,959,2020-04-09,11,0.8
US,TN,124,418,282,809,2020-04-14,15,0.5
US,OK,108,415,215,932,2020-04-07,16,0.9
US,KY,115,413,226,819,2020-04-07,20,0.8
US,SC,97,407,202,858,2020-04-09,16,0.5
US,IA,49,385,179,605,2020-04-14,8,0.6
US,DC,67,363,185,646,2020-04-14,15,0.4
US,ID,33,302,127,596,2020-04-14,6,0.7
US,DE,43,277,130,615,2020-04-10,9,2.0
US,KS,69,231,140,382,2020-04-11,13,0.7
US,NM,31,202,105,307,2020-04-12,7,0.6
US,AR,32,197,104,298,2020-04-11,4,0.7
US,OR,55,192,103,408,2020-04-09,11,1.5
US,PR,45,134,93,211,2020-04-09,9,
US,UT,18,129,55,337,2020-04-14,5,0.4
US,NH,25,105,68,213,2020-04-09,8,1.0
US,VT,29,104,61,259,2020-04-04,3,2.0
US,ME,20,96,70,129,2020-04-13,2,2.0
US,NE,20,87,66,130,2020-04-14,3,0.3
US,WV,9,82,46,109,2020-04-13,2,1.0
US,WY,1,69,49,104,2020-05-21,1,
US,MT,7,43,31,75,2020-03-30,4,
US,GU,5,43,28,75,2020-04-22,1,
US,AK,9,41,32,71,2020-04-04,2,1.0
US,SD,6,41,28,65,2020-04-07,2,
US,ND,8,38,30,62,2020-04-18,1,
US,VI,1,37,33,53,2020-05-03,1,
US,HI,9,37,32,48,2020-04-11,2,
US,MP,2,30,24,46,2020-04-07,1,
US,AS,0,,,,,,
