country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1923,1489,2418
US,NY,684,536,845
US,NJ,225,168,306
US,MI,156,133,191
US,PA,78,61,97
US,IL,74,59,90
US,LA,74,57,88
US,MA,73,57,92
US,GA,62,48,73
US,CT,60,46,75
US,FL,50,34,69
US,CA,43,30,58
US,IN,38,31,44
US,MD,32,23,42
US,OH,28,23,34
US,TX,27,21,33
US,CO,21,17,28
US,WA,19,12,24
US,MO,14,11,17
US,WI,13,10,17
US,VA,11,8,14
US,AL,10,9,13
US,NC,10,8,12
US,KY,9,6,12
US,AZ,8,7,10
US,MS,8,6,11
US,NV,8,6,10
US,TN,8,6,10
US,RI,8,6,9
US,OK,8,5,10
US,MN,7,6,9
US,SC,7,5,9
US,DC,6,4,8
US,IA,5,4,6
US,KS,5,3,7
US,DE,4,3,5
US,ID,4,3,5
US,OR,3,2,4
US,PR,3,2,4
US,NM,3,2,3
US,AR,2,2,3
US,NH,2,2,3
US,UT,2,1,3
US,VT,2,1,3
US,ME,1,1,2
US,NE,1,1,2
US,GU,1,1,1
US,SD,1,1,1
US,WV,1,1,1
US,AK,1,0,1
US,HI,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,MP,0,0,1
US,VI,0,0,0
US,WY,0,0,0
US,AS,,,
