country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,85895,190016,116350,321484,2020-04-16,4591,1.2
US,NY,27641,33664,29920,44056,2020-04-16,3215,4.5
US,IL,3928,18272,8808,29516,2020-07-22,252,1.9
US,NJ,9946,16949,12010,25457,2020-04-30,457,1.2
US,PA,4288,12937,6741,21358,2020-05-05,341,0.6
US,MA,5482,10450,7006,17581,2020-04-19,302,1.0
US,CA,3052,7639,3867,14113,2020-04-22,139,0.8
US,MI,4787,7170,5752,10411,2020-04-22,238,1.9
US,IN,1646,6599,2870,13671,2020-05-06,166,3.0
US,TX,1235,5974,2466,13068,2020-06-28,74,1.2
US,FL,1875,5465,2517,11503,2020-04-23,94,1.1
US,OH,1534,5425,2574,9601,2020-04-29,138,1.2
US,CT,3219,5390,3880,8735,2020-04-20,204,1.0
US,MD,1866,5083,2572,9509,2020-04-20,121,1.0
US,AZ,624,4205,1903,8039,2020-05-08,67,2.1
US,GA,1545,3917,2055,7495,2020-04-07,100,1.3
US,VA,956,3881,1458,9243,2020-05-07,56,1.9
US,LA,2417,3878,2944,5784,2020-04-14,129,1.8
US,MN,672,3652,1293,7482,2020-06-28,48,1.4
US,CO,1086,3172,1554,6432,2020-04-24,122,1.3
US,MS,480,2469,1119,4906,2020-07-01,33,2.2
US,IA,318,2461,1275,4335,2020-06-26,36,3.0
US,MO,566,2417,1143,4502,2020-04-27,47,1.9
US,AL,473,2331,1151,4197,2020-05-12,32,1.3
US,NC,641,2185,1014,4679,2020-05-05,30,1.4
US,WA,983,1530,1138,2668,2020-04-06,45,2.4
US,SC,371,1414,677,2718,2020-04-29,39,1.8
US,RI,468,1361,753,2502,2020-04-17,31,2.2
US,NM,242,1145,511,2074,2020-07-10,14,1.3
US,DC,358,958,529,1603,2020-05-08,19,1.2
US,DE,260,947,486,1615,2020-05-14,13,0.8
US,WI,434,890,585,1516,2020-04-05,20,0.8
US,NV,333,816,496,1484,2020-04-07,26,4.0
US,NH,151,698,358,1246,2020-05-07,22,9.0
US,KY,328,688,436,1204,2020-04-07,20,1.1
US,TN,287,593,397,1073,2020-05-12,15,0.5
US,OK,284,555,388,917,2020-04-21,21,1.2
US,KS,189,417,240,852,2020-04-11,13,5.0
US,NE,103,343,190,640,2020-04-30,14,
US,UT,75,308,131,667,2020-05-05,6,
US,AR,98,280,176,504,2020-05-02,8,3.0
US,OR,137,264,175,461,2020-04-09,11,1.0
US,SD,43,230,102,479,2020-05-12,5,0.8
US,ND,40,203,93,418,2020-05-06,6,
US,PR,117,197,149,295,2020-04-09,9,1.5
US,WV,60,150,92,285,2020-04-20,6,1.0
US,ME,69,145,108,220,2020-04-23,5,0.7
US,ID,72,104,86,125,2020-04-15,6,0.7
US,VT,53,76,66,89,2020-04-16,4,
US,HI,17,29,22,36,2020-04-27,2,
US,MT,16,25,21,33,2020-03-30,4,
US,WY,7,20,15,27,2020-04-22,4,
US,AK,10,14,13,16,2020-04-04,2,
US,VI,6,12,10,14,2020-05-12,1,
US,GU,5,12,9,20,2020-04-11,1,
US,MP,2,7,6,10,2020-04-07,1,
US,AS,0,,,,,,
