date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-29,,,,,,,,,43,25,75,43,25,75,43,25,75
2020-03-01,,,,,,,,,43,25,75,86,50,150,86,50,150
2020-03-02,,,,,,,,,43,25,75,129,75,225,129,75,225
2020-03-03,,,,,,,,,43,25,75,172,100,300,172,100,300
2020-03-04,,,,,,,,,43,25,75,215,125,375,215,125,375
2020-03-05,,,,,,,,,43,25,75,258,150,450,258,150,450
2020-03-06,,,,,,,,,43,25,75,301,175,525,301,175,525
2020-03-07,,,,,,,,,43,25,75,344,200,600,344,200,600
2020-03-08,,,,,,,,,43,25,75,387,225,675,387,225,675
2020-03-09,,,,,,,,,106,64,159,493,289,834,493,289,834
2020-03-10,,,,,,,,,105,63,157,598,352,990,598,352,990
2020-03-11,,,,,,,,,109,66,161,707,419,1150,707,419,1150
2020-03-12,,,,,,,,,117,71,175,824,491,1324,824,491,1324
2020-03-13,,,,,,,,,134,83,198,958,574,1522,958,574,1522
2020-03-14,,,,,,,,,160,101,240,1118,675,1761,1118,675,1761
2020-03-15,,,,,,,,,177,114,265,1252,765,1951,1295,790,2026
2020-03-16,,,,,,,,,188,124,275,1397,864,2150,1483,914,2300
2020-03-17,,,,,,,,,200,135,285,1554,974,2360,1683,1049,2585
2020-03-18,,,,,,,,,211,147,297,1722,1097,2582,1893,1197,2882
2020-03-19,,,,,,,,,223,159,307,1902,1231,2813,2117,1356,3188
2020-03-20,,,,,,,,,232,167,313,2091,1374,3051,2348,1524,3501
2020-03-21,,,,,,,,,236,173,322,2284,1522,3298,2585,1697,3823
2020-03-22,,,,,,,,,238,177,328,2479,1675,3551,2823,1875,4151
2020-03-23,,,,,,,,,237,180,334,2673,1830,3809,3060,2055,4484
2020-03-24,,,,,,,,,234,176,328,2801,1942,3979,3294,2232,4812
2020-03-25,,,,,,,,,230,172,324,2926,2052,4146,3524,2405,5135
2020-03-26,3,3,,,,,,,224,167,317,3041,2153,4302,3748,2572,5452
2020-03-27,0,3,,,,,,,217,160,301,3141,2241,4428,3965,2733,5752
2020-03-28,1,4,,,,,,,209,154,287,3215,2313,4518,4173,2887,6039
2020-03-29,1,5,,,,,,,201,149,273,3256,2361,4550,4374,3037,6311
2020-03-30,1,6,,,,,,,192,139,256,3272,2387,4541,4566,3177,6566
2020-03-31,2,8,,,,,,,184,133,242,3268,2396,4509,4751,3311,6808
2020-04-01,1,9,,,,,,,177,128,231,3245,2390,4454,4927,3439,7038
2020-04-02,0,9,,,,,,,169,123,220,3203,2366,4377,5096,3563,7258
2020-04-03,0,9,,,,,,,162,118,208,3142,2326,4278,5258,3682,7466
2020-04-04,1,10,,,,,,,155,114,200,3065,2273,4165,5413,3797,7665
2020-04-05,0,10,,,,,,,149,109,191,2977,2208,4034,5562,3906,7856
2020-04-06,0,10,,,,,,,143,102,182,2882,2134,3887,5704,4009,8038
2020-04-07,3,13,,,,,,,137,97,176,2782,2051,3729,5841,4106,8213
2020-04-08,2,15,,,,,,,132,92,169,2679,1966,3570,5973,4198,8381
2020-04-09,3,18,,,,,,,127,87,162,2576,1881,3408,6100,4286,8543
2020-04-10,6,24,,,,,,,122,82,155,2474,1796,3247,6222,4369,8698
2020-04-11,1,25,,,,,,,118,78,152,2375,1714,3097,6340,4447,8849
2020-04-12,2,27,,,,,,,114,74,149,2281,1633,2959,6454,4521,8997
2020-04-13,0,27,,,,,,,110,70,145,2190,1554,2831,6564,4592,9141
2020-04-14,6,33,,,,,,,107,66,141,2105,1482,2717,6671,4659,9282
2020-04-15,6,39,,,,,,,104,63,138,2024,1411,2612,6775,4723,9420
2020-04-16,2,41,,,,,,,101,60,134,1948,1343,2515,6875,4783,9553
2020-04-17,0,41,,,,,,,98,58,131,1877,1278,2426,6973,4842,9684
2020-04-18,2,43,,,,,,,95,56,128,1810,1215,2346,7068,4898,9811
2020-04-19,1,44,,,,,,,93,53,125,1747,1154,2272,7160,4952,9936
2020-04-20,1,45,,,,,,,90,51,123,1689,1097,2203,7251,5003,10058
2020-04-21,3,48,,,,,,,88,49,120,1634,1044,2141,7339,5053,10178
2020-04-22,3,51,,,,,,,86,47,118,1583,994,2083,7424,5101,10295
2020-04-23,3,54,,,,,,,84,45,115,1535,948,2029,7508,5147,10410
2020-04-24,0,54,,,,,,,82,44,113,1490,905,1981,7590,5191,10523
2020-04-25,2,56,,,,,,,80,42,111,1448,865,1936,7670,5234,10634
2020-04-26,0,56,,,,,,,78,41,109,1409,828,1894,7749,5276,10743
2020-04-27,0,56,,,,,,,77,40,108,1371,794,1853,7825,5316,10850
2020-04-28,4,60,,,,,,,75,39,106,1336,763,1814,7900,5355,10955
2020-04-29,0,60,,,,,,,73,38,104,1303,734,1776,7974,5394,11058
