date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-08,,,,,,,,,10,10,10,10,10,10,10,10,10
2020-03-09,,,,,,,,,10,10,10,20,20,20,20,20,20
2020-03-10,,,,,,,,,10,10,10,30,30,30,30,30,30
2020-03-11,,,,,,,,,10,10,10,40,40,40,40,40,40
2020-03-12,,,,,,,,,10,10,10,50,50,50,50,50,50
2020-03-13,,,,,,,,,10,10,10,60,60,60,60,60,60
2020-03-14,,,,,,,,,10,10,10,70,70,70,70,70,70
2020-03-15,,,,,,,,,10,10,10,80,80,80,80,80,80
2020-03-16,,,,,,,,,10,10,10,90,90,90,90,90,90
2020-03-17,,,,,,,,,18,15,23,108,105,113,108,105,113
2020-03-18,,,,,,,,,18,15,23,125,120,136,125,120,136
2020-03-19,,,,,,,,,17,15,22,143,135,158,143,135,158
2020-03-20,,,,,,,,,18,15,23,160,150,180,160,150,180
2020-03-21,,,,,,,,,18,15,25,179,166,205,179,166,205
2020-03-22,,,,,,,,,19,16,27,198,182,231,198,182,231
2020-03-23,,,,,,,,,20,16,27,208,188,248,218,198,258
2020-03-24,,,,,,,,,20,16,27,217,194,265,237,214,285
2020-03-25,,,,,,,,,20,16,27,227,201,281,257,231,311
2020-03-26,,,,,,,,,20,16,26,237,207,296,277,247,336
2020-03-27,,,,,,,,,19,16,26,246,213,312,296,263,362
2020-03-28,,,,,,,,,19,16,25,255,219,326,315,279,386
2020-03-29,,,,,,,,,19,16,25,265,226,340,335,296,410
2020-03-30,,,,,,,,,19,16,24,274,232,354,354,312,434
2020-03-31,,,,,,,,,19,15,23,282,238,367,372,328,457
2020-04-01,1,1,,,,,,,19,15,23,283,238,366,391,344,479
2020-04-02,0,1,,,,,,,18,15,23,284,239,366,409,359,502
2020-04-03,0,1,,,,,,,18,15,23,284,240,367,427,375,524
2020-04-04,0,1,,,,,,,18,15,22,285,240,366,445,391,546
2020-04-05,0,1,,,,,,,18,15,22,284,240,363,463,406,567
2020-04-06,0,1,,,,,,,17,15,22,282,239,358,480,421,589
2020-04-07,1,2,,,,,,,17,15,22,279,238,353,497,436,610
2020-04-08,0,2,,,,,,,17,14,22,277,236,347,514,451,631
2020-04-09,0,2,,,,,,,17,14,21,274,235,341,531,466,652
2020-04-10,0,2,,,,,,,16,14,21,271,233,336,547,481,672
2020-04-11,0,2,,,,,,,16,14,21,267,231,332,563,495,693
2020-04-12,0,2,,,,,,,16,14,21,264,229,327,579,509,713
2020-04-13,0,2,,,,,,,16,14,20,261,227,323,595,523,733
2020-04-14,0,2,,,,,,,16,13,20,257,225,319,611,537,753
2020-04-15,0,2,,,,,,,15,13,20,254,223,316,626,551,772
2020-04-16,0,2,,,,,,,15,13,20,251,220,312,642,565,791
2020-04-17,0,2,,,,,,,15,13,20,247,218,309,657,578,810
2020-04-18,0,2,,,,,,,15,13,19,244,216,306,671,591,829
2020-04-19,0,2,,,,,,,15,13,19,241,213,303,686,604,848
2020-04-20,0,2,,,,,,,14,12,19,238,211,300,700,617,867
2020-04-21,0,2,,,,,,,14,12,19,235,208,297,715,630,885
2020-04-22,0,2,,,,,,,14,12,19,232,206,293,729,642,903
2020-04-23,0,2,,,,,,,14,12,18,229,203,290,743,655,921
2020-04-24,0,2,,,,,,,14,12,18,226,201,287,756,667,938
2020-04-25,0,2,,,,,,,13,12,18,223,198,284,770,679,956
2020-04-26,0,2,,,,,,,13,11,18,220,195,280,783,691,973
2020-04-27,0,2,,,,,,,13,11,17,217,193,277,796,702,990
2020-04-28,0,2,,,,,,,13,11,17,214,190,274,809,714,1006
2020-04-29,0,2,,,,,,,13,11,17,211,188,271,822,725,1023
2020-04-30,0,2,,,,,,,13,11,17,208,185,268,834,736,1039
2020-05-01,0,2,,,,,,,12,10,17,205,182,265,847,747,1055
2020-05-02,0,2,,,,,,,12,10,16,202,180,261,859,758,1071
2020-05-03,0,2,,,,,,,12,10,16,199,177,258,871,769,1087
2020-05-04,0,2,,,,,,,12,10,16,196,174,255,882,779,1103
