country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1526,937,2223
US,NY,234,136,406
US,NJ,174,100,250
US,MA,129,81,185
US,IL,120,86,148
US,PA,118,78,157
US,CA,73,37,106
US,MI,63,39,96
US,CT,61,35,91
US,MD,51,32,70
US,OH,42,28,55
US,FL,41,22,58
US,IN,40,26,56
US,TX,34,23,46
US,LA,32,19,46
US,GA,28,16,40
US,VA,27,16,37
US,MN,24,16,31
US,AZ,23,17,32
US,CO,22,13,33
US,NC,18,12,25
US,AL,16,12,21
US,MO,16,11,21
US,IA,13,10,16
US,MS,13,9,18
US,WA,13,6,23
US,RI,12,8,16
US,DC,10,6,13
US,NM,9,6,12
US,SC,8,5,12
US,WI,8,5,12
US,DE,8,5,11
US,NV,6,4,9
US,KY,6,3,9
US,TN,6,3,9
US,NH,5,3,7
US,OK,4,2,5
US,KS,3,1,5
US,NE,2,1,4
US,OR,2,1,4
US,AR,2,1,3
US,PR,2,1,3
US,SD,2,1,3
US,UT,2,1,3
US,ID,1,0,2
US,ME,1,0,2
US,ND,1,0,2
US,WV,1,0,2
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,VT,0,0,1
US,WY,0,0,1
US,AS,,,
