country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1542,941,2258
US,NY,278,162,469
US,NJ,179,99,252
US,MA,136,87,192
US,PA,116,78,158
US,IL,101,71,127
US,MI,67,42,101
US,CA,65,35,96
US,CT,62,38,92
US,MD,48,30,67
US,IN,46,30,61
US,FL,41,22,60
US,OH,36,23,48
US,LA,34,21,50
US,TX,30,19,41
US,GA,28,15,40
US,VA,25,15,35
US,AZ,23,16,32
US,MN,22,14,29
US,CO,18,10,26
US,MO,16,11,22
US,NC,16,10,23
US,MS,15,10,21
US,RI,14,9,18
US,AL,13,9,18
US,WA,13,7,23
US,IA,11,8,14
US,DC,10,6,14
US,SC,9,6,13
US,WI,8,5,12
US,NM,8,5,11
US,DE,6,4,9
US,NV,6,4,9
US,KY,6,3,10
US,NH,5,3,8
US,OK,5,3,7
US,KS,4,2,7
US,TN,4,2,6
US,NE,3,2,4
US,OR,2,1,4
US,PR,2,1,4
US,AR,2,1,3
US,UT,2,1,3
US,SD,2,0,3
US,ND,1,1,2
US,ID,1,0,2
US,ME,1,0,2
US,WV,1,0,2
US,VT,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
