country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,88751,193885,122015,322597,2020-04-16,4591,1.7
US,NY,28049,33371,30095,41253,2020-04-16,3215,4.3
US,IL,4129,18295,9663,28676,2020-07-22,254,3.6
US,NJ,10261,16787,12222,24754,2020-04-30,457,2.4
US,PA,4480,12775,7046,20724,2020-05-05,341,2.1
US,MA,5705,10614,7223,17442,2020-04-19,302,1.5
US,CA,3208,10298,4491,23952,2020-04-22,139,1.8
US,MI,4881,6948,5771,9515,2020-04-22,238,2.4
US,IN,1741,6808,3212,13411,2020-05-06,166,1.7
US,TX,1318,6458,2982,13156,2020-06-28,83,2.2
US,OH,1610,5820,2827,10427,2020-04-29,138,2.3
US,FL,1964,5611,2711,11157,2020-04-23,94,1.2
US,MD,1957,5476,2762,10359,2020-04-20,121,1.2
US,CT,3339,5387,3980,8242,2020-04-20,204,1.8
US,AZ,679,4416,2122,8040,2020-05-08,67,2.3
US,CO,1192,3876,2022,7060,2020-04-24,122,1.0
US,LA,2479,3861,2992,5531,2020-04-14,129,2.0
US,GA,1598,3820,2161,6866,2020-04-07,100,3.7
US,VA,1003,3671,1505,8822,2020-05-07,56,1.9
US,MN,709,3344,1258,7097,2020-07-12,44,2.6
US,MS,510,2554,1221,4851,2020-07-01,35,2.1
US,IA,346,2523,1387,4307,2020-06-27,37,3.7
US,MO,594,2388,1195,4350,2020-04-27,47,2.2
US,NC,676,2212,1117,4537,2020-05-05,30,2.6
US,AL,485,2117,1111,3838,2020-05-12,32,13.0
US,WA,999,1456,1143,2209,2020-04-06,45,2.8
US,SC,380,1363,663,2575,2020-04-29,39,
US,RI,489,1289,775,2269,2020-04-17,31,1.3
US,NM,259,1082,551,1812,2020-07-25,14,2.3
US,DE,286,1061,612,1660,2020-05-16,15,0.8
US,DC,375,951,555,1564,2020-05-08,19,1.4
US,WI,453,933,622,1522,2020-04-05,20,1.4
US,NV,347,817,516,1397,2020-04-07,26,2.0
US,NH,171,784,431,1300,2020-05-07,22,0.5
US,NE,123,661,340,1177,2020-04-30,14,0.9
US,KY,334,646,428,1048,2020-04-07,20,4.0
US,TN,295,572,409,945,2020-05-12,15,1.4
US,OK,288,516,378,792,2020-04-21,21,2.3
US,KS,195,395,241,767,2020-04-11,13,2.5
US,UT,78,285,138,573,2020-05-05,6,3.0
US,OR,137,227,170,349,2020-04-09,11,
US,AR,98,226,166,346,2020-05-02,8,
US,SD,44,224,103,449,2020-05-12,5,
US,PR,122,201,156,294,2020-04-09,9,
US,ND,42,199,94,395,2020-05-06,6,
US,WV,64,150,97,279,2020-04-20,6,
US,ME,70,130,104,162,2020-04-23,5,2.0
US,ID,73,102,86,121,2020-04-15,6,2.0
US,VT,53,74,66,84,2020-04-16,4,
US,HI,17,27,22,34,2020-04-27,2,
US,MT,16,23,20,28,2020-03-30,4,
US,WY,7,18,15,25,2020-04-22,4,
US,AK,10,14,13,16,2020-04-04,2,
US,VI,6,11,10,13,2020-05-12,1,
US,GU,5,11,9,16,2020-04-11,1,
US,MP,2,7,6,9,2020-04-07,1,
US,AS,0,,,,,,
