country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,89559,196642,121081,338950,2020-04-16,4591,2.6
US,NY,28232,33559,30160,41628,2020-04-16,3215,4.0
US,IL,4177,17981,9280,29116,2020-07-25,253,5.3
US,NJ,10363,16629,12208,24099,2020-04-30,457,2.7
US,PA,4495,12323,6798,20710,2020-05-05,341,8.0
US,MA,5797,10639,7237,17707,2020-04-19,302,1.9
US,CA,3240,9819,4420,22957,2020-04-22,139,3.9
US,TX,1343,7075,2935,15073,2020-07-09,91,3.6
US,MI,4891,6737,5563,9299,2020-04-22,238,13.9
US,OH,1625,6707,2872,14784,2020-04-29,138,5.6
US,IN,1751,6665,2942,13891,2020-05-06,166,8.0
US,MD,1992,5593,2760,10948,2020-04-20,121,1.6
US,FL,1973,5458,2626,11500,2020-04-23,94,6.0
US,CT,3408,5457,4031,8443,2020-04-20,204,1.4
US,AZ,680,4671,2086,8904,2020-07-14,69,69.0
US,GA,1610,4034,2169,7755,2020-04-07,100,3.1
US,CO,1215,3935,2002,7518,2020-04-24,122,1.8
US,LA,2491,3817,2970,5603,2020-04-14,129,5.2
US,VA,1010,3503,1464,8650,2020-05-07,56,6.6
US,MN,731,3448,1281,7573,2020-07-18,46,2.1
US,MS,521,2821,1243,5296,2020-07-07,38,3.5
US,IA,351,2727,1359,4739,2020-07-04,39,7.8
US,AL,488,2588,1250,4798,2020-07-13,35,11.7
US,MO,600,2519,1161,4861,2020-04-27,47,5.0
US,NC,686,2215,1093,4693,2020-05-05,30,2.4
US,SC,385,1732,696,3836,2020-04-29,39,4.6
US,NM,265,1501,663,2937,2020-07-30,25,4.2
US,WA,1001,1435,1136,2177,2020-04-06,45,11.0
US,DE,290,1352,690,2406,2020-07-25,19,4.8
US,RI,499,1294,776,2316,2020-04-17,31,1.3
US,NH,172,1132,552,2058,2020-05-07,22,18.0
US,DC,383,956,560,1583,2020-05-08,19,1.2
US,WI,453,907,628,1537,2020-04-05,20,
US,NV,350,816,508,1406,2020-04-07,26,2.7
US,KY,334,632,422,1049,2020-04-07,20,
US,NE,123,624,293,1264,2020-04-30,14,
US,TN,298,571,420,961,2020-05-12,15,2.3
US,OK,288,483,363,748,2020-04-21,21,
US,KS,195,370,229,787,2020-04-11,13,
US,UT,80,317,141,699,2020-05-05,6,2.0
US,SD,44,236,100,502,2020-05-12,5,
US,OR,137,218,165,338,2020-04-09,11,
US,ND,43,215,94,451,2020-05-06,6,3.0
US,AR,98,208,156,336,2020-05-02,8,
US,PR,123,195,155,282,2020-04-09,9,3.0
US,WV,67,140,94,260,2020-04-20,6,0.7
US,ME,70,114,91,152,2020-04-23,5,
US,ID,73,98,84,114,2020-04-15,6,
US,VT,54,71,64,78,2020-04-16,4,1.0
US,HI,17,27,21,32,2020-04-27,2,
US,MT,16,22,20,27,2020-03-30,4,
US,WY,8,16,14,19,2020-04-22,4,
US,AK,10,14,13,16,2020-04-04,2,
US,VI,6,10,10,12,2020-05-12,1,
US,GU,5,10,8,14,2020-04-11,1,
US,MP,2,6,5,8,2020-04-07,1,
US,AS,0,,,,,,
