country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1386,850,2014
US,NY,201,111,343
US,NJ,157,89,232
US,MA,116,73,168
US,IL,109,80,134
US,PA,98,65,132
US,CA,70,39,104
US,CT,60,35,92
US,MI,50,28,77
US,MD,48,29,65
US,OH,39,27,51
US,TX,36,25,48
US,IN,36,23,50
US,FL,36,20,52
US,CO,31,20,43
US,LA,29,17,41
US,GA,26,15,37
US,VA,24,14,34
US,AZ,22,16,28
US,MN,22,15,29
US,NC,17,11,23
US,MO,14,10,19
US,IA,13,10,16
US,MS,13,9,18
US,AL,13,9,16
US,RI,11,7,15
US,WA,10,5,17
US,DE,9,7,12
US,NM,9,6,12
US,DC,9,5,12
US,WI,7,5,11
US,SC,7,4,10
US,NH,6,4,8
US,NV,6,3,8
US,TN,6,3,8
US,NE,4,3,5
US,KY,4,2,6
US,KS,3,1,5
US,OK,3,1,4
US,PR,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,AR,1,1,2
US,OR,1,0,3
US,ME,1,0,2
US,ND,1,0,2
US,SD,1,0,2
US,ID,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,VT,0,0,1
US,WY,0,0,1
US,AS,,,
