date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,106,50,150,106,50,150,106,50,150
2020-02-25,,,,,,,,,106,50,150,213,100,300,213,100,300
2020-02-26,,,,,,,,,106,50,150,319,150,450,319,150,450
2020-02-27,,,,,,,,,106,50,150,425,200,600,425,200,600
2020-02-28,,,,,,,,,106,50,150,532,250,750,532,250,750
2020-02-29,,,,,,,,,106,50,150,638,300,900,638,300,900
2020-03-01,,,,,,,,,106,50,150,744,350,1050,744,350,1050
2020-03-02,,,,,,,,,106,50,150,851,400,1200,851,400,1200
2020-03-03,,,,,,,,,106,50,150,957,450,1350,957,450,1350
2020-03-04,,,,,,,,,265,139,377,1223,589,1727,1223,589,1727
2020-03-05,,,,,,,,,263,139,371,1486,729,2098,1486,729,2098
2020-03-06,,,,,,,,,273,147,381,1759,876,2478,1759,876,2478
2020-03-07,,,,,,,,,294,162,405,2053,1039,2883,2053,1039,2883
2020-03-08,,,,,,,,,338,194,462,2391,1234,3344,2391,1234,3344
2020-03-09,,,,,,,,,404,245,556,2795,1479,3899,2795,1479,3899
2020-03-10,,,,,,,,,449,284,606,3137,1713,4355,3243,1763,4505
2020-03-11,,,,,,,,,480,318,632,3511,1982,4836,3724,2082,5136
2020-03-12,,,,,,,,,513,358,665,3917,2290,5350,4236,2440,5800
2020-03-13,,,,,,,,,546,401,696,4357,2641,5896,4782,2841,6496
2020-03-14,,,,,,,,,585,442,739,4836,3033,6484,5367,3283,7234
2020-03-15,,,,,,,,,618,472,769,5347,3456,7103,5985,3756,8003
2020-03-16,,,,,,,,,642,498,789,5883,3904,7741,6627,4254,8791
2020-03-17,,,,,,,,,660,521,804,6437,4375,8395,7288,4775,9595
2020-03-18,,,,,,,,,676,539,824,7006,4864,9068,7963,5314,10418
2020-03-19,1,1,,,,,,,689,555,841,7430,5280,9533,8653,5870,11259
2020-03-20,0,1,,,,,,,700,569,850,7866,5710,10012,9352,6439,12109
2020-03-21,0,1,,,,,,,707,580,853,8300,6144,10483,10059,7020,12961
2020-03-22,1,2,,,,,,,711,591,854,8718,6572,10932,10770,7612,13814
2020-03-23,0,2,,,,,,,714,599,850,9094,6977,11319,11484,8212,14663
2020-03-24,1,3,,,,,,,715,604,842,9405,7337,11606,12199,8816,15505
2020-03-25,2,5,,,,,,,716,612,840,9672,7665,11840,12915,9428,16345
2020-03-26,2,7,,,,,,,716,613,835,9908,7960,12044,13631,10042,17179
2020-03-27,1,8,,,,,,,715,613,833,10110,8215,12212,14346,10655,18011
2020-03-28,7,15,,,,,,,713,613,829,10277,8427,12345,15059,11269,18840
2020-03-29,1,16,,,,,,,711,610,827,10403,8596,12433,15770,11879,19667
2020-03-30,0,16,,,,,,,709,604,823,10494,8728,12487,16479,12484,20489
2020-03-31,7,23,,,,,,,706,597,821,10558,8827,12520,17186,13082,21310
2020-04-01,7,30,,,,,,,703,589,824,10601,8896,12539,17889,13672,22134
2020-04-02,4,34,,,,,,,700,580,828,10626,8937,12544,18589,14252,22961
2020-04-03,4,38,,,,,,,697,572,828,10634,8955,12530,19286,14825,23789
2020-04-04,4,42,,,,,,,694,564,831,10628,8950,12511,19980,15389,24619
2020-04-05,4,46,,,,,,,690,554,835,10611,8923,12493,20670,15944,25453
2020-04-06,5,51,,,,,,,687,543,840,10587,8875,12479,21357,16488,26292
2020-04-07,16,67,,,,,,,683,530,844,10556,8806,12473,22040,17018,27136
2020-04-08,12,79,,,,,,,679,520,848,10520,8722,12479,22719,17539,27983
2020-04-09,1,80,,,,,,,676,511,853,10480,8621,12491,23395,18050,28836
2020-04-10,8,88,,,,,,,672,498,856,10436,8507,12512,24067,18549,29691
2020-04-11,6,94,,,,,,,668,486,859,10389,8380,12539,24735,19036,30549
2020-04-12,2,96,,,,,,,664,475,863,10340,8241,12572,25399,19511,31412
2020-04-13,3,99,,,,,,,660,463,866,10289,8094,12612,26059,19974,32278
2020-04-14,9,108,,,,,,,656,450,870,10236,7940,12658,26715,20425,33147
2020-04-15,15,123,,,,,,,652,439,873,10182,7781,12710,27367,20864,34019
2020-04-16,8,131,,,,,,,648,428,875,10126,7620,12761,28015,21292,34894
2020-04-17,5,136,,,,,,,644,416,879,10070,7456,12812,28659,21709,35773
2020-04-18,0,136,,,,,,,640,406,881,10012,7289,12865,29299,22115,36653
2020-04-19,4,140,,,,,,,635,396,883,9954,7121,12917,29934,22511,37536
2020-04-20,3,143,,,,,,,631,386,886,9895,6953,12969,30565,22898,38421
2020-04-21,21,164,,,,,,,627,377,887,9835,6787,13016,31192,23275,39308
2020-04-22,6,170,,,,,,,623,368,889,9775,6625,13061,31815,23644,40197
2020-04-23,9,179,,,,,,,618,359,890,9713,6464,13103,32433,24003,41086
2020-04-24,9,188,,,,,,,614,349,893,9652,6301,13144,33047,24352,41979
2020-04-25,6,194,,,,,,,609,339,898,9589,6142,13186,33656,24692,42876
2020-04-26,1,195,,,,,,,605,331,900,9526,5987,13226,34261,25023,43775
2020-04-27,2,197,,,,,,,600,323,900,9462,5836,13264,34861,25347,44675
2020-04-28,10,207,,,,,,,596,315,901,9398,5688,13298,35457,25663,45576
2020-04-29,7,214,,,,,,,591,308,903,9333,5546,13332,36048,25972,46478
2020-04-30,8,222,,,,,,,587,302,904,9268,5409,13363,36635,26274,47382
2020-05-01,8,230,,,,,,,608,309,964,9228,5291,13452,37243,26583,48345
2020-05-02,8,238,,,,,,,610,306,981,9194,5180,13554,37853,26889,49326
2020-05-03,,,7,4,9,245,242,247,612,301,1001,9167,5075,13674,38465,27191,50326
2020-05-04,,,7,4,9,251,247,256,614,298,1025,9146,4977,13816,39080,27489,51351
2020-05-05,,,7,4,9,258,252,264,619,295,1057,9133,4886,13987,39698,27784,52407
2020-05-06,,,7,4,9,264,256,273,626,295,1097,9133,4804,14197,40325,28079,53504
2020-05-07,,,7,4,9,271,261,282,632,295,1135,9142,4730,14442,40957,28374,54638
2020-05-08,,,6,4,9,277,265,290,637,292,1165,9161,4664,14717,41594,28667,55803
2020-05-09,,,6,4,9,284,269,299,642,290,1192,9189,4605,15016,42236,28957,56994
2020-05-10,,,6,4,9,290,273,308,646,286,1222,9226,4552,15341,42883,29244,58216
2020-05-11,,,6,3,9,297,277,317,652,282,1259,9273,4503,15699,43534,29527,59474
2020-05-12,,,6,3,9,303,281,326,657,279,1299,9330,4459,16097,44192,29806,60772
2020-05-13,,,6,3,9,309,285,335,662,276,1339,9397,4420,16536,44854,30083,62111
2020-05-14,,,6,3,9,315,289,343,667,272,1379,9473,4384,17011,45521,30356,63489
2020-05-15,,,6,3,9,322,292,352,672,268,1419,9558,4350,17526,46193,30624,64907
2020-05-16,,,6,3,9,328,296,361,677,264,1461,9627,4305,18023,46870,30889,66368
2020-05-17,,,6,3,9,334,299,370,682,261,1504,9699,4261,18546,47552,31150,67872
2020-05-18,,,6,3,9,340,302,379,687,257,1548,9774,4216,19093,48239,31408,69419
2020-05-19,,,6,3,10,346,306,388,692,252,1592,9851,4171,19660,48931,31661,71011
2020-05-20,,,6,3,10,352,309,397,696,249,1637,9928,4125,20241,49627,31910,72648
2020-05-21,,,6,3,10,358,312,407,701,244,1683,10003,4075,20826,50328,32155,74330
