country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,989.478360824,668,1415
Brazil,,,910.812160849,547,1386
Mexico,,,526.267385132,344,792
Colombia,,,304.931083649,194,433
Argentina,,,194.515611512,131,254
Peru,,,164.65642631,57,280
South Africa,,,150.958264999,90,254
Iran,,,117.263105037,56,192
Russia,,,100.366967341,36,214
Indonesia,,,91.1823240951,53,157
Bolivia,,,67.3187224003,42,96
Philippines,,,60.8719839941,32,101
Chile,,,47.1168806774,14,96
Romania,,,43.98173258,31,58
Ukraine,,,41.8338619818,26,58
Bangladesh,,,37.9620708171,18,63
Spain,,,33.2172723624,0,138
Morocco,,,32.6852628825,19,48
Turkey,,,31.0531035837,3,66
Ecuador,,,28.3173238323,3,66
Saudi Arabia,,,28.1243605488,13,48
Honduras,,,23.3101624899,13,36
Dominican Republic,,,20.9078968129,12,32
Egypt,,,19.5225174962,2,58
France,,,17.3141706859,0,98
Australia,,,14.8423860768,8,23
Panama,,,13.8513131495,7,23
Israel,,,13.8167471239,8,22
Japan,,,13.1819376688,4,26
Poland,,,12.2632574945,6,20
Pakistan,,,10.3988836919,1,28
Bulgaria,,,9.35630320532,6,13
Algeria,,,8.71224624872,2,16
United Kingdom,,,8.62026814321,0,34
Moldova,,,8.38185211494,4,13
Italy,,,6.95006486348,0,28
Germany,,,5.67526868237,0,20
Canada,,,5.41809988955,0,18
Belarus,,,4.81954026852,2,9
Netherlands,,,3.93704923662,0,17
Nigeria,,,3.56555015837,0,8
Greece,,,3.29105071499,2,6
Belgium,,,2.96713161307,0,15
Serbia,,,2.95708220677,1,5
Portugal,,,2.7977064124,0,8
Kuwait,,,2.12282692605,0,5
Croatia,,,2.03370989973,1,4
South Korea,,,1.59079957448,0,5
United Arab Emirates,,,1.31797352671,0,4
Switzerland,,,1.17754105965,0,4
Czechia,,,1.17516293108,0,3
China,,,1.129582658,0,11
Sweden,,,0.953370181449,0,4
Cuba,,,0.8230263744,0,2
Hungary,,,0.714803310023,0,3
Ireland,,,0.564584911147,0,3
Austria,,,0.537331103065,0,2
Denmark,,,0.436839928448,0,2
Malta,,,0.370259465663,0,1
Malaysia,,,0.271087754018,0,1
Luxembourg,,,0.246664052889,0,1
Norway,,,0.246579684749,0,1
Finland,,,0.204995342075,0,1
Slovenia,,,0.203695452818,0,1
Lithuania,,,0.156874577897,0,1
Cyprus,,,0.127655120051,0,1
Latvia,,,0.0935832862638,0,1
Slovakia,,,0.0836487175755,0,1
Estonia,,,0.0743012546253,0,1
Iceland,,,0.0204749257357,0,1
