country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Canada,,Quebec,54,31,71
US,IL,Cook,46,31,60
US,CA,Los Angeles,41,27,58
US,NY,New York City,39,8,96
Canada,,Ontario,22,10,37
US,PA,Philadelphia,15,10,20
US,MA,Middlesex,13,6,19
US,FL,Miami-Dade,10,7,14
US,AZ,Maricopa,9,6,12
US,MI,Wayne,8,3,15
US,NJ,Essex,7,3,13
US,NJ,Bergen,6,2,12
US,NY,Suffolk,6,2,9
US,CA,Riverside,5,3,7
US,TX,Dallas,5,3,7
US,MA,Suffolk,5,2,8
US,NJ,Hudson,5,2,8
US,CA,San Diego,4,3,6
US,FL,Palm Beach,4,3,6
US,CA,Orange,4,2,6
US,TX,Harris,4,2,6
US,CA,San Bernardino,4,2,5
US,NY,Nassau,4,1,9
US,NY,Westchester,4,1,8
US,FL,Broward,3,2,5
US,NV,Clark,2,1,4
US,TX,Tarrant,2,1,4
US,FL,Hillsborough,2,1,3
US,WA,King,2,0,3
Canada,,British Columbia,1,0,2
US,CA,Alameda,1,0,2
US,LA,Orleans,1,0,2
US,NV,Washoe,1,0,2
US,TX,Bexar,1,0,2
Canada,,Alberta,1,0,1
US,CA,Santa Clara,1,0,1
US,CA,Sacramento,0,0,1
US,FL,Orange,0,0,1
