country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,65487,129994,104256,191439,2020-06-04,1473,1.8,2020-10-01
India,,,20159,92438,41996,182059,2020-06-16,2003,2.1,2020-10-01
Mexico,,,31119,76341,58901,90862,2020-06-03,1092,1.4,2020-10-01
United Kingdom,,,44321,48413,44960,51971,2020-04-21,1172,59.0,2020-10-01
Italy,,,34869,35884,34999,36983,2020-03-27,919,107.5,2020-10-01
France,,,29923,30879,29949,35377,2020-04-15,1438,33.2,2020-10-01
Spain,,,28388,29182,28432,31108,2020-06-19,1179,288.3,2020-10-01
Peru,,,10772,22354,16211,31069,2020-06-14,380,1.0,2020-10-01
Iran,,,11731,21905,18314,27011,2020-07-05,163,0.9,2020-10-01
Russia,,,10280,20749,13233,36925,2020-05-29,232,1.1,2020-10-01
Colombia,,,4305,17410,10923,24708,2020-06-28,310,1.4,2020-10-01
South Africa,,,3310,14930,8278,20984,2020-07-05,173,1.4,2020-10-01
Egypt,,,3422,12164,7744,16401,2020-08-24,114,1.4,2020-10-01
Pakistan,,,4839,11940,7992,17102,2020-06-14,178,1.3,2020-10-01
Chile,,,6384,11270,7527,15027,2020-06-08,627,2.1,2020-10-01
Canada,,,8748,10101,8962,12850,2020-04-16,251,19.0,2020-10-01
Belgium,,,9774,10025,9795,10723,2020-04-10,496,104.0,2020-10-01
Indonesia,,,3241,9851,5609,15640,2020-10-01,101,1.4,2020-10-01
Germany,,,9022,9606,9074,11139,2020-04-15,510,-252.0,2020-10-01
Ecuador,,,4821,8420,5287,13055,2020-05-10,410,2.1,2020-10-01
Argentina,,,1582,7892,3740,12796,2020-09-19,95,1.3,2020-10-01
Saudi Arabia,,,1968,7251,4410,9708,2020-08-26,70,1.3,2020-10-01
Turkey,,,5241,6709,5320,11321,2020-04-19,127,7.2,2020-10-01
Bangladesh,,,2096,6627,4300,12037,2020-06-30,64,1.3,2020-10-01
Netherlands,,,6147,6352,6168,6643,2020-04-07,234,176.0,2020-10-01
Sweden,,,5433,6275,5778,7458,2020-04-21,185,7.0,2020-10-01
Bolivia,,,1476,5958,3154,9711,2020-07-01,78,1.4,2020-10-01
China,,,4641,4646,4641,4675,2020-04-17,1290,,2020-10-01
Romania,,,1768,3746,2531,4995,2020-05-08,35,1.4,2020-10-01
Honduras,,,656,3313,2233,4960,2020-07-02,49,2.0,2020-10-01
Dominican Republic,,,804,2889,1099,5499,2020-04-12,38,3.2,2020-10-01
Panama,,,770,2784,2098,3955,2020-07-03,31,1.1,2020-10-01
Poland,,,1521,2687,1854,4166,2020-04-24,40,4.8,2020-10-01
Philippines,,,1303,2651,1447,4910,2020-04-12,50,3.2,2020-10-01
Ukraine,,,1278,2633,1832,3806,2020-06-17,31,1.5,2020-10-01
Algeria,,,959,2119,1297,4167,2020-04-09,30,3.1,2020-10-01
Portugal,,,1620,2083,1688,2859,2020-04-03,37,5.2,2020-10-01
Switzerland,,,1965,2050,1976,2373,2020-04-04,75,,2020-10-01
Ireland,,,1741,1822,1748,2192,2020-04-24,220,,2020-10-01
Nigeria,,,654,1816,900,3740,2020-06-16,31,1.6,2020-10-01
Japan,,,978,1346,983,1894,2020-05-04,49,20.0,2020-10-01
Moldova,,,592,1187,965,1617,2020-06-20,14,1.3,2020-10-01
Belarus,,,429,890,566,1625,2020-07-03,7,0.8,2020-10-01
Austria,,,706,802,720,952,2020-04-08,30,,2020-10-01
Bulgaria,,,250,716,414,1026,2020-06-05,12,1.5,2020-10-01
Hungary,,,589,707,605,999,2020-04-24,23,,2020-10-01
Denmark,,,607,670,621,822,2020-04-04,22,16.0,2020-10-01
Kuwait,,,373,622,419,1049,2020-05-30,11,1.2,2020-10-01
Israel,,,334,616,389,910,2020-04-18,13,2.7,2020-10-01
Serbia,,,317,543,364,825,2020-04-01,12,1.0,2020-10-01
Czechia,,,350,444,357,575,2020-04-14,18,4.5,2020-10-01
United Arab Emirates,,,324,438,343,748,2020-05-10,13,7.0,2020-10-01
Morocco,,,237,390,261,620,2020-03-27,12,2.5,2020-10-01
Finland,,,329,367,335,477,2020-04-21,43,,2020-10-01
South Korea,,,285,326,286,426,2020-03-02,11,6.0,2020-10-01
Norway,,,251,271,257,308,2020-04-20,16,,2020-10-01
Greece,,,192,219,202,264,2020-04-03,10,,2020-10-01
Croatia,,,113,186,125,258,2020-04-19,8,,2020-10-01
Australia,,,106,172,106,490,2020-04-23,8,,2020-10-01
Malaysia,,,121,154,134,179,2020-03-29,8,,2020-10-01
Slovenia,,,111,122,112,150,2020-04-07,6,,2020-10-01
Luxembourg,,,110,118,112,136,2020-04-11,8,,2020-10-01
Lithuania,,,79,111,86,156,2020-04-10,6,,2020-10-01
Cuba,,,86,102,90,137,2020-04-24,6,,2020-10-01
Estonia,,,69,87,74,147,2020-04-02,6,,2020-10-01
Latvia,,,30,38,32,67,2020-04-21,4,,2020-10-01
Slovakia,,,28,35,28,58,2020-04-15,4,,2020-10-01
Cyprus,,,19,29,20,46,2020-03-30,2,,2020-10-01
Malta,,,9,13,11,15,2020-05-29,2,,2020-10-01
Iceland,,,10,12,10,19,2020-03-15,5,,2020-10-01
