country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,170494,224971,203756,254595,2020-04-17,2666,5.4,2020-11-01
US,NY,,32846,33251,32863,35201,2020-04-07,1081,163.6,2020-11-01
US,CA,,11296,18654,14426,24857,2020-08-14,278,2.5,2020-11-01
US,TX,,10447,18487,14623,23067,2020-07-27,685,3.7,2020-11-01
US,FL,,9539,16727,13119,21196,2020-08-11,276,1.9,2020-11-01
US,NJ,,15916,16120,15935,16701,2020-04-30,483,93.2,2020-11-01
US,MA,,8842,9846,8928,11893,2020-04-19,302,44.3,2020-11-01
US,IL,,7967,9396,8150,12200,2020-07-07,247,11.0,2020-11-01
US,PA,,7453,8691,7558,11134,2020-05-05,341,,2020-11-01
US,GA,,4727,7650,6078,10053,2020-08-11,122,2.5,2020-11-01
US,MI,,6592,7289,6655,8575,2020-04-22,241,,2020-11-01
US,AZ,,4506,6613,5525,8069,2020-07-30,172,,2020-11-01
US,LA,,4526,5781,5056,6810,2020-04-14,129,3.3,2020-11-01
US,OH,,3832,5435,4341,7243,2020-04-29,138,8.0,2020-11-01
US,CT,,4456,4555,4471,4805,2020-04-20,204,35.3,2020-11-01
US,MD,,3641,4424,3705,5950,2020-05-02,171,30.3,2020-11-01
US,IN,,3135,4181,3256,5856,2020-04-30,150,24.5,2020-11-01
US,SC,,2288,3921,3069,5017,2020-07-25,80,2.1,2020-11-01
US,NC,,2348,3871,2947,5365,2020-08-03,60,24.5,2020-11-01
US,VA,,2385,3429,2547,5157,2020-05-28,57,7.8,2020-11-01
US,MS,,2095,3184,2596,3945,2020-07-31,52,2.5,2020-11-01
US,AL,,1925,2924,2371,3683,2020-07-22,61,0.8,2020-11-01
US,WA,,1785,2826,2098,4156,2020-04-06,45,5.1,2020-11-01
US,TN,,1387,2539,1890,3534,2020-08-06,42,0.9,2020-11-01
US,CO,,1896,2334,1938,3153,2020-04-24,122,,2020-11-01
US,MN,,1758,2304,1848,3205,2020-08-16,47,4.4,2020-11-01
US,MO,,1415,2102,1647,2865,2020-06-18,36,0.6,2020-11-01
US,NV,,1077,1899,1459,2464,2020-08-13,34,3.3,2020-11-01
US,WI,,1039,1600,1223,2321,2020-05-27,22,,2020-11-01
US,IA,,987,1461,1131,2001,2020-05-20,26,1.1,2020-11-01
US,KY,,818,1263,960,1787,2020-05-19,20,1.0,2020-11-01
US,OK,,665,1217,875,1760,2020-04-21,21,2.0,2020-11-01
US,AR,,603,1136,831,1566,2020-07-28,20,2.3,2020-11-01
US,RI,,1023,1108,1035,1264,2020-04-17,31,10.1,2020-11-01
US,NM,,718,1033,828,1404,2020-05-03,13,2.1,2020-11-01
US,PR,,335,1002,595,1664,2020-08-15,12,,2020-11-01
US,OR,,388,779,525,1183,2020-07-28,14,,2020-11-01
US,DE,,593,680,602,838,2020-06-23,69,,2020-11-01
US,KS,,406,678,500,1001,2020-04-11,13,,2020-11-01
US,UT,,364,655,471,965,2020-07-14,10,4.4,2020-11-01
US,DC,,597,651,607,742,2020-05-08,19,,2020-11-01
US,ID,,273,608,427,865,2020-08-14,14,1.4,2020-11-01
US,NE,,362,521,424,735,2020-06-11,21,3.3,2020-11-01
US,NH,,423,492,427,648,2020-05-07,22,,2020-11-01
US,WV,,160,430,262,716,2020-08-09,8,,2020-11-01
US,SD,,153,231,181,327,2020-07-29,6,,2020-11-01
US,ND,,126,231,165,344,2020-05-06,6,1.5,2020-11-01
US,MT,,82,219,134,356,2020-08-08,5,,2020-11-01
US,HI,,40,176,78,391,2020-08-12,4,,2020-11-01
US,ME,,127,154,132,197,2020-06-02,5,,2020-11-01
US,VT,,58,74,61,102,2020-04-16,4,,2020-11-01
US,AK,,28,62,40,101,2020-06-26,2,,2020-11-01
US,WY,,30,49,38,71,2020-04-22,4,,2020-11-01
US,VI,,9,18,12,29,2020-08-06,1,,2020-11-01
US,GU,,5,8,5,15,2020-04-11,1,,2020-11-01
US,MP,,2,3,2,5,2020-04-07,1,,2020-11-01
US,AS,,0,,,,,,,2020-11-01
