country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23621,23954,23657,25256,2020-04-07,814,127.1,2020-11-01
US,CA,Los Angeles,5246,7585,6191,9774,2020-08-12,113,1.4,2020-11-01
Canada,,Quebec,5719,6040,5747,6978,2020-05-31,202,119.2,2020-11-01
US,IL,Cook,4953,5512,5013,6526,2020-05-13,140,41.9,2020-11-01
US,AZ,Maricopa,2585,4325,3447,5364,2020-08-12,111,0.9,2020-11-01
US,FL,Miami-Dade,2047,3429,2727,4405,2020-07-31,96,0.6,2020-11-01
US,TX,Harris,1812,3324,2363,4587,2020-08-12,63,0.6,2020-11-01
US,MI,Wayne,2837,3029,2881,3358,2020-04-22,173,35.4,2020-11-01
Canada,,Ontario,2836,3006,2852,3496,2020-05-04,120,64.2,2020-11-01
US,MA,Middlesex,2006,2219,2045,2618,2020-04-25,201,,2020-11-01
US,NY,Nassau,2195,2214,2200,2285,2020-04-07,338,,2020-11-01
US,NJ,Essex,2110,2204,2134,2431,2020-06-25,247,,2020-11-01
US,NJ,Bergen,2036,2133,2058,2348,2020-06-25,265,,2020-11-01
US,NY,Suffolk,1998,2030,2004,2106,2020-05-06,226,,2020-11-01
US,TX,Bexar,887,1881,1350,2554,2020-07-27,158,0.7,2020-11-01
US,NV,Clark,908,1862,1385,2488,2020-08-08,29,0.7,2020-11-01
US,FL,Broward,940,1833,1363,2397,2020-07-30,38,0.7,2020-11-01
US,PA,Philadelphia,1717,1821,1734,2039,2020-05-01,97,15.1,2020-11-01
US,FL,Palm Beach,989,1783,1299,2496,2020-08-07,27,0.9,2020-11-01
US,CA,Orange,809,1705,1167,2540,2020-08-06,32,0.6,2020-11-01
US,CA,Riverside,881,1640,1237,2225,2020-08-04,43,,2020-11-01
US,NJ,Hudson,1508,1563,1525,1655,2020-04-19,178,,2020-11-01
US,TX,Dallas,824,1561,1118,2132,2020-07-29,36,1.3,2020-11-01
US,NY,Westchester,1447,1467,1452,1529,2020-04-06,144,,2020-11-01
US,CA,San Bernardino,568,1244,862,1759,2020-08-04,59,1.3,2020-11-01
US,MA,Suffolk,1076,1218,1113,1455,2020-04-25,106,,2020-11-01
US,TX,Tarrant,499,1095,773,1533,2020-08-07,15,1.2,2020-11-01
US,CA,San Diego,622,1006,765,1466,2020-04-22,24,,2020-11-01
US,FL,Hillsborough,460,972,694,1345,2020-07-16,40,4.1,2020-11-01
US,FL,Orange,351,915,608,1320,2020-08-06,25,0.6,2020-11-01
US,WA,King,688,853,709,1134,2020-03-28,27,-11.2,2020-11-01
US,LA,Orleans,566,602,578,653,2020-04-14,32,,2020-11-01
US,CA,Sacramento,199,508,294,949,2020-08-10,16,,2020-11-01
US,CA,Alameda,219,418,289,627,2020-08-06,13,,2020-11-01
Canada,,Alberta,221,407,276,675,2020-05-04,9,,2020-11-01
US,CA,Santa Clara,208,337,249,514,2020-07-14,13,,2020-11-01
Canada,,British Columbia,196,241,202,344,2020-04-13,11,,2020-11-01
US,NV,Washoe,124,205,155,286,2020-05-25,6,,2020-11-01
