country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1833,1342,2407
US,NY,493,388,637
US,NJ,261,195,323
US,MA,138,107,181
US,MI,111,87,144
US,IL,82,60,104
US,PA,80,60,102
US,CA,79,50,109
US,CT,77,53,105
US,LA,54,41,67
US,MD,43,29,57
US,GA,39,28,49
US,FL,38,24,56
US,OH,36,27,48
US,IN,31,22,41
US,TX,25,17,34
US,VA,24,16,30
US,NC,21,16,28
US,CO,21,14,29
US,RI,14,10,17
US,WA,14,8,22
US,MN,13,8,19
US,AZ,12,8,15
US,MO,11,8,15
US,AL,10,8,13
US,MS,9,6,13
US,WI,9,6,12
US,KY,8,5,11
US,DC,8,4,12
US,OK,7,5,10
US,NV,6,4,8
US,DE,6,3,9
US,KS,6,3,8
US,IA,5,4,7
US,SC,5,3,9
US,NM,5,3,8
US,TN,5,3,7
US,NH,3,1,5
US,OR,3,1,5
US,PR,2,1,5
US,ID,2,1,4
US,WV,2,1,4
US,AR,2,1,3
US,ME,2,1,3
US,NE,2,1,3
US,UT,2,1,3
US,SD,1,0,2
US,VT,1,0,2
US,WY,1,0,2
US,HI,1,0,1
US,MP,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,VI,0,0,1
US,AS,,,
