country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,115309,169111,131178,229047,2020-07-29,1595,1.9,2020-11-01
India,,,58390,116512,81101,167547,2020-06-16,2003,1.1,2020-11-01
Mexico,,,60800,88225,74722,113061,2020-06-03,1092,2.0,2020-11-01
United Kingdom,,,41519,42261,41543,45000,2020-04-21,1224,248.3,2020-11-01
Italy,,,35441,36235,35474,39318,2020-03-27,919,207.9,2020-11-01
Peru,,,27663,35835,30398,45251,2020-08-14,4143,1.2,2020-11-01
France,,,30533,31721,30583,36124,2020-04-15,1438,58.5,2020-11-01
Colombia,,,17612,31198,23480,43761,2020-08-23,748,1.1,2020-11-01
Spain,,,28872,30361,28909,35211,2020-06-19,1179,25.1,2020-11-01
Iran,,,20776,27591,22975,36015,2020-07-28,235,1.5,2020-11-01
Russia,,,16406,21649,17921,29563,2020-05-29,232,2.5,2020-11-01
South Africa,,,13159,21348,15925,30444,2020-07-22,572,2.1,2020-11-01
Argentina,,,7366,19846,13107,30901,2020-08-24,381,0.6,2020-11-01
Chile,,,10916,13734,11357,19849,2020-07-17,1057,2.9,2020-11-01
Indonesia,,,6759,11563,8478,17890,2020-07-22,139,1.0,2020-11-01
Belgium,,,9996,10487,10034,12409,2020-04-10,496,78.9,2020-11-01
Germany,,,9276,9941,9320,12056,2020-04-15,510,243.1,2020-11-01
Canada,,,9129,9519,9172,10466,2020-04-16,251,18.7,2020-11-01
Bolivia,,,4578,7563,5750,10410,2020-08-04,92,1.0,2020-11-01
Ecuador,,,6322,7551,6452,10225,2020-05-10,410,7.3,2020-11-01
Turkey,,,6139,7473,6264,11083,2020-04-19,127,6.3,2020-11-01
Pakistan,,,6244,6915,6332,7952,2020-06-14,178,,2020-11-01
Netherlands,,,6227,6580,6250,8037,2020-04-07,234,82.2,2020-11-01
Philippines,,,3010,6562,3968,11929,2020-07-12,162,4.5,2020-11-01
Romania,,,3309,5983,4332,9166,2020-08-13,53,1.1,2020-11-01
Sweden,,,5813,5943,5834,6039,2020-04-21,185,34.1,2020-11-01
Bangladesh,,,3983,5852,4557,8243,2020-06-30,64,1.0,2020-11-01
Egypt,,,5280,5843,5357,6894,2020-06-15,97,4.2,2020-11-01
Saudi Arabia,,,3691,5354,4173,7374,2020-07-05,58,1.0,2020-11-01
China,,,4711,4807,4711,5565,2020-04-17,1290,,2020-11-01
Ukraine,,,2335,4712,3155,8205,2020-11-01,43,2.0,2020-11-01
Morocco,,,920,3704,1799,7483,2020-11-01,53,1.7,2020-11-01
Poland,,,1960,2847,2213,4156,2020-04-24,40,4.0,2020-11-01
Panama,,,1906,2688,2218,3691,2020-07-24,41,1.9,2020-11-01
Dominican Republic,,,1573,2556,1910,3816,2020-04-12,38,2.9,2020-11-01
Honduras,,,1683,2505,1965,3368,2020-07-30,53,0.8,2020-11-01
Algeria,,,1446,2189,1568,3707,2020-04-09,30,1.3,2020-11-01
Switzerland,,,2001,2122,2018,2452,2020-04-04,75,,2020-11-01
Israel,,,847,2041,1203,3566,2020-08-19,73,1.7,2020-11-01
Portugal,,,1801,2033,1810,2601,2020-04-03,37,6.0,2020-11-01
Japan,,,1201,2002,1330,3734,2020-05-01,29,1.6,2020-11-01
Ireland,,,1777,1848,1786,2072,2020-04-24,220,,2020-11-01
Australia,,,525,1387,806,2501,2020-08-16,25,1.7,2020-11-01
Moldova,,,945,1308,1079,1813,2020-08-13,15,1.5,2020-11-01
Nigeria,,,1004,1273,1055,1849,2020-06-16,31,5.1,2020-11-01
Bulgaria,,,563,1059,737,1814,2020-08-24,18,0.5,2020-11-01
Serbia,,,701,941,792,1172,2020-07-10,18,2.7,2020-11-01
Belarus,,,646,841,750,1025,2020-08-16,7,1.4,2020-11-01
Austria,,,733,826,749,1053,2020-04-08,30,19.0,2020-11-01
Denmark,,,623,701,639,890,2020-04-04,22,14.7,2020-11-01
Kuwait,,,518,695,545,1085,2020-05-30,11,2.4,2020-11-01
Hungary,,,613,687,619,863,2020-04-24,23,,2020-11-01
Czechia,,,415,594,452,896,2020-04-14,18,2.7,2020-11-01
United Arab Emirates,,,376,466,381,702,2020-05-10,13,7.4,2020-11-01
Greece,,,242,438,301,754,2020-04-03,10,,2020-11-01
South Korea,,,310,373,310,597,2020-03-02,11,5.9,2020-11-01
Finland,,,335,371,341,472,2020-04-21,43,9.5,2020-11-01
Norway,,,264,311,275,413,2020-04-20,16,,2020-11-01
Croatia,,,173,267,202,408,2020-04-19,8,1.2,2020-11-01
Slovenia,,,133,169,138,231,2020-04-07,6,1.5,2020-11-01
Luxembourg,,,124,160,136,208,2020-04-11,8,,2020-11-01
Malaysia,,,125,139,128,153,2020-03-29,8,,2020-11-01
Cuba,,,91,137,101,232,2020-04-24,6,,2020-11-01
Lithuania,,,85,114,92,163,2020-04-10,6,1.3,2020-11-01
Estonia,,,64,73,68,86,2020-04-02,6,1.3,2020-11-01
Slovakia,,,33,56,37,107,2020-04-15,4,,2020-11-01
Latvia,,,33,41,35,55,2020-04-21,4,,2020-11-01
Cyprus,,,20,28,23,36,2020-03-30,2,,2020-11-01
Malta,,,10,21,13,36,2020-05-29,2,,2020-11-01
Iceland,,,10,13,10,18,2020-03-15,5,,2020-11-01
