country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,140531,213628,177986,271988,2020-04-17,2614,5.6,2020-11-01
US,NY,,32495,33748,32540,38415,2020-04-07,1081,57.0,2020-11-01
US,NJ,,15706,17174,15802,19556,2020-06-25,1796,44.9,2020-11-01
US,CA,,7715,16153,9838,26374,2020-07-14,161,7.8,2020-11-01
US,FL,,4982,15854,9304,26154,2020-08-12,164,1.9,2020-11-01
US,TX,,4012,13772,8290,24412,2020-07-17,163,1.7,2020-11-01
US,MA,,8431,9500,8554,11883,2020-04-19,302,14.3,2020-11-01
US,PA,,7022,8801,7194,12637,2020-05-05,341,19.9,2020-11-01
US,IL,,7488,8520,7656,9773,2020-07-07,247,27.4,2020-11-01
US,MI,,6366,7674,6461,10541,2020-04-22,241,71.5,2020-11-01
US,AZ,,2761,6612,4538,10323,2020-07-18,147,2.4,2020-11-01
US,OH,,3174,5907,3695,11087,2020-04-29,138,1.1,2020-11-01
US,GA,,3174,5881,3870,11264,2020-04-07,100,7.4,2020-11-01
US,LA,,3543,5725,4048,9175,2020-04-14,129,1.9,2020-11-01
US,CT,,4396,4626,4418,5051,2020-04-20,204,,2020-11-01
US,MD,,3377,4485,3524,7033,2020-05-02,171,6.6,2020-11-01
US,IN,,2822,3919,2946,6616,2020-05-06,166,24.0,2020-11-01
US,AL,,1287,3562,2076,6214,2020-07-15,47,33.0,2020-11-01
US,NC,,1652,3347,2215,5816,2020-06-22,55,4.8,2020-11-01
US,VA,,2027,3337,2159,5773,2020-05-28,57,15.0,2020-11-01
US,SC,,1155,3169,1840,5539,2020-07-16,72,1.4,2020-11-01
US,CO,,1752,2765,1862,5352,2020-04-24,122,,2020-11-01
US,MS,,1355,2548,1736,3981,2020-07-07,44,2.0,2020-11-01
US,MN,,1581,2523,1697,4536,2020-06-10,39,8.3,2020-11-01
US,TN,,843,2439,1410,4481,2020-07-09,25,3.4,2020-11-01
US,WA,,1447,2223,1565,4076,2020-04-06,45,7.0,2020-11-01
US,MO,,1136,2075,1310,4172,2020-06-18,36,,2020-11-01
US,KY,,670,1863,889,4394,2020-05-19,20,4.3,2020-11-01
US,NV,,647,1777,1033,3344,2020-04-07,26,15.0,2020-11-01
US,WI,,844,1545,964,3411,2020-05-27,22,10.0,2020-11-01
US,IA,,793,1229,831,2256,2020-05-20,26,3.2,2020-11-01
US,NM,,571,1158,640,2633,2020-05-24,15,4.0,2020-11-01
US,RI,,990,1119,1009,1275,2020-04-17,31,,2020-11-01
US,OK,,451,963,587,1697,2020-04-21,21,,2020-11-01
US,AR,,357,926,552,1642,2020-07-17,12,,2020-11-01
US,OR,,260,838,378,2035,2020-04-09,11,2.3,2020-11-01
US,UT,,243,777,424,1555,2020-07-14,10,,2020-11-01
US,DC,,578,694,595,944,2020-05-08,19,,2020-11-01
US,DE,,523,655,539,950,2020-06-23,69,,2020-11-01
US,ID,,119,654,256,1590,2020-07-15,7,,2020-11-01
US,KS,,309,619,362,1350,2020-04-11,13,5.0,2020-11-01
US,NE,,301,482,352,741,2020-06-11,21,,2020-11-01
US,NH,,398,451,404,507,2020-05-07,22,4.0,2020-11-01
US,PR,,178,391,203,965,2020-04-09,9,,2020-11-01
US,SD,,118,202,141,330,2020-07-10,6,0.5,2020-11-01
US,ME,,117,182,126,334,2020-06-02,5,,2020-11-01
US,MT,,37,177,57,514,2020-03-30,4,,2020-11-01
US,ND,,92,165,103,326,2020-05-06,6,0.5,2020-11-01
US,WV,,100,153,109,293,2020-04-20,6,,2020-11-01
US,VT,,56,81,58,200,2020-04-16,4,,2020-11-01
US,HI,,24,69,26,236,2020-07-13,3,,2020-11-01
US,WY,,25,55,32,115,2020-04-22,4,,2020-11-01
US,AK,,18,37,20,87,2020-06-26,2,,2020-11-01
US,VI,,6,15,6,45,2020-05-12,1,,2020-11-01
US,GU,,5,10,5,45,2020-04-11,1,,2020-11-01
US,MP,,2,3,2,9,2020-04-07,1,,2020-11-01
US,AS,,0,,,,,,,2020-11-01
