country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,1001.12612907,560,1507
India,,,913.853895208,574,1138
Mexico,,,699.531082775,514,936
Colombia,,,320.821852044,217,431
South Africa,,,249.227347122,146,337
Peru,,,210.913202556,114,341
Iran,,,176.94732679,95,278
Argentina,,,161.982160131,111,215
Russia,,,112.835905777,58,196
Indonesia,,,66.801228952,37,103
Bolivia,,,63.8075472796,39,91
Chile,,,56.916328048,21,105
United Kingdom,,,53.6227406379,7,133
Romania,,,41.084466527,30,55
Philippines,,,37.9998896299,15,69
Bangladesh,,,34.9460182406,16,61
Saudi Arabia,,,33.9819568794,20,56
Ukraine,,,25.9923226638,15,37
Ecuador,,,25.4181316801,5,56
Egypt,,,23.0561786512,8,43
Panama,,,22.7643332368,13,34
Pakistan,,,21.1567989924,6,40
Dominican Republic,,,19.8033585316,11,31
Morocco,,,18.1857170761,9,28
Turkey,,,17.4658288389,1,39
Honduras,,,17.1870686771,9,26
Australia,,,14.8545364334,8,24
Spain,,,14.7742745952,0,68
France,,,10.9043966252,0,52
Israel,,,10.5862646258,6,16
Algeria,,,10.4901640768,4,20
Poland,,,9.97839892816,4,17
Bulgaria,,,8.7083390602,6,12
Italy,,,8.63776755416,0,32
Germany,,,7.49639965466,1,23
Serbia,,,6.56421679823,4,9
Moldova,,,6.47549571763,4,10
Canada,,,6.03992355993,0,14
Belgium,,,5.84397575843,0,25
Nigeria,,,5.71292160401,2,12
Japan,,,4.60290745445,0,14
Sweden,,,4.35411357468,1,7
Portugal,,,3.30913741258,0,8
Kuwait,,,3.2487051899,1,7
Belarus,,,2.85087436886,2,5
China,,,2.08390379354,0,14
Netherlands,,,1.89283862705,0,7
Ireland,,,1.07346428985,0,4
Croatia,,,1.0514454784,0,2
Switzerland,,,1.02691793399,0,4
Greece,,,0.950400294242,0,2
Hungary,,,0.817948588441,0,3
Czechia,,,0.761078497987,0,2
United Arab Emirates,,,0.732588796097,0,3
Denmark,,,0.71552321547,0,2
Austria,,,0.692350360367,0,2
Slovenia,,,0.626406312844,0,2
Luxembourg,,,0.539819525639,0,1
South Korea,,,0.460929645024,0,2
Finland,,,0.301107553715,0,1
Cuba,,,0.277959394645,0,1
Norway,,,0.234048032031,0,1
Malaysia,,,0.167671645867,0,1
Cyprus,,,0.135917743081,0,1
Slovakia,,,0.110616762966,0,1
Lithuania,,,0.101392682463,0,1
Estonia,,,0.0688718762778,0,1
Latvia,,,0.0499757082597,0,1
Malta,,,0.0215057249446,0,1
Iceland,,,0.0187546149094,0,1
