date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper
2020-01-27,,,,
2020-01-28,,,,
2020-01-29,,,,
2020-01-30,,,,
2020-01-31,,,,
2020-02-01,,,,
2020-02-02,,,,
2020-02-03,,,,
2020-02-04,,,,
2020-02-05,,,,
2020-02-06,,,,
2020-02-07,,,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,,,
2020-02-11,,,,
2020-02-12,,,,
2020-02-13,,,,
2020-02-14,,,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,,,,
2020-02-18,,,,
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,1,,,
2020-02-22,1,,,
2020-02-23,1,,,
2020-02-24,4,,,
2020-02-25,3,,,
2020-02-26,2,,,
2020-02-27,5,,,
2020-02-28,4,,,
2020-02-29,8,,,
2020-03-01,5,,,
2020-03-02,18,,,
2020-03-03,27,,,
2020-03-04,28,,,
2020-03-05,41,,,
2020-03-06,49,,,
2020-03-07,36,,,
2020-03-08,133,,,
2020-03-09,97,,,
2020-03-10,168,,,
2020-03-11,196,,,
2020-03-12,0,,,
2020-03-13,439,,,
2020-03-14,175,,,
2020-03-15,368,,,
2020-03-16,349,,,
2020-03-17,345,,,
2020-03-18,475,,,
2020-03-19,427,,,
2020-03-20,627,,,
2020-03-21,793,,,
2020-03-22,651,,,
2020-03-23,601,,,
2020-03-24,743,,,
2020-03-25,683,,,
2020-03-26,712,,,
2020-03-27,919,,,
2020-03-28,889,,,
2020-03-29,756,,,
2020-03-30,812,,,
2020-03-31,837,,,
2020-04-01,727,,,
2020-04-02,760,,,
2020-04-03,,696,633,800
2020-04-04,,652,578,774
2020-04-05,,606,522,744
2020-04-06,,559,468,709
2020-04-07,,513,417,672
2020-04-08,,468,369,631
2020-04-09,,425,326,589
2020-04-10,,385,287,547
2020-04-11,,347,252,505
2020-04-12,,313,222,464
2020-04-13,,281,194,424
2020-04-14,,252,170,387
2020-04-15,,226,150,352
2020-04-16,,202,131,318
2020-04-17,,181,116,288
2020-04-18,,162,102,260
2020-04-19,,145,91,234
2020-04-20,,130,81,211
2020-04-21,,117,72,190
2020-04-22,,105,64,171
2020-04-23,,95,58,155
2020-04-24,,85,52,139
2020-04-25,,77,47,125
2020-04-26,,70,43,113
2020-04-27,,63,39,102
2020-04-28,,58,36,93
2020-04-29,,53,33,85
2020-04-30,,48,30,77
2020-05-01,,44,28,70
2020-05-02,,41,26,65
2020-05-03,,38,24,60
2020-05-04,,35,22,55
2020-05-05,,33,21,52
2020-05-06,,30,19,47
2020-05-07,,29,18,45
2020-05-08,,27,17,43
2020-05-09,,25,15,40
2020-05-10,,24,15,38
2020-05-11,,23,14,37
2020-05-12,,22,13,35
2020-05-13,,21,13,34
2020-05-14,,20,12,32
2020-05-15,,19,11,31
2020-05-16,,18,10,30
2020-05-17,,18,10,29
2020-05-18,,17,9,28
2020-05-19,,17,10,28
2020-05-20,,16,9,27
2020-05-21,,16,9,27
2020-05-22,,15,8,25
2020-05-23,,15,8,25
2020-05-24,,14,7,24
2020-05-25,,14,7,24
2020-05-26,,14,7,24
2020-05-27,,13,6,23
2020-05-28,,13,7,22
2020-05-29,,13,7,22
2020-05-30,,12,6,21
2020-05-31,,12,6,21
2020-06-01,,12,6,21
2020-06-02,,12,6,20
2020-06-03,,11,5,19
2020-06-04,,11,5,19
2020-06-05,,11,5,19
2020-06-06,,11,5,19
2020-06-07,,10,5,18
2020-06-08,,10,5,18
2020-06-09,,10,5,18
2020-06-10,,10,5,17
2020-06-11,,9,4,16
2020-06-12,,9,4,16
2020-06-13,,9,4,16
2020-06-14,,9,4,16
2020-06-15,,9,4,15
2020-06-16,,8,3,14
2020-06-17,,8,4,14
2020-06-18,,8,3,14
2020-06-19,,7,3,13
2020-06-20,,7,3,13
2020-06-21,,7,3,13
2020-06-22,,7,3,12
2020-06-23,,7,3,12
2020-06-24,,7,3,12
2020-06-25,,6,2,11
2020-06-26,,6,2,11
2020-06-27,,6,3,10
2020-06-28,,5,2,9
2020-06-29,,5,2,9
2020-06-30,,5,2,9
