country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1241,1073,1456
US,NY,515,480,573
US,NJ,163,137,205
US,MI,103,94,117
US,LA,46,41,52
US,MA,42,38,48
US,CT,31,27,36
US,GA,29,25,34
US,IL,28,23,34
US,FL,26,20,34
US,WA,24,13,41
US,CA,23,16,33
US,PA,17,15,19
US,OH,17,14,20
US,IN,16,14,18
US,TX,14,12,16
US,CO,13,11,15
US,AL,11,10,12
US,MD,9,7,11
US,NV,9,6,13
US,VA,7,6,8
US,TN,7,5,9
US,KS,7,5,8
US,KY,6,5,7
US,OK,6,5,7
US,OR,6,5,7
US,SC,6,5,7
US,WI,6,4,8
US,NC,5,3,8
US,AZ,5,4,6
US,MO,4,3,5
US,MS,4,3,4
US,VT,4,3,5
US,DC,3,2,4
US,MN,3,2,4
US,PR,3,2,4
US,NH,2,1,2
US,RI,2,1,2
US,NM,2,1,2
US,UT,2,1,2
US,ID,2,1,2
US,AR,2,1,2
US,SD,2,1,3
US,IA,2,1,2
US,MT,1,0,1
US,WV,1,0,1
US,NE,1,0,1
US,ND,1,0,1
US,ME,1,0,1
US,HI,1,0,1
US,DE,1,0,1
US,AK,0,0,0
US,AS,0,0,0
US,GU,0,0,0
US,MP,0,0,0
US,VI,0,0,0
US,WY,0,0,0
