country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,9499,41387,24404,72190,2020-04-09,1762,1.5
US,NY,4159,13042,8827,19765,2020-04-08,766,1.3
US,NJ,917,4204,2721,7060,2020-04-09,230,3.2
US,MI,617,2360,1534,3820,2020-04-08,88,1.1
US,LA,477,2356,1300,4168,2020-04-12,81,1.2
US,IL,274,1445,853,2385,2020-04-09,48,1.5
US,MA,231,1309,733,2228,2020-04-09,43,2.9
US,FL,218,1214,585,2654,2020-04-11,49,1.8
US,CT,189,1158,644,2083,2020-04-11,38,1.6
US,PA,150,1087,502,2252,2020-04-12,37,2.6
US,GA,211,898,450,1861,2020-04-10,32,3.2
US,CA,319,877,496,1662,2020-04-05,44,1.0
US,TX,127,749,335,1592,2020-04-12,29,1.3
US,IN,127,722,350,1505,2020-04-11,28,2.5
US,OH,119,705,421,1200,2020-04-09,18,1.1
US,WA,310,542,388,812,2020-04-01,28,1.1
US,AL,45,531,324,904,2020-04-12,12,6.0
US,CO,126,527,267,1034,2020-04-10,19,1.3
US,WI,68,511,245,1036,2020-04-12,19,1.6
US,AZ,64,481,201,1030,2020-04-12,18,1.5
US,RI,25,474,284,782,2020-04-13,9,1.1
US,MD,67,421,192,860,2020-04-11,16,1.1
US,VA,52,347,156,785,2020-04-11,12,
US,TN,44,336,143,755,2020-04-11,12,12.0
US,NC,31,324,126,673,2020-04-14,11,1.6
US,IA,22,309,121,666,2020-04-13,11,1.4
US,SC,44,301,140,613,2020-04-11,10,2.5
US,NV,46,283,144,518,2020-04-10,9,
US,KY,40,259,126,516,2020-04-09,9,3.0
US,MS,43,252,127,470,2020-04-11,8,1.0
US,MO,34,236,115,463,2020-04-10,7,0.7
US,KS,22,229,105,469,2020-04-08,9,9.0
US,OR,26,219,103,451,2020-04-08,8,2.0
US,OK,46,217,117,395,2020-04-09,6,1.5
US,MN,29,194,99,350,2020-04-09,6,1.2
US,DC,22,174,87,323,2020-04-10,5,5.0
US,VT,22,168,89,317,2020-04-09,5,2.5
US,PR,20,168,85,320,2020-04-10,5,2.5
US,UT,8,152,72,304,2020-04-11,4,
US,AR,16,145,75,269,2020-04-11,4,2.0
US,NM,11,143,69,269,2020-04-12,4,4.0
US,ID,10,140,68,280,2020-04-11,4,
US,NH,9,140,68,259,2020-04-11,4,2.0
US,ME,10,139,68,258,2020-04-13,3,
US,DE,14,138,74,238,2020-04-13,3,
US,NE,8,127,65,229,2020-04-13,3,1.5
US,SD,2,111,56,200,2020-04-08,3,
US,WV,3,108,56,198,2020-04-18,2,2.0
US,MT,6,107,58,189,2020-04-15,2,2.0
US,HI,4,103,58,189,2020-04-18,2,2.0
US,ND,3,103,55,186,2020-04-15,2,
US,GU,4,43,13,126,2020-04-11,2,
US,AK,6,36,12,86,2020-04-14,1,1.0
US,VI,1,15,1,79,2020-05-06,0,
US,MP,1,8,1,54,2020-05-04,0,
US,AS,0,,,,,,
US,WY,0,,,,,,
