country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1637,1280,2148
US,NY,719,567,966
US,NJ,203,171,249
US,MI,87,72,103
US,LA,64,56,74
US,IL,45,39,54
US,FL,43,31,61
US,CA,42,23,66
US,MA,41,33,49
US,CT,32,27,39
US,GA,30,22,38
US,PA,27,21,36
US,IN,23,17,31
US,TX,23,17,31
US,WA,21,10,35
US,CO,17,12,23
US,OH,17,12,22
US,WI,15,11,21
US,MD,13,10,18
US,AZ,13,10,16
US,AL,10,8,11
US,VA,10,7,15
US,NV,9,7,11
US,KS,9,6,12
US,SC,9,6,12
US,TN,9,6,12
US,KY,8,6,12
US,OR,8,5,11
US,RI,7,6,8
US,MO,7,5,10
US,MS,7,5,9
US,NC,6,5,9
US,IA,6,4,9
US,OK,6,4,8
US,MN,5,4,6
US,VT,5,4,6
US,DC,5,3,6
US,PR,4,3,6
US,UT,4,3,6
US,AR,3,2,4
US,ID,3,2,4
US,NH,3,2,4
US,NM,3,2,4
US,ME,3,2,3
US,SD,3,2,3
US,DE,2,2,3
US,NE,2,2,3
US,GU,1,1,2
US,MT,1,1,2
US,ND,1,1,2
US,AK,1,1,1
US,HI,1,1,1
US,WV,1,1,1
US,MP,0,0,0
US,VI,0,0,0
US,AS,,,
US,WY,,,
