country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Canada,,Quebec,69,40,101
US,IL,Cook,60,41,79
US,NY,New York City,59,27,149
US,CA,Los Angeles,35,22,50
Canada,,Ontario,26,14,43
US,PA,Philadelphia,18,11,24
US,MI,Wayne,17,10,29
US,MA,Middlesex,13,7,23
US,NY,Suffolk,12,6,22
US,NY,Nassau,10,4,23
US,FL,Miami-Dade,9,6,13
US,NJ,Bergen,8,4,15
US,NJ,Essex,8,4,14
US,NJ,Hudson,8,4,13
US,AZ,Maricopa,7,5,10
US,NY,Westchester,7,3,13
US,MA,Suffolk,6,3,11
US,CA,Orange,4,3,6
US,CA,Riverside,4,3,6
US,TX,Dallas,4,3,6
US,FL,Palm Beach,4,2,5
US,CA,San Diego,3,2,5
US,NV,Clark,3,2,5
US,TX,Harris,3,2,4
US,WA,King,3,1,6
US,FL,Broward,3,1,4
US,TX,Tarrant,2,1,4
US,CA,San Bernardino,2,1,3
US,FL,Hillsborough,2,1,3
US,LA,Orleans,2,1,3
Canada,,British Columbia,2,0,3
Canada,,Alberta,1,0,3
US,CA,Alameda,1,0,2
US,NV,Washoe,1,0,2
US,TX,Bexar,1,0,2
US,CA,Santa Clara,1,0,1
US,CA,Sacramento,0,0,1
US,FL,Orange,0,0,1
