date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-18,,,,,,,,,540,250,750,540,250,750,540,250,750
2020-02-19,,,,,,,,,540,250,750,1081,500,1500,1081,500,1500
2020-02-20,,,,,,,,,540,250,750,1621,750,2250,1621,750,2250
2020-02-21,,,,,,,,,540,250,750,2161,1000,3000,2161,1000,3000
2020-02-22,,,,,,,,,540,250,750,2701,1250,3750,2701,1250,3750
2020-02-23,,,,,,,,,540,250,750,3242,1500,4500,3242,1500,4500
2020-02-24,,,,,,,,,540,250,750,3782,1750,5250,3782,1750,5250
2020-02-25,,,,,,,,,540,250,750,4322,2000,6000,4322,2000,6000
2020-02-26,,,,,,,,,540,250,750,4863,2250,6750,4863,2250,6750
2020-02-27,,,,,,,,,2415,1149,3746,7277,3399,10496,7277,3399,10496
2020-02-28,,,,,,,,,2409,1147,3738,9686,4547,14234,9686,4547,14234
2020-02-29,,,,,,,,,2733,1306,4324,12419,5854,18558,12419,5854,18558
2020-03-01,,,,,,,,,3384,1627,5500,15803,7481,24058,15803,7481,24058
2020-03-02,,,,,,,,,4745,2299,7965,20548,9780,32022,20548,9780,32022
2020-03-03,,,,,,,,,6920,3378,11916,27468,13158,43937,27468,13158,43937
2020-03-04,,,,,,,,,8881,4365,15534,35809,17273,58720,36349,17523,59470
2020-03-05,,,,,,,,,11110,5511,19741,46379,22535,77711,47460,23035,79211
2020-03-06,,,,,,,,,14236,7154,25624,60075,29439,102585,61696,30189,104835
2020-03-07,,,,,,,,,18464,9451,32891,77999,38641,134725,80160,39641,137725
2020-03-08,,,,,,,,,23909,12556,40942,101367,50947,174917,104068,52197,178667
2020-03-09,,,,,,,,,30011,16252,49355,130837,66949,223522,134079,68449,228022
2020-03-10,,,,,,,,,36755,20299,58258,167052,86999,281029,170834,88749,286279
2020-03-11,,,,,,,,,44230,25114,65402,210742,111863,345681,215064,113863,351681
2020-03-12,,,,,,,,,52157,30944,72488,262359,142557,417418,267221,144807,424168
2020-03-13,,,,,,,,,59937,37849,80023,319881,179257,493695,327158,182657,504191
2020-03-14,2,2,,,,,,,66742,46446,85354,384214,224556,575312,393900,229103,589545
2020-03-15,1,3,,,,,,,72054,53243,88785,453535,276493,659772,465954,282347,678329
2020-03-16,7,10,,,,,,,75710,58011,93765,525861,332877,748036,541664,340358,772093
2020-03-17,3,13,,,,,,,77750,58849,96162,598866,389426,836233,619414,399207,868255
2020-03-18,3,16,,,,,,,78378,58923,98748,670324,444972,923066,697792,458131,967002
2020-03-19,18,34,,,,,,,77887,58920,97460,739329,499528,1004992,775679,517052,1064462
2020-03-20,8,42,,,,,,,76617,57885,97302,804836,551902,1082553,852296,574938,1161763
2020-03-21,18,60,,,,,,,74872,57325,93757,865472,602074,1150685,927168,632264,1255519
2020-03-22,57,117,,,,,,,72854,56701,91139,919863,649324,1208933,1000023,688965,1346658
2020-03-23,41,158,,,,,,,70684,55579,87523,966639,692347,1255514,1070707,744545,1434180
2020-03-24,52,210,,,,,,,68433,54869,83978,1005061,730965,1290137,1139140,799415,1518158
2020-03-25,75,285,,,,,,,66154,53612,80712,1034460,764277,1312590,1205294,853027,1598869
2020-03-26,100,385,,,,,,,63886,52282,76495,1054116,791445,1323683,1269180,905309,1675363
2020-03-27,142,527,,,,,,,61659,50487,74425,1063618,810988,1325620,1330839,955796,1749788
2020-03-28,201,728,,,,,,,59486,48557,70988,1063167,821696,1316584,1390325,1004353,1820775
2020-03-29,237,965,,,,,,,57372,46348,68729,1053797,821598,1299959,1447697,1050701,1889503
