date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-25,,,,,,,,,56,28,74,56,28,74,56,28,74,1.71078431373,1.2,2,Canada,ALL,Alberta
2020-02-26,,,,,,,,,56,28,74,112,56,148,112,56,148,1.70967928795,1.19979024552,1.99991831822,Canada,ALL,Alberta
2020-02-27,,,,,,,,,56,28,74,167,84,222,167,84,222,1.7093390229,1.19969867544,1.99988157996,Canada,ALL,Alberta
2020-02-28,,,,,,,,,56,28,74,223,112,296,223,112,296,1.70889232436,1.19956252041,1.99982957011,Canada,ALL,Alberta
2020-02-29,,,,,,,,,56,28,74,279,140,370,279,140,370,1.70830545358,1.19936915403,1.99975514072,Canada,ALL,Alberta
2020-03-01,,,,,,,,,56,28,74,335,168,444,335,168,444,1.70753391987,1.19911134765,1.99965162811,Canada,ALL,Alberta
2020-03-02,,,,,,,,,56,28,74,390,196,518,390,196,518,1.70651910758,1.19873549304,1.9995061617,Canada,ALL,Alberta
2020-03-03,,,,,,,,,56,28,74,446,224,592,446,224,592,1.70518391793,1.19826013464,1.99928052728,Canada,ALL,Alberta
2020-03-04,,,,,,,,,56,28,74,502,252,666,502,252,666,1.7034272053,1.19778015876,1.99895187882,Canada,ALL,Alberta
2020-03-05,,,,,,,,,150,80,210,652,332,876,652,332,876,1.7010244199,1.19699336535,1.99834007569,Canada,ALL,Alberta
2020-03-06,,,,,,,,,149,80,209,801,413,1084,801,413,1084,1.69797722548,1.19566741491,1.99773983826,Canada,ALL,Alberta
2020-03-07,,,,,,,,,156,85,221,957,499,1305,957,499,1305,1.69396360027,1.19374782136,1.99686119583,Canada,ALL,Alberta
2020-03-08,,,,,,,,,171,96,246,1128,595,1551,1128,595,1551,1.68872160004,1.19100181888,1.99547310707,Canada,ALL,Alberta
