date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,126,65,178,126,65,178,126,65,178,2.2755644113,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,126,65,178,252,130,356,252,130,356,2.27555451677,2.09999232014,2.39999975633,US,,
2020-02-07,0,0,,,,,,,126,65,178,378,195,534,378,195,534,2.27555119814,2.09998966159,2.3999996271,US,,
2020-02-08,0,0,,,,,,,126,65,178,504,260,712,504,260,712,2.27554675285,2.09998620137,2.39999943275,US,,
2020-02-09,0,0,,,,,,,291,163,406,795,438,1104,795,423,1118,2.27554079301,2.09998158243,2.39999913643,US,,
2020-02-10,0,0,,,,,,,291,163,406,1085,607,1504,1086,586,1524,2.27553279496,2.09997507391,2.39999866628,US,,
2020-02-11,0,0,,,,,,,291,163,406,1376,773,1907,1377,749,1930,2.2755220509,2.09996635233,2.39999796904,US,,
2020-02-12,0,0,,,,,,,291,163,406,1666,938,2311,1668,912,2336,2.2755076029,2.09995457915,2.39999691518,US,,
2020-02-13,0,0,,,,,,,473,282,652,2139,1240,2943,2141,1194,2988,2.2754881527,2.0999386867,2.39999523292,US,,
2020-02-14,0,0,,,,,,,683,413,931,2822,1659,3869,2824,1607,3919,2.27543485607,2.09988994411,2.39997208801,US,,
2020-02-15,0,0,,,,,,,1157,714,1528,3979,2423,5366,3981,2321,5447,2.275396098,2.09985754218,2.39996666659,US,,
2020-02-16,0,0,,,,,,,2169,1329,2784,6148,3866,8094,6150,3650,8231,2.27533722947,2.09980882307,2.3999531019,US,,
2020-02-17,0,0,,,,,,,3587,2335,4545,9734,6329,12552,9737,5985,12776,2.27526153622,2.09974666005,2.39993674891,US,,
2020-02-18,0,0,,,,,,,4008,2650,5087,13742,9021,17613,13745,8635,17863,2.2751620746,2.09966579184,2.39991502907,US,,
2020-02-19,0,0,,,,,,,4689,3158,5928,18431,12239,23506,18434,11793,23791,2.2750296744,2.09955938954,2.39988511644,US,,
2020-02-20,0,0,,,,,,,4830,3264,6118,23135,15449,29441,23264,15057,29909,2.27485112514,2.09941779394,2.39984259321,US,,
2020-02-21,0,0,,,,,,,5365,3682,6782,28374,19090,36026,28629,18739,36691,2.27460879727,2.09922839232,2.39978095366,US,,
2020-02-22,0,0,,,,,,,6454,4497,8177,34702,23568,43985,35083,23236,44868,2.27428222727,2.09897707874,2.39969332918,US,,
2020-02-23,0,0,,,,,,,7770,5506,9803,42345,29100,53542,42853,28742,54671,2.273842041,2.0986311789,2.39957165369,US,,
2020-02-24,0,0,,,,,,,9838,6961,12452,51893,35974,65530,52691,35703,67123,2.27324629331,2.09821227619,2.399402222,US,,
2020-02-25,0,0,,,,,,,14967,10195,19015,66569,46161,84024,67658,45898,86138,2.2724372528,2.09766383165,2.39915046175,US,,
2020-02-26,0,0,,,,,,,18205,12591,23135,84483,58630,106716,85863,58489,109273,2.27133531664,2.09694474492,2.39878558141,US,,
2020-02-27,0,0,,,,,,,19824,13667,25379,104016,72145,131676,105687,72156,134652,2.26983238202,2.09600221845,2.39825152195,US,,
