date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-17,,,,,,,,,74,38,106,74,38,106,74,38,106,2.59745886664,2.2,3,Algeria,ALL,
2020-02-18,,,,,,,,,74,38,106,148,76,211,148,76,211,2.59724637619,2.19981524654,2.9999895476,Algeria,ALL,
2020-02-19,,,,,,,,,74,38,106,221,114,316,221,114,316,2.59715148765,2.1997123522,2.99998183562,Algeria,ALL,
2020-02-20,,,,,,,,,74,38,106,295,152,422,295,152,422,2.59701377546,2.19955345776,2.9999696713,Algeria,ALL,
2020-02-21,,,,,,,,,74,38,106,369,190,527,369,190,527,2.59681358419,2.19930835175,2.99994763346,Algeria,ALL,
2020-02-22,,,,,,,,,74,38,106,443,228,632,443,228,632,2.59652205811,2.19893059634,2.99991131908,Algeria,ALL,
2020-02-23,,,,,,,,,74,38,106,517,266,738,517,266,738,2.59609675481,2.19834886297,2.99985208914,Algeria,ALL,
2020-02-24,,,,,,,,,74,38,106,590,304,843,590,304,843,2.59547514553,2.19754005581,2.99975586619,Algeria,ALL,
2020-02-25,,,,,,,,,74,38,106,664,342,948,664,342,948,2.5945649959,2.1964660583,2.99959997601,Algeria,ALL,
2020-02-26,,,,,,,,,265,130,396,929,472,1343,929,472,1343,2.59320449565,2.19489750088,2.99931527245,Algeria,ALL,
2020-02-27,,,,,,,,,264,130,394,1192,603,1737,1192,603,1737,2.59124098524,2.19262934399,2.9989373189,Algeria,ALL,
2020-02-28,,,,,,,,,288,141,434,1480,744,2171,1480,744,2171,2.58834790495,2.18935204121,2.99831141876,Algeria,ALL,
2020-02-29,,,,,,,,,336,163,514,1816,907,2684,1816,907,2684,2.58410017203,2.18435720493,2.99730415933,Algeria,ALL,
2020-03-01,,,,,,,,,437,204,680,2253,1112,3364,2253,1112,3364,2.57786601528,2.17695235571,2.9955706744,Algeria,ALL,
2020-03-02,,,,,,,,,595,273,943,2847,1386,4307,2847,1386,4307,2.56873880981,2.16611907516,2.992725432,Algeria,ALL,
2020-03-03,,,,,,,,,727,330,1169,3500,1678,5370,3574,1716,5475,2.55544335127,2.15032403294,2.98832970972,Algeria,ALL,
2020-03-04,,,,,,,,,859,385,1411,4285,2025,6675,4433,2101,6885,2.5362471445,2.12685831924,2.98108059629,Algeria,ALL,
2020-03-05,,,,,,,,,1031,454,1718,5242,2442,8287,5464,2556,8603,2.50892173611,2.08777600233,2.97178056377,Algeria,ALL,
2020-03-06,,,,,,,,,1249,542,2124,6417,2947,10305,6713,3099,10726,2.47082433297,2.02345148408,2.95664424631,Algeria,ALL,
2020-03-07,,,,,,,,,1521,650,2644,7865,3560,12843,8234,3750,13370,2.41921452103,1.93164824418,2.93363116732,Algeria,ALL,
2020-03-08,,,,,,,,,1807,774,3223,9597,4297,15961,10040,4525,16592,2.35183961352,1.81025568404,2.89894894534,Algeria,ALL,
2020-03-09,,,,,,,,,2100,898,3805,11624,5157,19659,12140,5423,20397,2.26762403965,1.67533828191,2.84745106337,Algeria,ALL,
2020-03-10,,,,,,,,,2410,1032,4417,13960,6152,23971,14550,6456,24813,2.16712489282,1.49326811294,2.7777499307,Algeria,ALL,
2020-03-11,,,,,,,,,2733,1150,5077,16619,7264,28942,17283,7606,29889,2.05253597316,1.35749281852,2.69220117195,Algeria,ALL,
2020-03-12,1,1,,,,,,,3058,1233,5840,19412,8366,34386,20341,8839,35729,1.92737543534,1.23527854516,2.61873081063,Algeria,ALL,
2020-03-13,1,2,,,,,,,3359,1279,6747,22507,9515,40739,23700,10118,42476,1.79607937423,1.12183277222,2.51462847003,Algeria,ALL,
