date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,126,65,178,126,65,178,126,65,178,2.27540273749,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,126,65,178,252,130,356,252,130,356,2.27539285565,2.09999226907,2.39999975893,US,,
2020-02-07,0,0,,,,,,,126,65,178,378,195,534,378,195,534,2.27538954229,2.09998963562,2.39999963293,US,,
2020-02-08,0,0,,,,,,,126,65,178,504,260,712,504,260,712,2.27538510444,2.09998604063,2.3999994356,US,,
2020-02-09,0,0,,,,,,,291,163,406,795,438,1105,795,423,1118,2.27537915508,2.09998119842,2.39999913959,US,,
2020-02-10,0,0,,,,,,,291,163,406,1086,607,1505,1086,586,1524,2.27537117178,2.09997463579,2.39999867192,US,,
2020-02-11,0,0,,,,,,,291,163,406,1378,774,1909,1377,749,1930,2.27536044848,2.09996579389,2.39999797064,US,,
2020-02-12,0,0,,,,,,,291,163,406,1669,939,2312,1668,912,2336,2.27534602967,2.09995386983,2.39999693681,US,,
2020-02-13,0,0,,,,,,,475,283,652,2143,1242,2945,2143,1195,2988,2.27532662051,2.0999377893,2.39999527039,US,,
2020-02-14,0,0,,,,,,,685,415,932,2828,1662,3871,2828,1610,3920,2.27527343346,2.09988755193,2.39997225921,US,,
2020-02-15,0,0,,,,,,,1159,715,1530,3987,2428,5371,3987,2325,5450,2.27523476283,2.09985460743,2.39996682767,US,,
2020-02-16,0,0,,,,,,,2171,1330,2786,6158,3873,8101,6158,3655,8236,2.27517602978,2.09980420598,2.39995323911,US,,
2020-02-17,0,0,,,,,,,3590,2338,4548,9748,6339,12562,9748,5993,12784,2.27510051778,2.09974003747,2.39993698133,US,,
2020-02-18,0,0,,,,,,,4011,2653,5088,13759,9033,17623,13759,8646,17872,2.27500130345,2.09965655341,2.39991539102,US,,
2020-02-19,0,0,,,,,,,4691,3161,5929,18449,12254,23518,18450,11807,23801,2.27486924424,2.09954654773,2.39988573942,US,,
2020-02-20,0,0,,,,,,,4831,3266,6119,23155,15466,29453,23281,15073,29920,2.2746911698,2.09939974583,2.39984294032,US,,
2020-02-21,0,0,,,,,,,5363,3683,6782,28392,19109,36038,28644,18756,36702,2.27444950571,2.09920271403,2.39978153557,US,,
2020-02-22,0,0,,,,,,,6446,4493,8160,34712,23584,43979,35090,23249,44862,2.27412385795,2.09894306341,2.39969604849,US,,
2020-02-23,0,0,,,,,,,7760,5504,9786,42346,29113,53519,42850,28753,54648,2.27368495245,2.09860781611,2.39957542447,US,,
2020-02-24,0,0,,,,,,,9829,6961,12432,51884,35987,65487,52679,35714,67080,2.27309098745,2.09816409523,2.39940686611,US,,
2020-02-25,0,0,,,,,,,14956,10194,18994,66549,46174,83959,67635,45908,86074,2.27228443211,2.09757717136,2.39916088371,US,,
2020-02-26,0,0,,,,,,,18194,12598,23111,84451,58650,106628,85829,58506,109185,2.27118596403,2.09679974882,2.39879986918,US,,
2020-02-27,0,0,,,,,,,19805,13667,25340,103965,72166,131548,105634,72173,134525,2.26968786815,2.09577022933,2.39827284933,US,,
2020-02-28,0,0,,,,,,,23895,16366,30841,127385,88245,161722,129529,88539,165366,2.26764173139,2.0944204359,2.39750114972,US,,
