date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,country,region
2020-02-17,,,,,,,,,130,100,200,130,100,200,130,100,200,Austria,ALL
2020-02-18,,,,,,,,,130,100,200,259,200,400,259,200,400,Austria,ALL
2020-02-19,,,,,,,,,130,100,200,389,300,600,389,300,600,Austria,ALL
2020-02-20,,,,,,,,,130,100,200,519,400,800,519,400,800,Austria,ALL
2020-02-21,,,,,,,,,130,100,200,648,500,1000,648,500,1000,Austria,ALL
2020-02-22,,,,,,,,,130,100,200,778,600,1200,778,600,1200,Austria,ALL
2020-02-23,,,,,,,,,130,100,200,908,700,1400,908,700,1400,Austria,ALL
2020-02-24,,,,,,,,,130,100,200,1037,800,1600,1037,800,1600,Austria,ALL
2020-02-25,,,,,,,,,130,100,200,1167,900,1800,1167,900,1800,Austria,ALL
2020-02-26,,,,,,,,,369,259,560,1536,1159,2360,1536,1159,2360,Austria,ALL
2020-02-27,,,,,,,,,367,259,558,1903,1419,2918,1903,1419,2918,Austria,ALL
2020-02-28,,,,,,,,,389,271,589,2292,1690,3506,2292,1690,3506,Austria,ALL
2020-02-29,,,,,,,,,432,295,651,2724,1985,4156,2724,1985,4156,Austria,ALL
2020-03-01,,,,,,,,,522,346,779,3245,2332,4935,3245,2332,4935,Austria,ALL
2020-03-02,,,,,,,,,661,426,978,3906,2758,5913,3906,2758,5913,Austria,ALL
2020-03-03,,,,,,,,,771,487,1132,4548,3146,6844,4677,3246,7044,Austria,ALL
2020-03-04,,,,,,,,,868,539,1263,5286,3586,7906,5545,3786,8306,Austria,ALL
2020-03-05,,,,,,,,,984,600,1416,6141,4087,9121,6530,4387,9721,Austria,ALL
2020-03-06,,,,,,,,,1122,672,1603,7133,4659,10523,7652,5059,11323,Austria,ALL
2020-03-07,,,,,,,,,1288,761,1813,8291,5321,12136,8939,5821,13136,Austria,ALL
2020-03-08,,,,,,,,,1449,853,2035,9610,6075,13970,10388,6675,15170,Austria,ALL
2020-03-09,,,,,,,,,1594,946,2241,11074,6921,16010,11982,7621,17410,Austria,ALL
2020-03-10,,,,,,,,,1724,1041,2379,12669,7862,18189,13706,8662,19789,Austria,ALL
2020-03-11,,,,,,,,,1839,1141,2474,14378,8903,20463,15545,9803,22263,Austria,ALL
2020-03-12,1,1,,,,,,,1933,1244,2535,15942,9887,22437,17478,11047,24797,Austria,ALL
2020-03-13,0,1,,,,,,,1999,1337,2716,17574,10966,24595,19477,12385,27512,Austria,ALL
2020-03-14,0,1,,,,,,,2033,1419,2778,19218,12115,26784,21510,13805,30290,Austria,ALL
2020-03-15,0,1,,,,,,,2040,1488,2838,20826,13308,28972,23550,15294,33127,Austria,ALL
2020-03-16,2,3,,,,,,,2026,1487,2834,22331,14449,31027,25576,16782,35961,Austria,ALL
2020-03-17,0,3,,,,,,,1997,1487,2774,23667,15510,32822,27573,18269,38734,Austria,ALL
2020-03-18,1,4,,,,,,,1957,1468,2716,24852,16491,34406,29529,19737,41450,Austria,ALL
2020-03-19,2,6,,,,,,,1908,1440,2630,25892,17392,35774,31438,21178,44079,Austria,ALL
