date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-22,,,,,,,,,145,100,200,145,100,200,145,100,200,1.78097158448,Canada,ALL,Ontario
2020-02-23,,,,,,,,,145,100,200,290,200,400,290,200,400,1.78002426586,Canada,ALL,Ontario
2020-02-24,,,,,,,,,145,100,200,435,300,600,435,300,600,1.77981483488,Canada,ALL,Ontario
2020-02-25,,,,,,,,,145,100,200,579,400,800,579,400,800,1.77955918571,Canada,ALL,Ontario
2020-02-26,,,,,,,,,145,100,200,724,500,1000,724,500,1000,1.77924715864,Canada,ALL,Ontario
2020-02-27,,,,,,,,,145,100,200,869,600,1200,869,600,1200,1.77886637984,Canada,ALL,Ontario
2020-02-28,,,,,,,,,145,100,200,1014,700,1400,1014,700,1400,1.77840178791,Canada,ALL,Ontario
2020-02-29,,,,,,,,,145,100,200,1159,800,1600,1159,800,1600,1.77783506344,Canada,ALL,Ontario
2020-03-01,,,,,,,,,145,100,200,1304,900,1800,1304,900,1800,1.77714394356,Canada,ALL,Ontario
2020-03-02,,,,,,,,,397,279,558,1701,1179,2358,1701,1179,2358,1.77630140087,Canada,ALL,Ontario
2020-03-03,,,,,,,,,396,278,556,2097,1458,2914,2097,1458,2914,1.77527466373,Canada,ALL,Ontario
2020-03-04,,,,,,,,,417,293,586,2513,1752,3499,2513,1752,3499,1.77402405201,Canada,ALL,Ontario
2020-03-05,,,,,,,,,459,324,647,2973,2077,4146,2973,2077,4146,1.77250160016,Canada,ALL,Ontario
2020-03-06,,,,,,,,,548,389,774,3520,2466,4919,3520,2466,4919,1.77064943693,Canada,ALL,Ontario
2020-03-07,,,,,,,,,685,489,970,4206,2956,5889,4206,2956,5889,1.76839788853,Canada,ALL,Ontario
2020-03-08,,,,,,,,,793,568,1124,4854,3425,6812,4999,3525,7012,1.7656632688,Canada,ALL,Ontario
2020-03-09,,,,,,,,,888,638,1257,5598,3963,7868,5887,4163,8268,1.76234531514,Canada,ALL,Ontario
2020-03-10,,,,,,,,,1001,722,1416,6454,4586,9083,6888,4886,9683,1.75832422127,Canada,ALL,Ontario
2020-03-11,,,,,,,,,1138,824,1606,7447,5310,10488,8026,5710,11288,1.75345720772,Canada,ALL,Ontario
2020-03-12,,,,,,,,,1309,952,1842,8612,6162,12130,9336,6662,13130,1.74757456307,Canada,ALL,Ontario
2020-03-13,,,,,,,,,1491,1088,2101,9958,7151,14031,10827,7751,15231,1.74047510391,Canada,ALL,Ontario
2020-03-14,,,,,,,,,1679,1230,2356,11492,8282,16186,12506,8982,17586,1.731921093,Canada,ALL,Ontario
2020-03-15,,,,,,,,,1882,1385,2625,13229,9567,18610,14388,10367,20210,1.7216329435,Canada,ALL,Ontario
2020-03-16,,,,,,,,,2108,1559,2919,15193,11026,21329,16496,11926,23129,1.7092847374,Canada,ALL,Ontario
2020-03-17,1,1,,,,,,,2361,1755,3278,17157,12502,24048,18858,13681,26406,1.69450297728,Canada,ALL,Ontario
2020-03-18,0,1,,,,,,,2633,1968,3661,19394,14192,27153,21491,15650,30066,1.67687316023,Canada,ALL,Ontario
2020-03-19,0,1,,,,,,,2918,2187,4080,21896,16085,30647,24409,17837,34146,1.65596094514,Canada,ALL,Ontario
2020-03-20,1,2,,,,,,,3215,2424,4487,24651,18184,34487,27624,20261,38633,1.63135437489,Canada,ALL,Ontario
2020-03-21,1,3,,,,,,,3521,2656,4823,27625,20451,38537,31145,22918,43455,1.6027270654,Canada,ALL,Ontario
2020-03-22,2,5,,,,,,,3835,2915,5148,30775,22877,42715,34980,25833,48603,1.56990887794,Canada,ALL,Ontario
2020-03-23,1,6,,,,,,,4149,3155,5467,34130,25463,47058,39130,28989,54069,1.53293911266,Canada,ALL,Ontario
2020-03-24,1,7,,,,,,,4454,3396,5896,37696,28221,51697,43583,32385,59964,1.49208205996,Canada,ALL,Ontario
2020-03-25,1,8,,,,,,,4742,3609,6215,41437,31108,56496,48326,35994,66179,1.44780705725,Canada,ALL,Ontario
2020-03-26,5,13,,,,,,,5008,3835,6356,45308,34119,61247,53334,39830,72535,1.40075509979,Canada,ALL,Ontario
2020-03-27,5,18,,,,,,,5246,4038,6680,49245,37205,66084,58580,43868,79214,1.35171388135,Canada,ALL,Ontario
2020-03-28,0,18,,,,,,,5451,4175,6976,53204,40292,70959,64031,48044,86189,1.30160788132,Canada,ALL,Ontario
