date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,126,66,178,126,66,178,126,66,178,2.26428474424,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,126,66,178,251,132,356,252,132,356,2.26427589575,2.09998912179,2.39999969527,US,,
2020-02-07,0,0,,,,,,,126,66,178,377,197,534,378,198,534,2.26427289346,2.09998562053,2.39999953459,US,,
2020-02-08,0,0,,,,,,,126,66,178,503,264,712,504,264,712,2.26426886017,2.09998099154,2.39999929013,US,,
2020-02-09,0,0,,,,,,,287,163,405,790,441,1102,791,427,1117,2.26426343694,2.09997487132,2.39999891167,US,,
2020-02-10,0,0,,,,,,,287,163,405,1076,609,1502,1078,590,1522,2.26425613787,2.09996677912,2.39999833023,US,,
2020-02-11,0,0,,,,,,,287,163,405,1363,775,1903,1365,753,1927,2.26424630448,2.0999560791,2.39999743791,US,,
2020-02-12,0,0,,,,,,,287,163,405,1649,940,2306,1652,916,2332,2.26423304321,2.09994188857,2.3999962001,US,,
2020-02-13,0,0,,,,,,,462,279,649,2111,1238,2933,2114,1195,2981,2.26421513999,2.09992240657,2.39999431949,US,,
2020-02-14,0,0,,,,,,,671,408,935,2782,1651,3862,2785,1603,3916,2.26416140487,2.09986094137,2.39996759213,US,,
2020-02-15,0,0,,,,,,,1210,747,1626,3993,2452,5449,3995,2350,5542,2.26412497204,2.09981868882,2.39996035092,US,,
2020-02-16,0,0,,,,,,,2408,1465,3095,6400,4045,8481,6403,3815,8637,2.26406856994,2.09975677761,2.39994381387,US,,
2020-02-17,0,0,,,,,,,3889,2517,4925,10289,6694,13318,10292,6332,13562,2.26399640021,2.09967859943,2.39992429183,US,,
2020-02-18,0,0,,,,,,,4305,2826,5459,14594,9561,18750,14597,9158,19021,2.26390177624,2.09957753334,2.39990048927,US,,
2020-02-19,0,0,,,,,,,5056,3375,6404,19649,12997,25107,19653,12533,25425,2.2637758909,2.0994451607,2.39986897629,US,,
