date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,country,region
2020-02-17,,,,,,,,,163,50,250,163,50,250,163,50,250,Austria,ALL
2020-02-18,,,,,,,,,163,50,250,326,100,500,326,100,500,Austria,ALL
2020-02-19,,,,,,,,,163,50,250,489,150,750,489,150,750,Austria,ALL
2020-02-20,,,,,,,,,163,50,250,653,200,1000,653,200,1000,Austria,ALL
2020-02-21,,,,,,,,,163,50,250,816,250,1250,816,250,1250,Austria,ALL
2020-02-22,,,,,,,,,163,50,250,979,300,1500,979,300,1500,Austria,ALL
2020-02-23,,,,,,,,,163,50,250,1142,350,1750,1142,350,1750,Austria,ALL
2020-02-24,,,,,,,,,163,50,250,1305,400,2000,1305,400,2000,Austria,ALL
2020-02-25,,,,,,,,,163,50,250,1468,450,2250,1468,450,2250,Austria,ALL
2020-02-26,,,,,,,,,442,159,683,1910,609,2933,1910,609,2933,Austria,ALL
2020-02-27,,,,,,,,,440,159,678,2350,769,3611,2350,769,3611,Austria,ALL
2020-02-28,,,,,,,,,462,171,710,2812,940,4320,2812,940,4320,Austria,ALL
2020-02-29,,,,,,,,,509,194,775,3321,1135,5095,3321,1135,5095,Austria,ALL
2020-03-01,,,,,,,,,605,243,912,3926,1379,6006,3926,1379,6006,Austria,ALL
2020-03-02,,,,,,,,,753,320,1133,4679,1700,7139,4679,1700,7139,Austria,ALL
2020-03-03,,,,,,,,,866,383,1282,5382,2034,8171,5545,2084,8421,Austria,ALL
2020-03-04,,,,,,,,,962,444,1430,6181,2428,9350,6507,2528,9850,Austria,ALL
2020-03-05,,,,,,,,,1072,520,1600,7090,2898,10700,7579,3048,11450,Austria,ALL
2020-03-06,,,,,,,,,1198,617,1749,8124,3466,12199,8777,3666,13199,Austria,ALL
2020-03-07,,,,,,,,,1347,741,1940,9308,4158,13888,10124,4408,15138,Austria,ALL
