date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-25,,,,,,,,,56,28,74,56,28,74,56,28,74,1.68774509804,1.2,2,Canada,ALL,Alberta
2020-02-26,,,,,,,,,56,28,74,111,56,148,111,56,148,1.68664499129,1.19970592503,1.99988093996,Canada,ALL,Alberta
2020-02-27,,,,,,,,,56,28,74,167,84,222,167,84,222,1.68630714197,1.19959661948,1.99983033254,Canada,ALL,Alberta
2020-02-28,,,,,,,,,56,28,74,222,112,296,222,112,296,1.68586393654,1.19944668207,1.99975821829,Canada,ALL,Alberta
2020-02-29,,,,,,,,,56,28,74,278,140,370,278,140,370,1.68528209645,1.19924104325,1.99965555532,Canada,ALL,Alberta
2020-03-01,,,,,,,,,56,28,74,334,169,444,334,169,444,1.68451778379,1.19895151969,1.99952844808,Canada,ALL,Alberta
2020-03-02,,,,,,,,,56,28,74,389,197,518,389,197,518,1.68351330761,1.19860174815,1.99935468409,Canada,ALL,Alberta
2020-03-03,,,,,,,,,56,28,74,445,225,592,445,225,592,1.6821928772,1.19805180977,1.99911958727,Canada,ALL,Alberta
2020-03-04,,,,,,,,,56,28,74,500,253,666,500,253,666,1.68045719334,1.19729938104,1.99880117906,Canada,ALL,Alberta
2020-03-05,,,,,,,,,148,80,212,648,334,878,648,334,878,1.67808579642,1.19623041339,1.9982854942,Canada,ALL,Alberta
2020-03-06,,,,,,,,,147,80,211,796,414,1088,796,414,1088,1.67508118792,1.19479736274,1.99756386856,Canada,ALL,Alberta
2020-03-07,,,,,,,,,154,84,222,950,498,1310,950,498,1310,1.6711282562,1.19281164712,1.99650767332,Canada,ALL,Alberta
2020-03-08,,,,,,,,,169,92,248,1119,591,1558,1119,591,1558,1.66597147689,1.19008897586,1.995004231,Canada,ALL,Alberta
2020-03-09,,,,,,,,,199,112,301,1318,703,1858,1318,703,1858,1.65926505567,1.18637018735,1.99284172001,Canada,ALL,Alberta
2020-03-10,,,,,,,,,246,142,381,1564,845,2238,1564,845,2238,1.65058626033,1.18092904683,1.98967203865,Canada,ALL,Alberta
2020-03-11,,,,,,,,,282,163,445,1790,980,2608,1846,1009,2682,1.63943236855,1.1750856895,1.9851017879,Canada,ALL,Alberta
2020-03-12,,,,,,,,,311,177,500,2046,1130,3034,2157,1186,3182,1.62523330877,1.16697873034,1.97853447678,Canada,ALL,Alberta
2020-03-13,,,,,,,,,346,194,566,2336,1296,3525,2503,1381,3747,1.60738794446,1.15656275062,1.96912536407,Canada,ALL,Alberta
2020-03-14,,,,,,,,,385,212,639,2665,1481,4089,2888,1594,4385,1.58531222005,1.14302069989,1.95571604053,Canada,ALL,Alberta
2020-03-15,,,,,,,,,432,233,725,3042,1686,4740,3320,1827,5110,1.55851712104,1.12605899639,1.93849591976,Canada,ALL,Alberta
2020-03-16,,,,,,,,,479,252,812,3465,1910,5477,3799,2080,5921,1.52670041108,1.10570886833,1.91794018538,Canada,ALL,Alberta
2020-03-17,,,,,,,,,521,271,899,3931,2153,6302,4320,2351,6820,1.48982224827,1.08220957999,1.88709197889,Canada,ALL,Alberta
2020-03-18,,,,,,,,,562,287,975,4437,2412,7202,4882,2638,7794,1.44814515316,1.05624474792,1.8429733875,Canada,ALL,Alberta
2020-03-19,,,,,,,,,602,304,1054,4984,2689,8182,5484,2943,8848,1.40222408453,1.02505682776,1.79099478494,Canada,ALL,Alberta
2020-03-20,1,1,,,,,,,640,313,1134,5476,2922,9103,6124,3257,9981,1.35286497218,0.993570822108,1.74143363705,Canada,ALL,Alberta
2020-03-21,0,1,,,,,,,675,319,1233,6004,3162,10126,6799,3577,11214,1.30107290238,0.963184919122,1.69550466883,Canada,ALL,Alberta
2020-03-22,0,1,,,,,,,703,322,1298,6552,3401,11202,7502,3899,12511,1.24799950963,0.925304032901,1.6542684704,Canada,ALL,Alberta
2020-03-23,0,1,,,,,,,724,327,1329,7108,3636,12282,8227,4227,13840,1.19488757931,0.903549940764,1.6036129427,Canada,ALL,Alberta
2020-03-24,0,1,,,,,,,740,332,1409,7648,3855,13391,8966,4559,15248,1.14300642926,0.8719090861,1.53331846914,Canada,ALL,Alberta
2020-03-25,1,2,,,,,,,749,334,1436,8151,4048,14446,9715,4894,16684,1.09357667791,0.841534650792,1.46689967337,Canada,ALL,Alberta
2020-03-26,0,2,,,,,,,753,336,1457,8622,4222,15459,10468,5231,18140,1.04768718603,0.814607285127,1.38756261916,Canada,ALL,Alberta
2020-03-27,0,2,,,,,,,751,336,1459,9062,4380,16418,11219,5567,19599,1.006210271,0.799305080401,1.32232780981,Canada,ALL,Alberta
2020-03-28,0,2,,,,,,,744,334,1440,9461,4520,17292,11964,5902,21039,0.969727556944,0.784503414364,1.23419737342,Canada,ALL,Alberta
2020-03-29,0,2,,,,,,,734,332,1406,9810,4640,18059,12698,6234,22444,0.938485389711,0.772854028588,1.15836520196,Canada,ALL,Alberta
2020-03-30,1,3,,,,,,,721,330,1380,10099,4737,18714,13419,6564,23823,0.912398161669,0.763870627291,1.09430153475,Canada,ALL,Alberta
2020-03-31,5,8,,,,,,,706,327,1319,10326,4812,19221,14125,6892,25142,0.891103861197,0.751889514672,1.04532004495,Canada,ALL,Alberta
2020-04-01,1,9,,,,,,,690,325,1259,10495,4866,19581,14815,7217,26400,0.874055511942,0.736314518868,1.01089266899,Canada,ALL,Alberta
2020-04-02,4,13,,,,,,,673,323,1213,10606,4903,19819,15488,7541,27613,0.860620260663,0.724284867753,0.984669758859,Canada,ALL,Alberta
2020-04-03,0,13,,,,,,,656,321,1158,10660,4919,19923,16144,7862,28770,0.850161782229,0.716447956698,0.96428628164,Canada,ALL,Alberta
2020-04-04,5,18,,,,,,,639,317,1106,10658,4923,19895,16783,8180,29876,0.842094843859,0.709962631274,0.944241217878,Canada,ALL,Alberta
