date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-25,,,,,,,,,56,29,74,56,29,74,56,29,74,1.67058823529,1.2,2,Canada,ALL,Alberta
2020-02-26,,,,,,,,,56,29,74,112,58,148,112,58,148,1.66950583587,1.19966097646,1.99982745611,Canada,ALL,Alberta
2020-02-27,,,,,,,,,56,29,74,167,87,222,167,87,222,1.669170594,1.19957096694,1.99975630628,Canada,ALL,Alberta
2020-02-28,,,,,,,,,56,29,74,223,116,296,223,116,296,1.66873000834,1.19945577095,1.99965578578,Canada,ALL,Alberta
2020-02-29,,,,,,,,,56,29,74,279,145,370,279,145,370,1.66815058162,1.19930410728,1.99951047942,Canada,ALL,Alberta
2020-03-01,,,,,,,,,56,29,74,335,174,444,335,174,444,1.66738812812,1.19910410448,1.99929756581,Canada,ALL,Alberta
2020-03-02,,,,,,,,,56,29,74,391,203,518,391,203,518,1.66638442536,1.19880588325,1.99903519617,Canada,ALL,Alberta
2020-03-03,,,,,,,,,56,29,74,447,232,592,447,232,592,1.66506289455,1.19848537895,1.99864812809,Canada,ALL,Alberta
2020-03-04,,,,,,,,,56,29,74,502,261,666,502,261,666,1.66332309788,1.19807070285,1.99808656952,Canada,ALL,Alberta
2020-03-05,,,,,,,,,148,80,210,650,341,876,650,341,876,1.6609436166,1.19731124335,1.99718469571,Canada,ALL,Alberta
2020-03-06,,,,,,,,,147,80,209,797,421,1085,797,421,1085,1.6579235321,1.19621022674,1.99606197831,Canada,ALL,Alberta
2020-03-07,,,,,,,,,154,83,222,950,505,1306,950,505,1306,1.65394566341,1.19462901697,1.99458621015,Canada,ALL,Alberta
2020-03-08,,,,,,,,,168,91,248,1118,597,1553,1118,597,1553,1.64875036487,1.19282209335,1.99224063739,Canada,ALL,Alberta
2020-03-09,,,,,,,,,198,106,299,1316,703,1851,1316,703,1851,1.64198719264,1.19055790417,1.98871019745,Canada,ALL,Alberta
2020-03-10,,,,,,,,,244,130,379,1560,834,2230,1560,834,2230,1.63322805755,1.18766883618,1.98369115939,Canada,ALL,Alberta
2020-03-11,,,,,,,,,279,147,438,1783,953,2594,1839,982,2668,1.62196478368,1.18403672029,1.9774396985,Canada,ALL,Alberta
2020-03-12,,,,,,,,,308,162,486,2035,1086,3005,2147,1144,3153,1.60762297898,1.17948174235,1.97073459982,Canada,ALL,Alberta
2020-03-13,,,,,,,,,341,181,542,2320,1239,3473,2488,1326,3695,1.58960060105,1.17357971732,1.95978737159,Canada,ALL,Alberta
2020-03-14,,,,,,,,,379,199,613,2644,1409,4011,2867,1525,4307,1.56732049279,1.16613189747,1.94439659159,Canada,ALL,Alberta
2020-03-15,,,,,,,,,425,218,693,3013,1599,4630,3292,1744,5000,1.54031493118,1.15683245462,1.92348086488,Canada,ALL,Alberta
2020-03-16,,,,,,,,,469,238,768,3426,1808,5323,3761,1982,5767,1.5083259608,1.14338335039,1.8953815851,Canada,ALL,Alberta
2020-03-17,,,,,,,,,510,251,846,3880,2030,6095,4271,2233,6613,1.47138927623,1.1276232863,1.85857471257,Canada,ALL,Alberta
2020-03-18,,,,,,,,,548,268,926,4373,2270,6947,4819,2502,7539,1.42987620523,1.10860670171,1.81133252942,Canada,ALL,Alberta
2020-03-19,,,,,,,,,586,281,999,4903,2523,7871,5405,2784,8537,1.38447224117,1.06072184697,1.75321474919,Canada,ALL,Alberta
2020-03-20,1,1,,,,,,,622,292,1070,5377,2735,8731,6027,3076,9606,1.33610685048,1.03023728648,1.71922859799,Canada,ALL,Alberta
2020-03-21,0,1,,,,,,,653,306,1140,5883,2961,9661,6680,3383,10746,1.28586273749,0.999592114592,1.68575740274,Canada,ALL,Alberta
2020-03-22,0,1,,,,,,,679,313,1210,6409,3191,10650,7360,3697,11955,1.23489086836,0.957992941749,1.64431877679,Canada,ALL,Alberta
2020-03-23,0,1,,,,,,,699,317,1251,6941,3417,11653,8059,4014,13205,1.18434527544,0.936567742069,1.57461423213,Canada,ALL,Alberta
2020-03-24,0,1,,,,,,,714,325,1280,7456,3636,12633,8772,4340,14484,1.13533593587,0.90566685132,1.49312279038,Canada,ALL,Alberta
2020-03-25,1,2,,,,,,,722,331,1326,7935,3837,13580,9495,4671,15810,1.08889049083,0.873296060195,1.41847722841,Canada,ALL,Alberta
2020-03-26,0,2,,,,,,,726,337,1342,8382,4027,14484,10221,5009,17151,1.04591342917,0.837993997959,1.34471257542,Canada,ALL,Alberta
2020-03-27,0,2,,,,,,,725,336,1342,8800,4201,15340,10947,5346,18493,1.00713454903,0.821015838332,1.2489667376,Canada,ALL,Alberta
2020-03-28,0,2,,,,,,,720,334,1326,9179,4354,16124,11667,5680,19818,0.973049465362,0.810357298755,1.18844758525,Canada,ALL,Alberta
2020-03-29,0,2,,,,,,,711,336,1312,9511,4492,16823,12378,6017,21129,0.943870567184,0.790285934646,1.12821467461,Canada,ALL,Alberta
2020-03-30,1,3,,,,,,,701,338,1287,9787,4611,17417,13079,6356,22416,0.919515105253,0.771883856121,1.06675216922,Canada,ALL,Alberta
2020-03-31,5,8,,,,,,,688,341,1259,10006,4714,17908,13767,6697,23675,0.89964499806,0.761823790861,1.03278026442,Canada,ALL,Alberta
2020-04-01,1,9,,,,,,,674,343,1224,10170,4807,18286,14441,7041,24898,0.883747326846,0.751147167221,1.00671113384,Canada,ALL,Alberta
2020-04-02,4,13,,,,,,,660,344,1189,10282,4883,18548,15101,7385,26086,0.871227131015,0.738160807328,0.979873479031,Canada,ALL,Alberta
2020-04-03,0,13,,,,,,,645,342,1149,10342,4943,18698,15747,7727,27235,0.861486154469,0.727260890213,0.965879970361,Canada,ALL,Alberta
2020-04-04,5,18,,,,,,,630,339,1110,10351,4990,18738,16377,8066,28344,0.853975024843,0.719841685728,0.959375665307,Canada,ALL,Alberta
2020-04-05,2,20,,,,,,,616,334,1067,10313,5017,18665,16993,8401,29410,0.848219336842,0.714287732514,0.956192270555,Canada,ALL,Alberta
2020-04-06,3,23,,,,,,,601,330,1030,10234,5034,18486,17594,8731,30440,0.843826534297,0.71026879846,0.953890514947,Canada,ALL,Alberta
2020-04-07,1,24,,,,,,,587,324,998,10122,5041,18233,18181,9056,31438,0.840481356808,0.707290339356,0.952267127336,Canada,ALL,Alberta
2020-04-08,2,26,,,,,,,573,315,975,9981,5031,17928,18753,9371,32412,0.83793588231,0.705035906451,0.95130273895,Canada,ALL,Alberta
2020-04-09,3,29,,,,,,,559,301,954,9817,5001,17556,19312,9673,33365,0.835997993202,0.703328334507,0.950571712682,Canada,ALL,Alberta
2020-04-10,3,32,,,,,,,546,295,924,9637,4959,17138,19858,9969,34288,0.834520333307,0.701898570135,0.950000549526,Canada,ALL,Alberta
2020-04-11,8,40,,,,,,,533,289,895,9445,4912,16691,20391,10258,35183,0.833390672079,0.700979525473,0.949537907966,Canada,ALL,Alberta
2020-04-12,0,40,,,,,,,520,278,859,9245,4856,16224,20912,10537,36042,0.832523935431,0.700224518359,0.949247949802,Canada,ALL,Alberta
2020-04-13,6,46,,,,,,,508,268,840,9042,4787,15753,21420,10805,36882,0.831855832152,0.699453362619,0.948951994291,Canada,ALL,Alberta
2020-04-14,2,48,,,,,,,497,261,815,8838,4710,15281,21917,11066,37696,0.831337866481,0.699042893217,0.948713017837,Canada,ALL,Alberta
2020-04-15,0,48,,,,,,,485,258,793,8635,4627,14815,22402,11325,38489,0.830933491975,0.698725321209,0.948608784607,Canada,ALL,Alberta
2020-04-16,0,48,,,,,,,474,248,783,8435,4532,14374,22877,11573,39272,0.830615174807,0.698533736804,0.948489369676,Canada,ALL,Alberta
2020-04-17,2,50,,,,,,,464,242,769,8239,4430,13954,23340,11815,40040,0.830362166634,0.698372231673,0.948387388918,Canada,ALL,Alberta
2020-04-18,1,51,,,,,,,453,234,754,8047,4322,13559,23794,12050,40794,0.830158823253,0.698072348684,0.948298285019,Canada,ALL,Alberta
2020-04-19,0,51,,,,,,,443,227,740,7860,4210,13190,24237,12277,41533,0.829993338924,0.697838542308,0.948183103267,Canada,ALL,Alberta
2020-04-20,8,59,,,,,,,434,219,728,7678,4096,12851,24671,12497,42260,0.829855420123,0.697736143564,0.948069561047,Canada,ALL,Alberta
2020-04-21,2,61,,,,,,,424,213,716,7501,3978,12536,25095,12710,42976,0.829738034956,0.697589933721,0.948014206224,Canada,ALL,Alberta
