date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-17,,,,,,,,,74,38,106,74,38,106,74,38,106,2.58059147945,2.2,3,Algeria,ALL,
2020-02-18,,,,,,,,,74,38,106,147,76,212,147,76,212,2.58038887913,2.19975048943,2.99998963203,Algeria,ALL,
2020-02-19,,,,,,,,,74,38,106,221,114,318,221,114,318,2.58029788741,2.19963211042,2.99998368689,Algeria,ALL,
2020-02-20,,,,,,,,,74,38,106,294,152,424,294,152,424,2.58016562017,2.19949054178,2.99997275575,Algeria,ALL,
2020-02-21,,,,,,,,,74,38,106,368,190,530,368,190,530,2.57997304529,2.19923987968,2.99995149543,Algeria,ALL,
2020-02-22,,,,,,,,,74,38,106,441,228,636,441,228,636,2.57969218573,2.19886335309,2.9999164585,Algeria,ALL,
2020-02-23,,,,,,,,,74,38,106,515,266,742,515,266,742,2.57928183982,2.19831211334,2.99985874153,Algeria,ALL,
2020-02-24,,,,,,,,,74,38,106,588,304,848,588,304,848,2.57868123333,2.19742265967,2.99976410512,Algeria,ALL,
2020-02-25,,,,,,,,,74,38,106,662,342,954,662,342,954,2.57780061599,2.19622761416,2.99960943354,Algeria,ALL,
2020-02-26,,,,,,,,,262,131,396,924,473,1350,924,473,1350,2.57648199026,2.19465926898,2.9993255208,Algeria,ALL,
2020-02-27,,,,,,,,,261,130,395,1185,604,1744,1185,604,1744,2.57457713237,2.19248718173,2.99893662305,Algeria,ALL,
2020-02-28,,,,,,,,,285,141,436,1470,746,2180,1470,746,2180,2.57176695187,2.1892543518,2.99829056626,Algeria,ALL,
2020-02-29,,,,,,,,,332,162,514,1802,908,2693,1802,908,2693,2.56763616395,2.18311030451,2.99729674333,Algeria,ALL,
2020-03-01,,,,,,,,,431,204,680,2233,1113,3373,2233,1113,3373,2.56156699607,2.17347060007,2.99546932017,Algeria,ALL,
2020-03-02,,,,,,,,,586,273,943,2819,1387,4315,2819,1387,4315,2.55267226898,2.15849366783,2.99259435966,Algeria,ALL,
2020-03-03,,,,,,,,,715,327,1168,3461,1676,5377,3534,1714,5483,2.53970339181,2.14072409265,2.98829319485,Algeria,ALL,
2020-03-04,,,,,,,,,844,381,1409,4231,2020,6680,4378,2096,6892,2.52096325561,2.11469615817,2.98068193779,Algeria,ALL,
2020-03-05,,,,,,,,,1012,454,1717,5170,2436,8290,5390,2550,8608,2.49426814485,2.06987456059,2.97126033258,Algeria,ALL,
2020-03-06,,,,,,,,,1225,536,2116,6321,2935,10299,6615,3087,10723,2.45702719651,1.98939306943,2.95592093998,Algeria,ALL,
2020-03-07,,,,,,,,,1490,650,2631,7738,3547,12824,8105,3737,13354,2.40655043932,1.89105303586,2.93264061895,Algeria,ALL,
2020-03-08,,,,,,,,,1769,753,3207,9433,4263,15925,9874,4491,16561,2.34061524304,1.78782316756,2.8976287352,Algeria,ALL,
2020-03-09,,,,,,,,,2055,874,3784,11414,5099,19602,11929,5365,20344,2.25812682333,1.64387818329,2.8457198601,Algeria,ALL,
2020-03-10,,,,,,,,,2358,989,4392,13698,6051,23887,14287,6355,24735,2.1595445833,1.48975230404,2.77258976963,Algeria,ALL,
2020-03-11,,,,,,,,,2675,1095,5062,16299,7108,28843,16961,7450,29797,2.04687632449,1.34469642382,2.69175226633,Algeria,ALL,
2020-03-12,1,1,,,,,,,2994,1195,5689,19031,8172,34136,19955,8646,35485,1.92339504334,1.22159977199,2.61313134235,Algeria,ALL,
2020-03-13,1,2,,,,,,,3289,1260,6697,22059,9302,40438,23244,9906,42182,1.79330182142,1.12105499028,2.50102210943,Algeria,ALL,
2020-03-14,1,3,,,,,,,3545,1272,7491,25319,10433,47493,26789,11179,49672,1.66134253974,1.05082357246,2.4109651791,Algeria,ALL,
2020-03-15,1,4,,,,,,,3754,1271,8128,28741,11542,55107,30543,12451,57800,1.53231159934,0.993278830313,2.29827264889,Algeria,ALL,
2020-03-16,0,4,,,,,,,3913,1270,8844,32223,12608,63271,34456,13722,66643,1.41054000013,0.956356107267,2.15015367058,Algeria,ALL,
2020-03-17,0,4,,,,,,,4021,1261,9291,35658,13596,71619,38476,14983,75934,1.29953409727,0.936080308254,2.00656524272,Algeria,ALL,
2020-03-18,3,7,,,,,,,4075,1250,9475,39017,14519,79927,42551,16234,85409,1.20180761681,0.915390622743,1.84726239958,Algeria,ALL,
