date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-25,,,,,,,,,45,30,50,45,30,50,45,30,50,1.76111111111,Canada,ALL,Alberta
2020-02-26,,,,,,,,,45,30,50,90,60,100,90,60,100,1.75705375743,Canada,ALL,Alberta
2020-02-27,,,,,,,,,45,30,50,136,90,150,136,90,150,1.75615717462,Canada,ALL,Alberta
2020-02-28,,,,,,,,,45,30,50,181,120,200,181,120,200,1.7550627944,Canada,ALL,Alberta
2020-02-29,,,,,,,,,45,30,50,226,150,250,226,150,250,1.75372706314,Canada,ALL,Alberta
2020-03-01,,,,,,,,,45,30,50,271,180,300,271,180,300,1.75209681985,Canada,ALL,Alberta
2020-03-02,,,,,,,,,45,30,50,316,210,350,316,210,350,1.75010712824,Canada,ALL,Alberta
2020-03-03,,,,,,,,,45,30,50,361,240,400,361,240,400,1.74767857123,Canada,ALL,Alberta
2020-03-04,,,,,,,,,45,30,50,407,270,450,407,270,450,1.7447138423,Canada,ALL,Alberta
2020-03-05,,,,,,,,,123,77,150,530,347,600,530,347,600,1.74101654355,Canada,ALL,Alberta
2020-03-06,,,,,,,,,123,77,150,653,425,750,653,425,750,1.73658368233,Canada,ALL,Alberta
2020-03-07,,,,,,,,,129,81,159,781,506,908,781,506,908,1.73114884067,Canada,ALL,Alberta
2020-03-08,,,,,,,,,141,88,178,923,595,1086,923,595,1086,1.72450263017,Canada,ALL,Alberta
2020-03-09,,,,,,,,,168,103,218,1090,699,1304,1090,699,1304,1.71636184908,Canada,ALL,Alberta
2020-03-10,,,,,,,,,209,127,280,1299,826,1583,1299,826,1583,1.70637517729,Canada,ALL,Alberta
2020-03-11,,,,,,,,,240,145,329,1494,942,1862,1539,972,1912,1.69410965192,Canada,ALL,Alberta
2020-03-12,,,,,,,,,266,161,374,1714,1073,2186,1804,1133,2286,1.67904658799,Canada,ALL,Alberta
2020-03-13,,,,,,,,,296,179,428,1965,1223,2563,2100,1313,2713,1.66059819612,Canada,ALL,Alberta
2020-03-14,,,,,,,,,331,200,493,2250,1393,3005,2431,1513,3205,1.63814383196,Canada,ALL,Alberta
2020-03-15,,,,,,,,,373,227,572,2579,1591,3527,2805,1741,3777,1.61111363026,Canada,ALL,Alberta
2020-03-16,,,,,,,,,415,254,652,2949,1816,4128,3220,1996,4428,1.57911013015,Canada,ALL,Alberta
2020-03-17,,,,,,,,,454,276,727,3357,2063,4805,3673,2273,5155,1.54202804832,Canada,ALL,Alberta
2020-03-18,,,,,,,,,491,293,797,3803,2326,5551,4164,2566,5951,1.50012568009,Canada,ALL,Alberta
2020-03-19,,,,,,,,,528,317,861,4285,2614,6362,4692,2884,6812,1.45401241976,Canada,ALL,Alberta
2020-03-20,1,1,,,,,,,564,343,913,4726,2880,7125,5256,3228,7725,1.40457264225,Canada,ALL,Alberta
2020-03-21,0,1,,,,,,,597,368,949,5200,3171,7923,5853,3597,8673,1.35287123823,Canada,ALL,Alberta
2020-03-22,0,1,,,,,,,625,382,1009,5697,3472,8774,6478,3979,9682,1.30007703778,Canada,ALL,Alberta
2020-03-23,0,1,,,,,,,648,391,1070,6204,3775,9665,7126,4371,10751,1.24741326443,Canada,ALL,Alberta
2020-03-24,0,1,,,,,,,666,394,1116,6702,4066,10563,7792,4765,11866,1.19611898332,Canada,ALL,Alberta
2020-03-25,1,2,,,,,,,679,394,1146,7173,4333,11429,8472,5159,13012,1.14739846825,Canada,ALL,Alberta
2020-03-26,0,2,,,,,,,688,394,1154,7621,4581,12253,9160,5554,14165,1.10234297822,Canada,ALL,Alberta
2020-03-27,0,2,,,,,,,693,396,1146,8049,4816,13025,9853,5950,15310,1.06182718733,Canada,ALL,Alberta
2020-03-28,0,2,,,,,,,694,398,1127,8447,5035,13724,10547,6348,16436,1.02640501554,Canada,ALL,Alberta
2020-03-29,0,2,,,,,,,692,399,1101,8807,5233,14331,11239,6747,17536,0.996245439196,Canada,ALL,Alberta
2020-03-30,1,3,,,,,,,687,399,1071,9121,5406,14830,11926,7147,18606,0.971143806604,Canada,ALL,Alberta
2020-03-31,5,8,,,,,,,681,400,1057,9388,5551,15235,12607,7547,19663,0.950611621742,Canada,ALL,Alberta
2020-04-01,1,9,,,,,,,674,399,1044,9608,5674,15552,13281,7947,20706,0.934007850389,Canada,ALL,Alberta
