date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-17,,,,,,,,,73,37,100,73,37,100,73,37,100,2.65067212254,2.2,3,Algeria,ALL,
2020-02-18,,,,,,,,,73,37,100,145,74,200,145,74,200,2.65042373354,2.19993166971,2.99999759808,Algeria,ALL,
2020-02-19,,,,,,,,,73,37,100,218,111,300,218,111,300,2.6503137303,2.19990375159,2.99999204635,Algeria,ALL,
2020-02-20,,,,,,,,,73,37,100,290,148,400,290,148,400,2.65015453353,2.1998654344,2.99998252696,Algeria,ALL,
2020-02-21,,,,,,,,,73,37,100,363,185,500,363,185,500,2.64992381882,2.19980746561,2.99996501177,Algeria,ALL,
2020-02-22,,,,,,,,,73,37,100,435,222,600,435,222,600,2.649588965,2.19969451712,2.99993616407,Algeria,ALL,
2020-02-23,,,,,,,,,73,37,100,508,259,700,508,259,700,2.64910223981,2.19954849325,2.99988510094,Algeria,ALL,
2020-02-24,,,,,,,,,73,37,100,581,296,800,581,296,800,2.6483937265,2.19927122952,2.99980633915,Algeria,ALL,
2020-02-25,,,,,,,,,73,37,100,653,333,900,653,333,900,2.64736095613,2.19882780662,2.9996638135,Algeria,ALL,
2020-02-26,,,,,,,,,265,134,384,918,467,1284,918,467,1284,2.6458279016,2.1980964975,2.99939105146,Algeria,ALL,
2020-02-27,,,,,,,,,264,134,383,1182,601,1666,1182,601,1666,2.64362339599,2.19739195668,2.99898279739,Algeria,ALL,
2020-02-28,,,,,,,,,289,146,424,1471,748,2090,1471,748,2090,2.64039558952,2.19630742369,2.99828887652,Algeria,ALL,
2020-02-29,,,,,,,,,339,167,505,1809,915,2594,1809,915,2594,2.63568811391,2.19487256706,2.99719442786,Algeria,ALL,
2020-03-01,,,,,,,,,442,209,681,2251,1124,3274,2251,1124,3274,2.62883125105,2.19288382638,2.99536100115,Algeria,ALL,
2020-03-02,,,,,,,,,605,275,955,2857,1400,4229,2857,1400,4229,2.61887692752,2.19012849917,2.99225086669,Algeria,ALL,
2020-03-03,,,,,,,,,742,329,1174,3526,1693,5302,3598,1730,5402,2.60451221699,2.18631637802,2.98724767135,Algeria,ALL,
2020-03-04,,,,,,,,,879,381,1389,4332,2037,6591,4477,2111,6791,2.58398442163,2.18087858995,2.97941121591,Algeria,ALL,
2020-03-05,,,,,,,,,1058,454,1697,5318,2455,8188,5535,2566,8488,2.55508217458,2.17153525541,2.96671769922,Algeria,ALL,
2020-03-06,,,,,,,,,1286,550,2108,6531,2969,10195,6822,3117,10595,2.51523381132,2.12023294308,2.94938977393,Algeria,ALL,
2020-03-07,,,,,,,,,1569,674,2604,8028,3606,12698,8391,3791,13198,2.4618180163,2.02264397113,2.92430395935,Algeria,ALL,
2020-03-08,,,,,,,,,1866,813,3169,9822,4383,15766,10257,4605,16366,2.39269813131,1.88789155532,2.88744363737,Algeria,ALL,
2020-03-09,,,,,,,,,2171,960,3711,11920,5307,19377,12428,5566,20077,2.30682650986,1.72535894141,2.83406651985,Algeria,ALL,
2020-03-10,,,,,,,,,2490,1132,4328,14337,6402,23605,14918,6698,24405,2.2046391089,1.557047612,2.75832353453,Algeria,ALL,
2020-03-11,,,,,,,,,2820,1279,5029,17085,7644,28533,17738,7977,29433,2.08806089534,1.38357559746,2.70049895754,Algeria,ALL,
2020-03-12,1,1,,,,,,,3147,1387,5717,19967,8898,33867,20885,9365,35150,1.96022938564,1.24294259555,2.58397695122,Algeria,ALL,
2020-03-13,1,2,,,,,,,3441,1480,6468,23144,10244,39952,24326,10846,41618,1.82514780916,1.11790898585,2.45605039227,Algeria,ALL,
2020-03-14,1,3,,,,,,,3684,1571,6808,26540,11669,46336,28010,12417,48425,1.68735231088,1.04152866321,2.34627978377,Algeria,ALL,
2020-03-15,1,4,,,,,,,3871,1606,7245,30072,13108,53076,31881,14023,55669,1.55155534313,0.976177029222,2.21937840291,Algeria,ALL,
2020-03-16,0,4,,,,,,,4000,1589,7438,33630,14488,59833,35881,15613,63107,1.42224756128,0.939793452932,2.09598801419,Algeria,ALL,
2020-03-17,0,4,,,,,,,4072,1570,7501,37097,15783,66380,39953,17184,70608,1.30331973755,0.900990024021,1.95791217214,Algeria,ALL,
2020-03-18,3,7,,,,,,,4089,1550,7452,40444,17004,72658,44043,18734,78059,1.19779101498,0.870693835943,1.79039700708,Algeria,ALL,
2020-03-19,2,9,,,,,,,4058,1529,7348,43623,18151,78616,48101,20263,85407,1.10765246595,0.844270213031,1.59986828012,Algeria,ALL,
2020-03-20,2,11,,,,,,,3989,1507,7120,46554,19204,84039,52090,21771,92526,1.03374385946,0.825791779081,1.44522560312,Algeria,ALL,
2020-03-21,4,15,,,,,,,3896,1486,6988,49165,20139,88919,55986,23257,99514,0.975658010642,0.815494347536,1.30149570314,Algeria,ALL,
2020-03-22,2,17,,,,,,,3789,1466,6846,51384,20932,93162,59775,24723,106359,0.931832784677,0.806046516147,1.17764344215,Algeria,ALL,
2020-03-23,0,17,,,,,,,3674,1436,6573,53191,21555,96566,63449,26160,112932,0.899939864847,0.784630206229,1.07954740621,Algeria,ALL,
2020-03-24,2,19,,,,,,,3555,1413,6308,54576,22008,99162,67004,27574,119239,0.877421143414,0.772166141208,1.00943004708,Algeria,ALL,
2020-03-25,2,21,,,,,,,3436,1394,6088,55522,22269,100923,70440,28968,125327,0.861923083118,0.764199647375,0.959290423215,Algeria,ALL,
2020-03-26,4,25,,,,,,,3318,1380,5825,56020,22371,101719,73759,30349,131152,0.851515497044,0.759592120915,0.929511434752,Algeria,ALL,
2020-03-27,1,26,,,,,,,3204,1368,5527,56077,22351,101529,76962,31717,136678,0.844731008354,0.757424861783,0.914967264278,Algeria,ALL,
2020-03-28,3,29,,,,,,,3093,1356,5297,55728,22227,100357,80055,33073,141974,0.840508822951,0.756451636701,0.914089318126,Algeria,ALL,
2020-03-29,2,31,,,,,,,2986,1340,5085,55031,21997,98634,83041,34414,147059,0.83810760754,0.755781005997,0.915353806084,Algeria,ALL,
2020-03-30,4,35,,,,,,,2884,1315,4847,54044,21706,96236,85926,35730,151905,0.837021250399,0.755548733065,0.917599985928,Algeria,ALL,
2020-03-31,9,44,,,,,,,2787,1301,4605,52832,21419,93402,88713,37032,156509,0.836909796476,0.755553692301,0.920445099408,Algeria,ALL,
2020-04-01,14,58,,,,,,,2695,1300,4386,51454,21149,90287,91408,38333,160894,0.837547122072,0.755651827192,0.923736778195,Algeria,ALL,
2020-04-02,28,86,,,,,,,2607,1292,4164,49972,20891,86998,94015,39625,165057,0.838782867781,0.755774184715,0.92737887424,Algeria,ALL,
2020-04-03,19,105,,,,,,,2524,1283,4022,48439,20645,83672,96539,40909,169079,0.840515308159,0.756501964286,0.931294584748,Algeria,ALL,
2020-04-04,25,130,,,,,,,2446,1268,3860,46896,20406,80412,98986,42177,172938,0.842672234902,0.757537475785,0.93543928041,Algeria,ALL,
2020-04-05,22,152,,,,,,,2373,1247,3710,45372,20168,77134,101358,43425,176648,0.845197645416,0.758829941871,0.939792799431,Algeria,ALL,
2020-04-06,21,173,,,,,,,2303,1236,3572,43887,19937,73861,103662,44661,180220,0.848042691487,0.760587212082,0.944243622393,Algeria,ALL,
2020-04-07,20,193,,,,,,,2238,1212,3446,42452,19713,70734,105900,45874,183665,0.851159838763,0.762139082848,0.948701591439,Algeria,ALL,
2020-04-08,12,205,,,,,,,2177,1191,3326,41074,19491,67752,108078,47065,186991,0.854499509575,0.763253409387,0.953072175215,Algeria,ALL,
2020-04-09,30,235,,,,,,,2120,1189,3225,39758,19286,64888,110198,48254,190215,0.858008665513,0.764831215037,0.957272532814,Algeria,ALL,
2020-04-10,21,256,,,,,,,2067,1189,3137,38506,19094,62200,112265,49443,193351,0.861630880135,0.766872118319,0.961235135597,Algeria,ALL,
2020-04-11,19,275,,,,,,,2017,1185,3062,37320,18911,59735,114282,50629,196413,0.865307499465,0.769303045738,0.964907264151,Algeria,ALL,
2020-04-12,18,293,,,,,,,1970,1176,2979,36197,18731,57417,116251,51805,199391,0.868979518923,0.772100155645,0.968254252356,Algeria,ALL,
2020-04-13,20,313,,,,,,,1926,1147,2918,35136,18538,55251,118177,52953,202309,0.87258983594,0.775209239936,0.971258991448,Algeria,ALL,
2020-04-14,13,326,,,,,,,1884,1130,2851,34136,18353,53255,120061,54083,205159,0.876085573255,0.778643174828,0.973919849717,Algeria,ALL,
2020-04-15,10,336,,,,,,,1845,1104,2780,33193,18156,51430,121906,55188,207939,0.87942020969,0.78222767988,0.976247644008,Algeria,ALL,
2020-04-16,12,348,,,,,,,1809,1100,2722,32307,17956,49767,123715,56289,210661,0.88301511082,0.785934533502,0.978434597428,Algeria,ALL,
2020-04-17,16,364,,,,,,,1774,1092,2678,31474,17756,48281,125489,57382,213338,0.886356169547,0.789643212702,0.988471210122,Algeria,ALL,
2020-04-18,3,367,,,,,,,1742,1072,2639,30692,17545,46898,127232,58455,215976,0.889720722843,0.793279896715,0.988439208691,Algeria,ALL,
