date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-05,0,0,,,,,,,101,50,150,101,50,150,101,50,150,2.28820209762,US,,
2020-02-06,0,0,,,,,,,101,50,150,203,99,300,202,100,300,2.28800241321,US,,
2020-02-07,0,0,,,,,,,101,50,150,304,150,450,303,150,450,2.28795810954,US,,
2020-02-08,0,0,,,,,,,101,50,150,406,199,600,404,200,600,2.28790395942,US,,
2020-02-09,0,0,,,,,,,251,114,386,657,332,968,655,314,986,2.28783776786,US,,
2020-02-10,0,0,,,,,,,251,114,386,908,452,1348,906,428,1372,2.28775684793,US,,
2020-02-11,0,0,,,,,,,251,114,386,1159,570,1730,1157,542,1758,2.28765790961,US,,
2020-02-12,0,0,,,,,,,251,114,386,1410,687,2113,1408,656,2144,2.28753692303,US,,
2020-02-13,0,0,,,,,,,399,190,610,1809,899,2701,1807,846,2754,2.28738895026,US,,
2020-02-14,0,0,,,,,,,551,284,835,2359,1190,3529,2358,1130,3589,2.28719218788,US,,
2020-02-15,0,0,,,,,,,748,417,1100,3107,1629,4607,3106,1547,4689,2.28696874614,US,,
2020-02-16,0,0,,,,,,,1393,783,1898,4501,2517,6493,4499,2330,6587,2.28669127315,US,,
2020-02-17,0,0,,,,,,,2193,1359,3001,6694,3966,9416,6692,3689,9588,2.28635307069,US,,
2020-02-18,0,0,,,,,,,2531,1569,3491,9225,5563,12881,9223,5258,13079,2.28593989581,US,,
2020-02-19,0,0,,,,,,,3008,1947,4074,12233,7542,16921,12231,7205,17153,2.28543436002,US,,
2020-02-20,0,0,,,,,,,3109,2016,4213,15241,9511,20978,15340,9221,21366,2.28481462918,US,,
2020-02-21,0,0,,,,,,,3535,2292,4720,18675,11772,25525,18875,11513,26086,2.28405396335,US,,
2020-02-22,0,0,,,,,,,4443,2935,5908,23016,14688,31249,23318,14448,31994,2.28312142824,US,,
2020-02-23,0,0,,,,,,,5269,3529,6940,28184,18227,37995,28587,17977,38934,2.28197825888,US,,
2020-02-24,0,0,,,,,,,6307,4250,8379,34239,22416,45954,34894,22227,47313,2.28057577555,US,,
2020-02-25,0,0,,,,,,,9472,6099,12377,43461,28476,57740,44366,28326,59690,2.278853813,US,,
2020-02-26,0,0,,,,,,,11303,7478,14862,54512,35863,72149,55669,35804,74552,2.2767378979,US,,
2020-02-27,0,0,,,,,,,12222,8042,16205,66483,43788,87916,67891,43846,90757,2.27413672843,US,,
2020-02-28,0,0,,,,,,,14472,9523,19383,80556,53103,106621,82363,53369,110140,2.27093726066,US,,
2020-02-29,1,1,,,,,,,17115,10981,23322,97120,63778,128992,99478,64350,133462,2.26699898973,US,,
2020-03-01,0,1,,,,,,,21819,13764,30147,118191,77146,157864,121297,78114,163609,2.26214736986,US,,
2020-03-02,5,6,,,,,,,26833,16901,37441,143631,93317,193267,148130,95015,201050,2.25616563587,US,,
2020-03-03,1,7,,,,,,,32527,20441,45627,173965,112459,235786,180657,115456,246677,2.24878482288,US,,
2020-03-04,4,11,,,,,,,39052,24210,55003,210486,135158,287204,219709,139666,301680,2.23967104477,US,,
2020-03-05,1,12,,,,,,,47887,29426,67368,255365,162708,350435,267596,169092,369048,2.2284101496,US,,
2020-03-06,2,14,,,,,,,57763,34977,82032,310018,195764,428195,325359,204069,451080,2.21449035882,US,,
2020-03-07,3,17,,,,,,,69063,41646,98442,375546,235206,521888,394422,245715,549522,2.19728405475,US,,
2020-03-08,4,21,,,,,,,81793,49735,116376,452897,282059,632408,476215,295450,665898,2.17603199454,US,,
2020-03-09,1,22,,,,,,,96061,59415,137869,543689,337960,763426,572276,354865,803767,2.14983654737,US,,
2020-03-10,6,28,,,,,,,112181,70975,161657,649563,404667,916845,684457,425840,965424,2.11767598042,US,,
2020-03-11,5,33,,,,,,,128465,82605,183414,768556,481239,1087899,812922,508445,1148838,2.07845764215,US,,
2020-03-12,10,43,,,,,,,144561,96229,199209,901815,569947,1272313,957483,604674,1348047,2.0311302281,US,,
2020-03-13,9,52,,,,,,,160157,106602,216435,1049749,668440,1472525,1117640,711276,1564482,1.97486761254,US,,
2020-03-14,6,58,,,,,,,174522,122146,228197,1209799,780988,1681176,1292162,833422,1792679,1.90931223378,US,,
2020-03-15,12,70,,,,,,,187831,134902,252091,1380515,904891,1909861,1479993,968324,2044770,1.83482739946,US,,
2020-03-16,27,97,,,,,,,199685,146672,261084,1558381,1037947,2140636,1679678,1114996,2305854,1.75267445621,US,,
2020-03-17,34,131,,,,,,,210130,154967,273936,1741678,1176290,2376966,1889808,1269963,2579790,1.66503040798,US,,
2020-03-18,57,188,,,,,,,219311,164257,287345,1928461,1320471,2618522,2109119,1434220,2867135,1.57480508846,US,,
2020-03-19,76,264,,,,,,,227327,171659,298693,2116736,1468214,2862013,2336446,1605879,3165828,1.48528350905,US,,
2020-03-20,97,361,,,,,,,234381,179173,306739,2303231,1618310,3101142,2570827,1785052,3472567,1.39967524664,US,,
2020-03-21,94,455,,,,,,,240483,186704,313250,2485951,1770554,3332155,2811310,1971756,3785817,1.32068009224,US,,
2020-03-22,145,600,,,,,,,245689,191123,319843,2662577,1920395,3553362,3056999,2162879,4105660,1.25017462173,US,,
2020-03-23,183,783,,,,,,,250084,194875,324916,2830868,2065897,3761796,3307083,2357754,4430576,1.18908808179,US,,
2020-03-24,237,1020,,,,,,,253709,198705,327070,2988516,2205398,3950973,3560792,2556459,4757646,1.13747461465,US,,
2020-03-25,312,1332,,,,,,,256617,201962,329040,3132952,2336408,4118374,3817409,2758421,5086686,1.09472610192,US,,
2020-03-26,413,1745,,,,,,,258835,204921,331509,3263322,2458580,4266594,4076244,2963342,5418195,1.05983718956,US,,
2020-03-27,552,2297,,,,,,,260378,207069,331382,3379138,2569228,4398755,4336622,3170411,5749577,1.03164407257,US,,
2020-03-28,634,2931,,,,,,,261269,208446,330556,3480250,2670664,4512821,4597891,3378857,6080133,1.00899531407,US,,
2020-03-29,627,3558,,,,,,,261555,209465,328693,3567284,2757901,4613245,4859446,3588322,6408826,0.990849624667,US,,
2020-03-30,820,4378,,,,,,,261210,210334,326308,3640663,2833336,4687550,5120656,3798656,6735134,0.976316521618,US,,
2020-03-31,1224,5602,,,,,,,260299,210606,324718,3701277,2897517,4751200,5380955,4009262,7059852,0.964660963854,US,,
2020-04-01,1241,6843,,,,,,,258859,210542,322014,3750006,2953435,4799407,5639814,4219804,7381866,0.955289437271,US,,
2020-04-02,1586,8429,,,,,,,256937,209515,318719,3787632,2998930,4830967,5896751,4429319,7700585,0.947728949732,US,,
2020-04-03,1315,9744,,,,,,,254579,207072,314546,3814884,3034178,4846945,6151330,4636391,8015131,0.941605253869,US,,
2020-04-04,1284,11028,,,,,,,251830,204872,309961,3832332,3059575,4850165,6403160,4841263,8325092,0.936623202546,US,,
2020-04-05,1439,12467,,,,,,,248741,202115,306039,3840590,3074824,4843096,6651901,5043378,8631131,0.932550212031,US,,
2020-04-06,1668,14135,,,,,,,245364,199767,301802,3840264,3083150,4825173,6897265,5243145,8932933,0.929202858527,US,,
2020-04-07,2309,16444,,,,,,,241749,197419,296765,3831929,3085409,4797180,7139014,5440564,9229698,0.926436241969,US,,
2020-04-08,2116,18560,,,,,,,237945,193459,291379,3816165,3079784,4761610,7376959,5634023,9521077,0.924135641872,US,,
2020-04-09,2075,20635,,,,,,,233999,189516,286199,3793548,3066838,4718846,7610958,5823539,9807276,0.92221000768,US,,
2020-04-10,2093,22728,,,,,,,229953,185892,280907,3764666,3047321,4668359,7840911,6009431,10088183,0.920586890389,US,,
2020-04-11,2046,24774,,,,,,,225844,182380,275500,3730132,3022278,4612625,8066755,6191811,10363683,0.919208495626,US,,
2020-04-12,1774,26548,,,,,,,221699,179167,269894,3690563,2992779,4552136,8288454,6370978,10633577,0.918028605495,US,,
2020-04-13,1828,28376,,,,,,,217545,175992,264632,3646553,2959209,4488230,8505999,6546970,10898209,0.917010172467,US,,
2020-04-14,2404,30780,,,,,,,213400,172358,258441,3598742,2921230,4420481,8719399,6719328,11156650,0.916123433446,US,,
2020-04-15,2549,33329,,,,,,,209278,168778,253676,3547721,2879425,4349562,8928677,6888106,11410326,0.915207914103,US,,
2020-04-16,2113,35442,,,,,,,205193,165593,248784,3494055,2834473,4276482,9133870,7053699,11659110,0.914430366992,US,,
2020-04-17,2614,38056,,,,,,,201154,162421,243514,3438272,2787369,4201402,9335024,7216120,11902624,0.91379714077,US,,
2020-04-18,2386,40442,,,,,,,197171,159333,238909,3380864,2739635,4125868,9532195,7375453,12141533,0.91331504357,US,,
2020-04-19,1229,41671,,,,,,,193246,156257,234353,3322280,2691022,4050312,9725441,7531710,12375886,0.912914391527,US,,
2020-04-20,1795,43466,,,,,,,189385,153078,229686,3262925,2641998,3974031,9914826,7684788,12605572,0.912552592116,US,,
2020-04-21,2453,45919,,,,,,,185592,149785,225169,3203153,2591986,3897451,10100418,7834573,12830741,0.912227061455,US,,
2020-04-22,2393,48312,,,,,,,181870,146534,220739,3143274,2541021,3821456,10282288,7981107,13051480,0.911916123253,US,,
2020-04-23,2434,50746,,,,,,,178219,143327,216308,3083548,2490795,3746407,10460507,8124434,13267788,0.911632669064,US,,
2020-04-24,2118,52864,,,,,,,174642,140010,212249,3024191,2441242,3672465,10635149,8264444,13480037,0.911410355924,US,,
2020-04-25,1650,54514,,,,,,,171141,136792,208266,2965379,2392108,3599826,10806290,8401236,13688303,0.911245793706,US,,
2020-04-26,1293,55807,,,,,,,167720,133694,204376,2907256,2343400,3528710,10974010,8534930,13892679,0.911142191068,US,,
2020-04-27,1423,57230,,,,,,,164381,130870,200688,2849937,2295078,3459510,11138391,8665800,14093367,0.911084662185,US,,
2020-04-28,2221,59451,,,,,,,161124,128173,196972,2793516,2247234,3391843,11299515,8793973,14290339,0.911080663479,US,,
2020-04-29,2501,61952,,,,,,,157953,125371,193480,2738069,2200229,3326886,11457468,8919344,14483819,0.9111391617,US,,
2020-04-30,2301,64253,,,,,,,154873,122399,190089,2683664,2153839,3263300,11612341,9041743,14673908,0.911265523616,US,,
2020-05-01,1869,66122,,,,,,,151881,119551,186806,2630353,2107786,3201324,11764222,9161294,14860714,0.911481424756,US,,
2020-05-02,1556,67678,,,,,,,148980,116861,183630,2578178,2062213,3141447,11913202,9278155,15044344,0.911801311651,US,,
2020-05-03,1096,68774,,,,,,,146173,114387,180400,2527181,2017258,3082939,12059375,9392542,15224744,0.912239473298,US,,
2020-05-04,1309,70083,,,,,,,143465,111811,177220,2477401,1972802,3025794,12202840,9504353,15401964,0.912812601074,US,,
2020-05-05,2307,72390,,,,,,,140857,109456,174311,2428872,1929169,2970415,12343697,9613809,15576275,0.913540042292,US,,
2020-05-06,2458,74848,,,,,,,138352,107230,171687,2381632,1886606,2916927,12482049,9721039,15747962,0.914442825923,US,,
2020-05-07,1919,76767,,,,,,,135953,105148,169113,2335716,1845216,2865295,12618002,9826187,15917075,0.915542301494,US,,
2020-05-08,1727,78494,,,,,,,133665,103204,166722,2291161,1805096,2815702,12751667,9929391,16083797,0.916859050143,US,,
2020-05-09,1479,79973,,,,,,,131489,101186,164418,2248008,1766283,2767867,12883156,10030577,16248215,0.918411491111,US,,
2020-05-10,879,80852,,,,,,,129430,99215,162225,2206296,1728724,2721826,13012586,10129792,16410440,0.920214264097,US,,
2020-05-11,1013,81865,,,,,,,127491,97435,160101,2166066,1692480,2677552,13140077,10227227,16570541,0.922276561782,US,,
2020-05-12,1612,83477,,,,,,,125674,95892,158213,2127360,1657513,2635072,13265751,10323119,16728754,0.924600686552,US,,
2020-05-13,1754,85231,,,,,,,123983,94334,156253,2090219,1623683,2594349,13389734,10417453,16885007,0.92718117857,US,,
2020-05-14,1774,87005,,,,,,,122422,92938,154449,2054688,1591261,2555321,13512156,10510391,17039456,0.930004868739,US,,
