date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,country,region
2020-02-17,,,,,,,,,129,100,200,129,100,200,129,100,200,Austria,ALL
2020-02-18,,,,,,,,,129,100,200,258,200,400,258,200,400,Austria,ALL
2020-02-19,,,,,,,,,129,100,200,387,300,600,387,300,600,Austria,ALL
2020-02-20,,,,,,,,,129,100,200,516,400,800,516,400,800,Austria,ALL
2020-02-21,,,,,,,,,129,100,200,645,500,1000,645,500,1000,Austria,ALL
2020-02-22,,,,,,,,,129,100,200,774,600,1200,774,600,1200,Austria,ALL
2020-02-23,,,,,,,,,129,100,200,903,700,1400,903,700,1400,Austria,ALL
2020-02-24,,,,,,,,,129,100,200,1032,800,1600,1032,800,1600,Austria,ALL
2020-02-25,,,,,,,,,129,100,200,1161,900,1800,1161,900,1800,Austria,ALL
2020-02-26,,,,,,,,,368,259,560,1529,1159,2360,1529,1159,2360,Austria,ALL
2020-02-27,,,,,,,,,366,259,558,1896,1419,2918,1896,1419,2918,Austria,ALL
2020-02-28,,,,,,,,,388,271,589,2283,1690,3506,2283,1690,3506,Austria,ALL
2020-02-29,,,,,,,,,431,295,651,2715,1985,4156,2715,1985,4156,Austria,ALL
2020-03-01,,,,,,,,,521,346,779,3236,2332,4934,3236,2332,4934,Austria,ALL
2020-03-02,,,,,,,,,661,426,977,3897,2758,5911,3897,2758,5911,Austria,ALL
2020-03-03,,,,,,,,,771,487,1130,4539,3146,6841,4668,3246,7041,Austria,ALL
2020-03-04,,,,,,,,,869,540,1260,5278,3586,7901,5536,3786,8301,Austria,ALL
2020-03-05,,,,,,,,,985,600,1407,6134,4087,9107,6522,4387,9707,Austria,ALL
2020-03-06,,,,,,,,,1123,672,1591,7129,4660,10498,7645,5060,11298,Austria,ALL
2020-03-07,,,,,,,,,1289,762,1807,8289,5322,12104,8934,5822,13104,Austria,ALL
2020-03-08,,,,,,,,,1450,855,2001,9610,6078,13905,10385,6678,15105,Austria,ALL
2020-03-09,,,,,,,,,1595,949,2161,11077,6927,15865,11980,7627,17265,Austria,ALL
2020-03-10,,,,,,,,,1725,1046,2330,12673,7874,17994,13705,8674,19594,Austria,ALL
2020-03-11,,,,,,,,,1838,1149,2431,14382,8923,20225,15544,9823,22025,Austria,ALL
2020-03-12,1,1,,,,,,,1932,1255,2512,15946,9919,22177,17476,11079,24537,Austria,ALL
2020-03-13,0,1,,,,,,,1997,1360,2583,17577,11021,24201,19473,12440,27119,Austria,ALL
2020-03-14,0,1,,,,,,,2031,1450,2644,19220,12200,26257,21504,13890,29762,Austria,ALL
2020-03-15,0,1,,,,,,,2039,1524,2683,20829,13428,28289,23543,15414,32445,Austria,ALL
2020-03-16,2,3,,,,,,,2028,1557,2691,22335,14639,30201,25571,16972,35135,Austria,ALL
2020-03-17,0,3,,,,,,,2002,1554,2678,23676,15768,31902,27573,18527,37813,Austria,ALL
2020-03-18,1,4,,,,,,,1966,1535,2640,24871,16815,33412,29539,20062,40453,Austria,ALL
2020-03-19,2,6,,,,,,,1922,1521,2591,25925,17796,34743,31461,21583,43043,Austria,ALL
2020-03-20,0,6,,,,,,,1875,1458,2506,26814,18654,35842,33336,23042,45549,Austria,ALL
2020-03-21,2,8,,,,,,,1825,1419,2418,27516,19401,36669,35161,24462,47966,Austria,ALL
2020-03-22,8,16,,,,,,,1776,1379,2329,28003,20019,37190,36937,25841,50294,Austria,ALL
2020-03-23,5,21,,,,,,,1728,1321,2268,28281,20484,37457,38666,27163,52562,Austria,ALL
2020-03-24,7,28,,,,,,,1681,1265,2188,28367,20800,37484,40347,28428,54749,Austria,ALL
2020-03-25,2,30,,,,,,,1636,1211,2132,28277,20965,37286,41982,29639,56880,Austria,ALL
2020-03-26,19,49,,,,,,,1592,1157,2090,28031,20974,36946,43574,30797,58970,Austria,ALL
2020-03-27,9,58,,,,,,,1549,1111,2072,27648,20829,36506,45124,31908,61042,Austria,ALL
2020-03-28,10,68,,,,,,,1509,1053,2035,27160,20522,35958,46632,32962,63076,Austria,ALL
2020-03-29,18,86,,,,,,,1470,997,2002,26599,20069,35315,48103,33960,65077,Austria,ALL
2020-03-30,22,108,,,,,,,1433,952,1987,25992,19497,34619,49535,34912,67064,Austria,ALL
2020-03-31,20,128,,,,,,,1397,908,1999,25361,18848,33928,50932,35821,69062,Austria,ALL
2020-04-01,18,146,,,,,,,1363,862,1998,24722,18155,33248,52295,36683,71060,Austria,ALL
2020-04-02,12,158,,,,,,,1330,818,1992,24086,17439,32599,53625,37501,73051,Austria,ALL
2020-04-03,10,168,,,,,,,1298,777,1977,23462,16695,31986,54923,38279,75028,Austria,ALL
2020-04-04,18,186,,,,,,,1268,739,1975,22856,15976,31454,56191,39018,77003,Austria,ALL
2020-04-05,18,204,,,,,,,1239,703,1967,22269,15260,31004,57430,39722,78970,Austria,ALL
2020-04-06,16,220,,,,,,,1211,670,1966,21704,14551,30641,58641,40392,80935,Austria,ALL
2020-04-07,23,243,,,,,,,1184,638,1954,21160,13868,30327,59825,41031,82888,Austria,ALL
2020-04-08,30,273,,,,,,,1158,609,1961,20637,13213,30100,60984,41641,84849,Austria,ALL
2020-04-09,22,295,,,,,,,1133,581,1959,20134,12583,29928,62117,42223,86807,Austria,ALL
2020-04-10,24,319,,,,,,,1109,555,1950,19652,11981,29787,63226,42779,88757,Austria,ALL
2020-04-11,18,337,,,,,,,1086,531,1943,19189,11401,29658,64313,43310,90700,Austria,ALL
2020-04-12,13,350,,,,,,,1064,508,1940,18744,10856,29563,65377,43819,92639,Austria,ALL
2020-04-13,18,368,,,,,,,1042,487,1937,18317,10346,29498,66419,44306,94575,Austria,ALL
2020-04-14,16,384,,,,,,,1022,466,1938,17906,9860,29450,67441,44773,96513,Austria,ALL
2020-04-15,9,393,,,,,,,1002,447,1927,17510,9400,29378,68442,45221,98440,Austria,ALL
2020-04-16,17,410,,,,,,,982,429,1931,17130,8968,29311,69425,45651,100370,Austria,ALL
2020-04-17,21,431,,,,,,,963,413,1940,16763,8562,29259,70388,46064,102310,Austria,ALL
2020-04-18,12,443,,,,,,,945,397,1950,16410,8182,29232,71333,46461,104259,Austria,ALL
2020-04-19,9,452,,,,,,,928,382,1959,16070,7824,29215,72261,46843,106218,Austria,ALL
2020-04-20,18,470,,,,,,,910,367,1967,15741,7488,29215,73171,47211,108185,Austria,ALL
2020-04-21,21,491,,,,,,,894,354,1976,15424,7173,29226,74065,47566,110160,Austria,ALL
2020-04-22,19,510,,,,,,,878,341,1984,15118,6876,29257,74943,47908,112144,Austria,ALL
2020-04-23,12,522,,,,,,,862,329,1981,14821,6596,29276,75805,48237,114125,Austria,ALL
2020-04-24,8,530,,,,,,,847,318,1979,14535,6333,29296,76652,48556,116103,Austria,ALL
2020-04-25,,,13,7,20,543,537,550,832,307,1986,14258,6085,29333,77484,48864,118089,Austria,ALL
2020-04-26,,,13,7,20,556,545,570,818,297,1994,13989,5851,29383,78302,49161,120082,Austria,ALL
2020-04-27,,,12,7,20,568,552,590,804,287,2001,13729,5630,29445,79105,49449,122083,Austria,ALL
2020-04-28,,,12,6,20,580,559,609,790,278,2008,13476,5421,29516,79895,49727,124090,Austria,ALL
2020-04-29,,,12,6,20,592,565,629,777,269,2015,13231,5224,29593,80672,49997,126105,Austria,ALL
2020-04-30,,,12,6,20,604,571,648,763,261,1987,12993,5037,29653,81435,50258,128092,Austria,ALL
2020-05-01,,,11,5,20,615,577,668,751,253,1980,12761,4860,29701,82186,50512,130071,Austria,ALL
2020-05-02,,,11,5,20,626,583,688,738,245,1972,12536,4693,29732,82924,50757,132042,Austria,ALL
2020-05-03,,,11,5,20,637,588,707,726,238,1963,12317,4534,29746,83650,50996,134005,Austria,ALL
2020-05-04,,,11,5,20,648,593,726,714,231,1955,12104,4383,29742,84364,51227,135959,Austria,ALL
2020-05-05,,,10,4,20,658,598,746,702,224,1946,11896,4240,29721,85067,51451,137905,Austria,ALL
2020-05-06,,,10,4,20,669,603,765,691,218,1937,11693,4103,29682,85758,51670,139842,Austria,ALL
2020-05-07,,,10,4,20,679,607,784,680,211,1928,11495,3973,29626,86438,51882,141769,Austria,ALL
2020-05-08,,,10,4,20,688,612,804,669,205,1919,11302,3850,29563,87107,52087,143688,Austria,ALL
