date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,country,region
2020-02-17,,,,,,,,,141,100,200,141,100,200,Austria,ALL
2020-02-18,,,,,,,,,141,100,200,283,200,400,Austria,ALL
2020-02-19,,,,,,,,,141,100,200,424,300,600,Austria,ALL
2020-02-20,,,,,,,,,141,100,200,565,400,800,Austria,ALL
2020-02-21,,,,,,,,,141,100,200,706,500,1000,Austria,ALL
2020-02-22,,,,,,,,,141,100,200,848,600,1200,Austria,ALL
2020-02-23,,,,,,,,,141,100,200,989,700,1400,Austria,ALL
2020-02-24,,,,,,,,,141,100,200,1130,800,1600,Austria,ALL
2020-02-25,,,,,,,,,141,100,200,1271,900,1800,Austria,ALL
2020-02-26,,,,,,,,,397,279,552,1668,1179,2352,Austria,ALL
2020-02-27,,,,,,,,,395,278,548,2063,1457,2900,Austria,ALL
2020-02-28,,,,,,,,,417,294,575,2480,1751,3475,Austria,ALL
2020-02-29,,,,,,,,,461,325,631,2941,2076,4107,Austria,ALL
2020-03-01,,,,,,,,,553,389,747,3494,2465,4854,Austria,ALL
2020-03-02,,,,,,,,,696,489,926,4191,2954,5780,Austria,ALL
2020-03-03,,,,,,,,,807,568,1058,4856,3422,6637,Austria,ALL
2020-03-04,,,,,,,,,902,638,1163,5616,3960,7600,Austria,ALL
2020-03-05,,,,,,,,,1014,721,1281,6489,4581,8682,Austria,ALL
2020-03-06,,,,,,,,,1147,821,1430,7494,5302,9911,Austria,ALL
2020-03-07,,,,,,,,,1307,946,1623,8660,6148,11334,Austria,ALL
2020-03-08,,,,,,,,,1465,1077,1816,9984,7125,12950,Austria,ALL
2020-03-09,,,,,,,,,1613,1210,1963,11455,8236,14713,Austria,ALL
2020-03-10,,,,,,,,,1754,1351,2094,13068,9487,16607,Austria,ALL
2020-03-11,,,,,,,,,1891,1503,2250,14818,10889,18657,Austria,ALL
2020-03-12,1,1,,,,,,,2019,1663,2369,16440,12273,20474,Austria,ALL
2020-03-13,0,1,,,,,,,2128,1812,2502,18173,13808,22428,Austria,ALL
2020-03-14,0,1,,,,,,,2209,1933,2591,19965,15447,24444,Austria,ALL
2020-03-15,0,1,,,,,,,2262,1979,2672,21766,17101,26485,Austria,ALL
2020-03-16,2,3,,,,,,,2288,1977,2679,23500,18689,28417,Austria,ALL
2020-03-17,0,3,,,,,,,2290,1984,2673,25094,20184,30164,Austria,ALL
2020-03-18,1,4,,,,,,,2270,1954,2668,26557,21570,31775,Austria,ALL
2020-03-19,2,6,,,,,,,2231,1912,2673,27887,22843,33285,Austria,ALL
2020-03-20,0,6,,,,,,,2180,1834,2627,29052,23956,34631,Austria,ALL
2020-03-21,2,8,,,,,,,2119,1747,2611,30025,24882,35812,Austria,ALL
2020-03-22,8,16,,,,,,,2054,1645,2578,30772,25582,36767,Austria,ALL
2020-03-23,5,21,,,,,,,1985,1545,2523,31292,26050,37475,Austria,ALL
2020-03-24,7,28,,,,,,,1916,1460,2459,31595,26299,37970,Austria,ALL
2020-03-25,2,30,,,,,,,1845,1360,2419,31686,26308,38295,Austria,ALL
2020-03-26,19,49,,,,,,,1776,1268,2352,31571,26073,38398,Austria,ALL
2020-03-27,9,58,,,,,,,1709,1184,2324,31261,25593,38352,Austria,ALL
2020-03-28,10,68,,,,,,,1643,1101,2293,30777,24883,38144,Austria,ALL
2020-03-29,18,86,,,,,,,1581,1025,2261,30148,23974,37814,Austria,ALL
2020-03-30,22,108,,,,,,,1521,954,2218,29407,22949,37360,Austria,ALL
2020-03-31,20,128,,,,,,,1463,883,2172,28583,21855,36853,Austria,ALL
