date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-25,,,,,,,,,55,28,74,55,28,74,55,28,74,1.68137254902,1.2,2,Canada,ALL,Alberta
2020-02-26,,,,,,,,,55,28,74,111,56,148,111,56,148,1.68031814927,1.19958493165,1.9998795304,Canada,ALL,Alberta
2020-02-27,,,,,,,,,55,28,74,166,84,222,166,84,222,1.6799928579,1.19947016954,1.99982848737,Canada,ALL,Alberta
2020-02-28,,,,,,,,,55,28,74,222,112,296,222,112,296,1.67956553048,1.19932312735,1.99975582152,Canada,ALL,Alberta
2020-02-29,,,,,,,,,55,28,74,277,140,370,277,140,370,1.67900369901,1.1991345484,1.9996522588,Canada,ALL,Alberta
2020-03-01,,,,,,,,,55,28,74,333,169,444,333,169,444,1.6782644981,1.19889247377,1.9995057558,Canada,ALL,Alberta
2020-03-02,,,,,,,,,55,28,74,388,197,518,388,197,518,1.67729138319,1.19853479578,1.99929920532,Canada,ALL,Alberta
2020-03-03,,,,,,,,,55,28,74,444,225,592,444,225,592,1.67600988247,1.19797401417,1.99900715921,Canada,ALL,Alberta
2020-03-04,,,,,,,,,55,28,74,499,253,666,499,253,666,1.67432216272,1.19712365553,1.9985872773,Canada,ALL,Alberta
2020-03-05,,,,,,,,,147,78,213,647,332,879,647,332,879,1.67200983056,1.19578347003,1.997915618,Canada,ALL,Alberta
2020-03-06,,,,,,,,,147,78,211,793,410,1089,793,410,1089,1.66907591043,1.19394927781,1.99705018293,Canada,ALL,Alberta
2020-03-07,,,,,,,,,154,82,223,947,493,1312,947,493,1312,1.66520715518,1.19131543557,1.99580681921,Canada,ALL,Alberta
2020-03-08,,,,,,,,,168,92,249,1115,585,1560,1115,585,1560,1.6601484858,1.18821742008,1.99405879256,Canada,ALL,Alberta
2020-03-09,,,,,,,,,198,110,302,1313,696,1861,1313,696,1861,1.6535536626,1.18495779578,1.9915952791,Canada,ALL,Alberta
2020-03-10,,,,,,,,,245,139,382,1558,835,2243,1558,835,2243,1.64499781488,1.18073392897,1.9881168166,Canada,ALL,Alberta
2020-03-11,,,,,,,,,280,159,445,1782,967,2613,1838,995,2687,1.63397378265,1.17307747311,1.98320870576,Canada,ALL,Alberta
2020-03-12,,,,,,,,,309,176,500,2036,1115,3039,2147,1171,3187,1.61990431764,1.1623963519,1.9762998455,Canada,ALL,Alberta
2020-03-13,,,,,,,,,343,193,566,2323,1280,3530,2490,1364,3752,1.60217848086,1.14825052006,1.96662155206,Canada,ALL,Alberta
2020-03-14,,,,,,,,,382,211,639,2649,1463,4094,2871,1576,4390,1.58020117016,1.13349849577,1.95387496089,Canada,ALL,Alberta
2020-03-15,,,,,,,,,428,233,725,3022,1668,4745,3300,1809,5115,1.55347390775,1.11906412603,1.93674464381,Canada,ALL,Alberta
2020-03-16,,,,,,,,,474,252,811,3441,1892,5482,3774,2061,5926,1.52169080371,1.10268328191,1.91027561239,Canada,ALL,Alberta
2020-03-17,,,,,,,,,516,271,896,3901,2135,6303,4290,2332,6821,1.48481889018,1.08017300873,1.87525845757,Canada,ALL,Alberta
2020-03-18,,,,,,,,,556,287,962,4401,2394,7190,4845,2620,7782,1.44314133128,1.05516125158,1.83246519435,Canada,ALL,Alberta
2020-03-19,,,,,,,,,594,304,1050,4940,2671,8166,5439,2924,8832,1.39724715686,1.02505682776,1.78759293117,Canada,ALL,Alberta
2020-03-20,1,1,,,,,,,632,315,1130,5424,2907,9083,6071,3240,9961,1.34798460053,0.993570822108,1.73369687148,Canada,ALL,Alberta
