date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-25,,,,,,,,,56,29,74,56,29,74,56,29,74,1.68382352941,1.2,2,Canada,ALL,Alberta
2020-02-26,,,,,,,,,56,29,74,112,58,148,112,58,148,1.68274863956,1.19973515763,1.99983964612,Canada,ALL,Alberta
2020-02-27,,,,,,,,,56,29,74,168,87,222,168,87,222,1.68241559569,1.19965077859,1.99976869786,Canada,ALL,Alberta
2020-02-28,,,,,,,,,56,29,74,224,116,296,224,116,296,1.68197778667,1.19954761074,1.99966631626,Canada,ALL,Alberta
2020-02-29,,,,,,,,,56,29,74,280,145,370,280,145,370,1.68140183635,1.19941400203,1.99952114901,Canada,ALL,Alberta
2020-03-01,,,,,,,,,56,29,74,336,174,444,336,174,444,1.68064368709,1.19924099828,1.9993232738,Canada,ALL,Alberta
2020-03-02,,,,,,,,,56,29,74,392,203,518,392,203,518,1.67964523767,1.1990170309,1.99905415977,Canada,ALL,Alberta
2020-03-03,,,,,,,,,56,29,74,448,232,592,448,232,592,1.67832999753,1.19870857142,1.99870449006,Canada,ALL,Alberta
2020-03-04,,,,,,,,,56,29,74,504,261,666,504,261,666,1.67659753762,1.19821833751,1.99813481991,Canada,ALL,Alberta
2020-03-05,,,,,,,,,149,81,210,653,342,876,653,342,876,1.6742252893,1.19752458659,1.99726266972,Canada,ALL,Alberta
2020-03-06,,,,,,,,,148,80,209,801,423,1085,801,423,1085,1.67121378135,1.19679771787,1.99618274892,Canada,ALL,Alberta
2020-03-07,,,,,,,,,155,85,222,956,508,1307,956,508,1307,1.66724371257,1.19582964007,1.99470373675,Canada,ALL,Alberta
2020-03-08,,,,,,,,,170,93,248,1125,602,1555,1125,602,1555,1.66205411759,1.19444103407,1.99253214684,Canada,ALL,Alberta
2020-03-09,,,,,,,,,200,109,301,1325,712,1855,1325,712,1855,1.65529172868,1.1925988919,1.98948884257,Canada,ALL,Alberta
2020-03-10,,,,,,,,,247,133,379,1572,845,2234,1572,845,2234,1.64652406512,1.19016029682,1.98521276675,Canada,ALL,Alberta
2020-03-11,,,,,,,,,283,153,438,1799,970,2598,1855,999,2672,1.63523653844,1.18694046212,1.97940052065,Canada,ALL,Alberta
2020-03-12,,,,,,,,,312,165,486,2055,1106,3010,2167,1164,3158,1.62084618718,1.18276079515,1.97177138273,Canada,ALL,Alberta
2020-03-13,,,,,,,,,346,182,547,2345,1260,3482,2513,1347,3704,1.60274076338,1.17833372294,1.96321078628,Canada,ALL,Alberta
2020-03-14,,,,,,,,,385,204,608,2674,1435,4015,2898,1551,4311,1.58033231568,1.17284798563,1.95247912004,Canada,ALL,Alberta
2020-03-15,,,,,,,,,432,229,693,3051,1636,4634,3331,1781,5004,1.55314360585,1.16609593898,1.93477226201,Canada,ALL,Alberta
2020-03-16,,,,,,,,,478,254,768,3473,1862,5327,3809,2036,5771,1.5209100887,1.14657244755,1.90811035431,Canada,ALL,Alberta
2020-03-17,,,,,,,,,520,276,846,3936,2109,6099,4328,2312,6617,1.48366357571,1.13144625373,1.8716397166,Canada,ALL,Alberta
2020-03-18,,,,,,,,,560,293,926,4440,2374,6951,4888,2606,7543,1.44177169687,1.11015318733,1.82277652445,Canada,ALL,Alberta
2020-03-19,,,,,,,,,598,312,999,4982,2657,7875,5486,2918,8541,1.39591357306,1.06072184697,1.75910858508,Canada,ALL,Alberta
2020-03-20,1,1,,,,,,,635,324,1070,5469,2901,8735,6121,3243,9611,1.34701042557,1.03023728648,1.71922859799,Canada,ALL,Alberta
2020-03-21,0,1,,,,,,,669,332,1140,5989,3153,9665,6790,3576,10750,1.29614094015,1.0008029246,1.68650264364,Canada,ALL,Alberta
2020-03-22,0,1,,,,,,,696,341,1207,6530,3409,10650,7486,3918,11957,1.24446434459,0.97095548294,1.64431877679,Canada,ALL,Alberta
2020-03-23,0,1,,,,,,,717,348,1248,7077,3664,11650,8203,4266,13204,1.19315932849,0.940335129827,1.5771355361,Canada,ALL,Alberta
2020-03-24,0,1,,,,,,,732,350,1294,7609,3904,12643,8934,4616,14498,1.14337346575,0.913686918718,1.49662925111,Canada,ALL,Alberta
2020-03-25,1,2,,,,,,,741,352,1332,8104,4123,13595,9676,4969,15829,1.09617516429,0.885776822227,1.41881139065,Canada,ALL,Alberta
2020-03-26,0,2,,,,,,,746,357,1359,8567,4327,14516,10422,5326,17187,1.05250174012,0.85888050379,1.34582237521,Canada,ALL,Alberta
2020-03-27,0,2,,,,,,,745,360,1352,9000,4522,15381,11167,5687,18539,1.01310088746,0.834086278112,1.2489667376,Canada,ALL,Alberta
2020-03-28,0,2,,,,,,,740,364,1336,9394,4704,16171,11907,6051,19874,0.978471091826,0.813927778136,1.18844758525,Canada,ALL,Alberta
2020-03-29,0,2,,,,,,,732,366,1316,9741,4867,16880,12639,6418,21190,0.948818021359,0.801463793789,1.12821467461,Canada,ALL,Alberta
2020-03-30,1,3,,,,,,,721,369,1301,10029,5006,17488,13360,6787,22491,0.924049386591,0.784366495366,1.06625725059,Canada,ALL,Alberta
2020-03-31,5,8,,,,,,,708,371,1280,10259,5123,18000,14068,7159,23771,0.903819132962,0.762916732165,1.03184681107,Canada,ALL,Alberta
2020-04-01,1,9,,,,,,,694,372,1246,10434,5218,18400,14762,7531,25017,0.88760899577,0.752978848494,0.999984630431,Canada,ALL,Alberta
2020-04-02,4,13,,,,,,,680,365,1194,10554,5290,18668,15442,7896,26211,0.874820356151,0.743755118355,0.981936707984,Canada,ALL,Alberta
2020-04-03,0,13,,,,,,,665,357,1164,10621,5335,18834,16107,8254,27374,0.864851716996,0.731664669035,0.96773235451,Canada,ALL,Alberta
2020-04-04,5,18,,,,,,,650,357,1110,10635,5368,18874,16757,8612,28484,0.857150136138,0.722406218463,0.959851360835,Canada,ALL,Alberta
2020-04-05,2,20,,,,,,,635,350,1067,10601,5386,18801,17391,8962,29550,0.851237159546,0.715621654965,0.957083873848,Canada,ALL,Alberta
2020-04-06,3,23,,,,,,,620,341,1030,10525,5385,18624,18011,9303,30580,0.84671589778,0.711152329328,0.954976397696,Canada,ALL,Alberta
2020-04-07,1,24,,,,,,,605,330,998,10413,5367,18374,18616,9634,31578,0.843266764053,0.708010534906,0.952592923296,Canada,ALL,Alberta
2020-04-08,2,26,,,,,,,591,323,975,10272,5340,18055,19206,9957,32552,0.840637765119,0.705638591363,0.951615790815,Canada,ALL,Alberta
2020-04-09,3,29,,,,,,,577,315,954,10107,5303,17676,19783,10273,33505,0.838633125415,0.703559980007,0.950809960908,Canada,ALL,Alberta
2020-04-10,3,32,,,,,,,563,307,924,9925,5254,17241,20346,10580,34428,0.837102315674,0.702360528037,0.950036540497,Canada,ALL,Alberta
2020-04-11,8,40,,,,,,,550,298,895,9729,5192,16785,20896,10879,35323,0.835930425118,0.701265222204,0.949562671774,Canada,ALL,Alberta
2020-04-12,0,40,,,,,,,537,289,859,9527,5117,16308,21434,11169,36182,0.835030160876,0.70023578819,0.949292137494,Canada,ALL,Alberta
2020-04-13,6,46,,,,,,,525,278,840,9320,5029,15832,21959,11448,37021,0.83433542285,0.699498324015,0.948984767197,Canada,ALL,Alberta
2020-04-14,2,48,,,,,,,513,268,815,9112,4928,15345,22472,11716,37836,0.833796257661,0.699044108109,0.948718466411,Canada,ALL,Alberta
2020-04-15,0,48,,,,,,,502,259,793,8905,4817,14858,22973,11976,38628,0.833374954724,0.698670900061,0.94852575822,Canada,ALL,Alberta
2020-04-16,0,48,,,,,,,490,252,783,8701,4697,14395,23464,12228,39411,0.833043056774,0.698282955992,0.948394614479,Canada,ALL,Alberta
2020-04-17,2,50,,,,,,,479,244,769,8501,4576,13969,23943,12473,40179,0.832779086789,0.698033938658,0.948242044734,Canada,ALL,Alberta
2020-04-18,1,51,,,,,,,469,239,754,8305,4458,13559,24412,12712,40933,0.83256682788,0.6978723859,0.948159719022,Canada,ALL,Alberta
2020-04-19,0,51,,,,,,,459,234,738,8114,4334,13188,24871,12946,41671,0.8323940256,0.697779968363,0.948043574895,Canada,ALL,Alberta
2020-04-20,8,59,,,,,,,449,228,726,7929,4212,12846,25320,13175,42396,0.832249909026,0.697625315518,0.947947068854,Canada,ALL,Alberta
2020-04-21,2,61,,,,,,,439,218,714,7748,4089,12530,25759,13393,43109,0.832126726867,0.697539816224,0.947852597853,Canada,ALL,Alberta
2020-04-22,5,66,,,,,,,430,211,702,7573,3970,12234,26189,13605,43811,0.832022221291,0.697438368253,0.947787172351,Canada,ALL,Alberta
2020-04-23,2,68,,,,,,,421,203,690,7403,3850,11949,26610,13808,44500,0.831934431908,0.697365286764,0.947715847378,Canada,ALL,Alberta
2020-04-24,4,72,,,,,,,412,194,676,7238,3730,11671,27021,14003,45176,0.83185906316,0.697334414915,0.947658129758,Canada,ALL,Alberta
2020-04-25,1,73,,,,,,,403,187,661,7078,3609,11409,27425,14190,45837,0.831796983404,0.697285790632,0.947603590379,Canada,ALL,Alberta
2020-04-26,0,73,,,,,,,395,181,646,6923,3492,11160,27820,14372,46482,0.831753330069,0.697293487426,0.947549860016,Canada,ALL,Alberta
2020-04-27,2,75,,,,,,,387,175,639,6773,3378,10939,28206,14547,47120,0.831717357779,0.697293201836,0.947497163001,Canada,ALL,Alberta
2020-04-28,5,80,,,,,,,379,169,630,6626,3269,10729,28585,14717,47750,0.83169361861,0.697273503074,0.94744687682,Canada,ALL,Alberta
2020-04-29,7,87,,,,,,,371,164,625,6484,3164,10539,28956,14881,48374,0.831680384111,0.697255219388,0.947415224934,Canada,ALL,Alberta
2020-04-30,3,90,,,,,,,363,159,617,6346,3064,10363,29319,15040,48991,0.831676695413,0.697260692561,0.947391595172,Canada,ALL,Alberta
2020-05-01,2,92,,,,,,,356,155,609,6212,2967,10189,29675,15196,49599,0.831687873854,0.697269466349,0.947384400871,Canada,ALL,Alberta
