date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,country,region
2020-01-31,0,0,,,,,,,100,100,100,100,100,100,US,
2020-02-01,0,0,,,,,,,100,100,100,200,200,200,US,
2020-02-02,0,0,,,,,,,100,100,100,300,300,300,US,
2020-02-03,0,0,,,,,,,100,100,100,400,400,400,US,
2020-02-04,0,0,,,,,,,100,100,100,500,500,500,US,
2020-02-05,0,0,,,,,,,100,100,100,600,600,600,US,
2020-02-06,0,0,,,,,,,100,100,100,700,700,700,US,
2020-02-07,0,0,,,,,,,100,100,100,800,800,800,US,
2020-02-08,0,0,,,,,,,100,100,100,900,900,900,US,
2020-02-09,0,0,,,,,,,262,259,279,1162,1159,1179,US,
2020-02-10,0,0,,,,,,,261,258,279,1423,1417,1458,US,
2020-02-11,0,0,,,,,,,273,270,294,1696,1687,1752,US,
2020-02-12,0,0,,,,,,,298,294,325,1994,1981,2077,US,
2020-02-13,0,0,,,,,,,351,344,390,2345,2325,2467,US,
2020-02-14,0,0,,,,,,,577,522,691,2922,2847,3158,US,
2020-02-15,0,0,,,,,,,767,682,1072,3588,3429,4130,US,
2020-02-16,0,0,,,,,,,930,832,1443,4418,4161,5473,US,
2020-02-17,0,0,,,,,,,993,891,1529,5311,4952,6902,US,
2020-02-18,0,0,,,,,,,1747,1559,2635,6957,6411,9437,US,
2020-02-19,0,0,,,,,,,2366,1894,3418,9223,8205,12755,US,
2020-02-20,0,0,,,,,,,2566,2082,3663,11690,10187,16318,US,
2020-02-21,0,0,,,,,,,2995,2470,4315,14585,12556,20533,US,
2020-02-22,0,0,,,,,,,3988,3062,5785,18473,15518,26218,US,
2020-02-23,0,0,,,,,,,4503,3465,6504,22876,18883,32622,US,
2020-02-24,0,0,,,,,,,5906,4601,8905,28521,23225,41248,US,
2020-02-25,0,0,,,,,,,7179,5505,11399,35438,28472,52368,US,
2020-02-26,0,0,,,,,,,7605,5864,11996,42773,34066,64070,US,
2020-02-27,0,0,,,,,,,10429,7942,16207,52904,41714,79953,US,
2020-02-28,0,0,,,,,,,11946,8800,18576,64500,50168,98140,US,
2020-02-29,0,0,,,,,,,13274,9678,20880,77196,59324,118329,US,
2020-03-01,0,0,,,,,,,15904,11445,25338,92336,70087,142594,US,
2020-03-02,0,0,,,,,,,20706,14368,33012,112109,83622,174167,US,
2020-03-03,0,0,,,,,,,24940,16971,39699,136056,99701,212335,US,
2020-03-04,10,10,,,,,,,31323,20934,50346,165631,119075,260047,US,
2020-03-05,1,11,,,,,,,37893,24774,61149,201158,141955,317776,US,
2020-03-06,3,14,,,,,,,45115,28790,73092,243706,168662,387212,US,
2020-03-07,2,16,,,,,,,54601,33992,88901,295311,200187,471794,US,
2020-03-08,2,18,,,,,,,65635,39953,106551,356958,237074,572560,US,
2020-03-09,4,22,,,,,,,78770,47327,127037,431226,280936,693097,US,
2020-03-10,2,24,,,,,,,93696,56048,148714,519008,332380,832909,US,
2020-03-11,3,27,,,,,,,109480,65561,168411,621309,392428,989922,US,
2020-03-12,9,36,,,,,,,126216,76409,185958,739915,462972,1163885,US,
2020-03-13,3,39,,,,,,,142368,88281,202348,871850,543308,1350032,US,
2020-03-14,10,49,,,,,,,157189,101385,215475,1017097,635886,1546931,US,
2020-03-15,11,60,,,,,,,169833,114824,227033,1173654,741035,1753082,US,
2020-03-16,11,71,,,,,,,179341,125893,235040,1337090,855480,1962787,US,
2020-03-17,19,90,,,,,,,185783,132220,244707,1502169,973338,2174480,US,
2020-03-18,22,112,,,,,,,189065,132597,253784,1666293,1088961,2388570,US,
2020-03-19,48,160,,,,,,,189421,125133,260774,1824399,1193162,2598999,US,
2020-03-20,59,219,,,,,,,187173,115321,265780,1973679,1283708,2803627,US,
2020-03-21,53,272,,,,,,,182600,104945,268947,2111167,1359861,2999476,US,
2020-03-22,126,398,,,,,,,176042,94791,267714,2232603,1420659,3178295,US,
2020-03-23,73,471,,,,,,,168072,85260,265112,2335044,1465966,3336858,US,
2020-03-24,203,674,,,,,,,159246,76902,260005,2415517,1495533,3469822,US,
2020-03-25,225,899,,,,,,,150032,69273,251799,2471857,1508758,3572913,US,
2020-03-26,264,1163,,,,,,,140750,62605,245055,2503132,1505800,3649552,US,
2020-03-27,367,1530,,,,,,,131605,56461,234223,2508522,1485853,3697816,US,
2020-03-28,435,1965,,,,,,,122735,50832,221886,2488894,1448405,3717351,US,
2020-03-29,463,2428,,,,,,,114246,45802,210708,2445949,1392826,3712580,US,
2020-03-30,511,2939,,,,,,,106208,41377,199106,2382326,1319379,3684648,US,
2020-03-31,807,3746,,,,,,,98653,37401,188475,2301642,1230893,3638086,US,
2020-04-01,954,4700,,,,,,,91602,33812,177929,2207452,1132483,3571313,US,
2020-04-02,1084,5784,,,,,,,85035,30602,167527,2103425,1030489,3485056,US,
2020-04-03,1178,6962,,,,,,,78959,27779,157539,1992957,933137,3381817,US,
2020-04-04,1351,8313,,,,,,,73338,25277,147724,1879129,843091,3263773,US,
2020-04-05,1185,9498,,,,,,,68165,23114,139171,1764680,761259,3133991,US,
2020-04-06,1180,10678,,,,,,,63388,21195,131039,1652030,687663,2997320,US,
2020-04-07,1943,12621,,,,,,,59001,19494,122977,1542967,621901,2855187,US,
2020-04-08,1874,14495,,,,,,,54978,17958,114854,1438693,562953,2710037,US,
2020-04-09,,,1878,1288,2593,16373,15783,17088,51271,16632,107180,1339928,510309,2565412,US,
2020-04-10,,,1901,1230,2732,18266,17013,19821,47871,15464,100658,1247050,463166,2421016,US,
2020-04-11,,,1891,1145,2796,20161,18157,22619,44742,14416,94739,1160191,421123,2281531,US,
2020-04-12,,,1850,1056,2837,22012,19212,25460,41874,13467,88933,1079323,383759,2148577,US,
2020-04-13,,,1787,960,2857,23794,20172,28317,39235,12605,83483,1004308,350559,2021355,US,
2020-04-14,,,1702,866,2826,25496,21036,31143,36801,11816,78657,934907,320994,1900902,US,
2020-04-15,,,1608,777,2765,27103,21814,33914,34564,11101,74151,870823,294689,1786581,US,
2020-04-16,,,1510,700,2686,28615,22518,36603,32508,10460,69858,811726,271330,1678512,US,
2020-04-17,,,1414,632,2574,30031,23147,39181,30606,9872,65876,757292,250598,1576856,US,
2020-04-18,,,1324,569,2458,31351,23714,41639,28845,9334,62187,707182,232157,1481507,US,
2020-04-19,,,1231,511,2310,32584,24222,43949,27223,8855,58766,661065,215733,1392544,US,
2020-04-20,,,1142,456,2157,33724,24677,46109,25722,8406,55561,618627,201025,1308938,US,
2020-04-21,,,1065,411,1989,34781,25088,48101,24326,7998,52601,579562,187830,1230494,US,
2020-04-22,,,984,366,1864,35770,25449,49968,23038,7624,49805,543594,175967,1157321,US,
2020-04-23,,,914,324,1758,36679,25776,51730,21834,7285,47202,510457,165296,1089670,US,
2020-04-24,,,846,292,1660,37528,26066,53393,20717,6972,44773,479903,155639,1027268,US,
2020-04-25,,,783,261,1564,38312,26329,54957,19678,6687,42456,451707,146867,969061,US,
2020-04-26,,,728,234,1473,39038,26558,56434,18706,6420,40288,425671,138871,914610,US,
2020-04-27,,,674,210,1380,39714,26772,57815,17799,6180,38280,401597,131589,863960,US,
2020-04-28,,,623,190,1305,40332,26959,59123,16948,5946,36390,379312,124930,816870,US,
2020-04-29,,,577,172,1220,40917,27134,60346,16152,5733,34657,358662,118850,772871,US,
2020-04-30,,,539,158,1143,41455,27287,61494,15407,5526,33023,339499,113278,731735,US,
2020-05-01,,,498,143,1072,41956,27432,62567,14697,5329,31477,321688,108144,693356,US,
2020-05-02,,,465,128,993,42415,27560,63563,14038,5143,30005,305127,103416,657487,US,
2020-05-03,,,434,120,934,42849,27681,64498,13409,4971,28631,289694,99053,623936,US,
2020-05-04,,,405,109,876,43245,27787,65379,12817,4804,27332,275291,95005,592500,US,
2020-05-05,,,375,101,822,43624,27889,66201,12261,4643,26120,261830,91240,563061,US,
2020-05-06,,,347,93,772,43970,27981,66977,11724,4480,24946,249231,87726,535408,US,
2020-05-07,,,323,87,721,44296,28068,67700,11225,4322,23812,237421,84425,509415,US,
2020-05-08,,,306,78,681,44601,28144,68388,10741,4170,22736,226328,81311,484947,US,
2020-05-09,,,283,73,640,44885,28217,69029,10282,4021,21723,215893,78363,461897,US,
2020-05-10,,,263,70,602,45151,28287,69634,9846,3882,20756,206063,75556,440199,US,
2020-05-11,,,246,64,566,45402,28350,70199,9429,3733,19836,196788,72867,419753,US,
2020-05-12,,,232,62,538,45633,28412,70742,9027,3595,18966,188017,70282,400441,US,
2020-05-13,,,218,56,503,45855,28468,71246,8643,3452,18126,179714,67791,382180,US,
2020-05-14,,,204,53,475,46059,28520,71723,8270,3319,17331,171831,65379,364860,US,
2020-05-15,,,192,49,447,46253,28570,72173,7913,3186,16568,164335,63039,348412,US,
2020-05-16,,,178,47,424,46441,28616,72601,7573,3058,15845,157208,60771,332780,US,
2020-05-17,,,167,46,405,46608,28663,73006,7235,2928,15153,150405,58557,317930,US,
2020-05-18,,,161,43,384,46777,28705,73395,6911,2802,14479,143900,56389,303787,US,
2020-05-19,,,147,36,362,46934,28741,73754,6599,2672,13834,137678,54257,290285,US,
2020-05-20,,,140,31,341,47073,28772,74101,6293,2552,13200,131713,52167,277365,US,
2020-05-21,,,131,28,324,47211,28798,74426,5996,2428,12593,125979,50113,265011,US,
2020-05-22,,,124,25,309,47338,28826,74739,5709,2303,12001,120465,48095,253205,US,
2020-05-23,,,119,25,294,47459,28849,75032,5431,2181,11433,115148,46106,241905,US,
2020-05-24,,,112,24,280,47574,28874,75314,5153,2058,10877,110013,44141,231061,US,
2020-05-25,,,104,22,268,47681,28895,75581,4880,1939,10345,105051,42201,220648,US,
2020-05-26,,,101,20,251,47782,28916,75835,4623,1816,9826,100247,40285,210641,US,
2020-05-27,,,96,20,239,47880,28935,76073,4365,1701,9317,95580,38392,200990,US,
2020-05-28,,,91,19,225,47972,28955,76300,4110,1580,8821,91051,36518,191677,US,
2020-05-29,,,86,18,212,48059,28972,76512,3862,1465,8333,86641,34664,182680,US,
2020-05-30,,,80,16,199,48138,28989,76711,3612,1344,7860,82343,32823,173971,US,
2020-05-31,,,75,15,189,48213,29003,76902,3377,1224,7394,78155,30989,165516,US,
2020-06-01,,,69,14,179,48285,29019,77083,3143,1107,6942,74061,29168,157302,US,
2020-06-02,,,64,14,169,48351,29031,77252,2905,996,6496,70054,27364,149315,US,
2020-06-03,,,59,12,161,48415,29045,77414,2675,875,6061,66138,25568,141544,US,
2020-06-04,,,56,11,152,48475,29055,77564,2450,766,5632,62296,23781,133976,US,
2020-06-05,,,53,9,143,48533,29064,77710,2228,653,5216,58527,22006,126593,US,
2020-06-06,,,50,9,134,48583,29073,77844,2043,562,4845,54860,20265,119438,US,
2020-06-07,,,47,9,126,48635,29082,77970,1871,488,4516,51301,18572,112521,US,
2020-06-08,,,44,9,122,48682,29091,78093,1725,429,4204,47877,16942,105843,US,
2020-06-09,,,44,9,114,48726,29100,78206,1588,374,3916,44581,15378,99412,US,
2020-06-10,,,42,9,111,48766,29109,78318,1446,319,3633,41412,13881,93223,US,
2020-06-11,,,39,8,106,48809,29117,78424,1324,270,3376,38373,12450,87283,US,
2020-06-12,,,35,8,97,48846,29125,78523,1219,229,3141,35481,11099,81601,US,
2020-06-13,,,32,8,92,48882,29133,78614,1114,195,2919,32738,9829,76188,US,
2020-06-14,,,29,7,88,48916,29140,78704,1027,166,2720,30148,8652,71043,US,
2020-06-15,,,28,6,86,48947,29146,78790,944,138,2522,27713,7566,66174,US,
2020-06-16,,,24,5,81,48969,29152,78870,861,115,2344,25440,6574,61577,US,
2020-06-17,,,22,3,72,48999,29154,78943,792,93,2173,23323,5671,57252,US,
2020-06-18,,,21,1,67,49025,29155,79009,723,70,2026,21371,4866,53219,US,
2020-06-19,,,20,1,64,49043,29156,79074,668,59,1883,19587,4160,49472,US,
2020-06-20,,,17,1,59,49063,29157,79132,611,50,1750,17973,3557,46004,US,
2020-06-21,,,16,1,51,49081,29158,79183,559,40,1622,16490,3035,42780,US,
2020-06-22,,,16,1,47,49097,29159,79230,515,25,1505,15125,2572,39767,US,
2020-06-23,,,12,0,44,49108,29159,79273,472,22,1394,13880,2165,36957,US,
2020-06-24,,,9,0,39,49121,29159,79314,434,17,1296,12723,1808,34335,US,
2020-06-25,,,9,0,35,49132,29159,79347,397,14,1202,11666,1503,31906,US,
2020-06-26,,,9,0,33,49141,29159,79382,361,9,1114,10702,1242,29644,US,
2020-06-27,,,9,0,33,49151,29159,79413,330,9,1032,9820,1022,27538,US,
2020-06-28,,,7,0,31,49161,29159,79446,303,7,962,9006,834,25578,US,
2020-06-29,,,4,0,27,49167,29159,79470,276,4,888,8260,672,23746,US,
2020-06-30,,,4,0,26,49173,29159,79498,261,1,819,7572,535,22043,US,
2020-03-01,,,,,,,,,32,25,75,32,25,75,US,AK
2020-03-02,,,,,,,,,32,25,75,64,50,150,US,AK
2020-03-03,,,,,,,,,32,25,75,96,75,225,US,AK
2020-03-04,,,,,,,,,32,25,75,128,100,300,US,AK
2020-03-05,,,,,,,,,32,25,75,160,125,375,US,AK
2020-03-06,,,,,,,,,32,25,75,192,150,450,US,AK
2020-03-07,,,,,,,,,32,25,75,223,175,525,US,AK
2020-03-08,,,,,,,,,32,25,75,255,200,600,US,AK
2020-03-09,,,,,,,,,32,25,75,287,225,675,US,AK
2020-03-10,,,,,,,,,91,63,184,379,288,858,US,AK
2020-03-11,,,,,,,,,89,62,175,468,350,1034,US,AK
2020-03-12,,,,,,,,,92,64,173,559,414,1207,US,AK
2020-03-13,,,,,,,,,99,69,176,658,483,1383,US,AK
2020-03-14,,,,,,,,,115,78,186,773,560,1569,US,AK
2020-03-15,,,,,,,,,138,92,202,910,652,1771,US,AK
2020-03-16,,,,,,,,,150,100,206,1028,727,1902,US,AK
2020-03-17,,,,,,,,,156,105,207,1152,807,2034,US,AK
2020-03-18,,,,,,,,,161,108,223,1282,890,2183,US,AK
2020-03-19,,,,,,,,,166,107,246,1416,972,2354,US,AK
2020-03-20,,,,,,,,,172,108,268,1556,1055,2547,US,AK
2020-03-21,,,,,,,,,173,108,282,1697,1138,2754,US,AK
2020-03-22,,,,,,,,,171,105,296,1836,1218,2976,US,AK
2020-03-23,,,,,,,,,167,101,303,1972,1294,3204,US,AK
2020-03-24,,,,,,,,,163,97,302,2103,1366,3430,US,AK
2020-03-25,1,1,,,,,,,158,93,305,2169,1395,3552,US,AK
2020-03-26,0,1,,,,,,,153,88,302,2233,1421,3678,US,AK
2020-03-27,0,1,,,,,,,147,82,295,2288,1440,3800,US,AK
2020-03-28,1,2,,,,,,,141,78,291,2330,1449,3914,US,AK
2020-03-29,0,2,,,,,,,135,74,285,2351,1446,4013,US,AK
2020-03-30,1,3,,,,,,,129,70,274,2343,1424,4085,US,AK
