date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,120,62,170,120,62,170,120,62,170,2.28371305204,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,120,62,170,239,124,339,240,124,340,2.28370599611,2.09999736957,2.39999985042,US,,
2020-02-07,0,0,,,,,,,120,62,170,359,186,509,360,186,510,2.28370362124,2.09999643404,2.39999976966,US,,
2020-02-08,0,0,,,,,,,120,62,170,479,248,678,480,248,680,2.28370043722,2.09999516571,2.39999964498,US,,
2020-02-09,0,0,,,,,,,282,161,391,761,424,1056,762,409,1071,2.28369616443,2.09999344614,2.39999945616,US,,
2020-02-10,0,0,,,,,,,282,161,391,1043,591,1442,1044,570,1462,2.28369042503,2.09999112101,2.39999917416,US,,
2020-02-11,0,0,,,,,,,282,161,391,1325,756,1830,1326,731,1853,2.28368270778,2.09998797955,2.39999874385,US,,
2020-02-12,0,0,,,,,,,282,161,391,1607,919,2218,1608,892,2244,2.28367232007,2.09998365727,2.39999808736,US,,
2020-02-13,0,0,,,,,,,465,279,636,2072,1219,2835,2073,1171,2880,2.28365832222,2.09997723056,2.39999713031,US,,
2020-02-14,0,0,,,,,,,662,407,899,2734,1632,3729,2735,1578,3779,2.2836161209,2.09994470599,2.39997802585,US,,
2020-02-15,0,0,,,,,,,1070,670,1408,3804,2346,5111,3805,2248,5187,2.28358769805,2.09992967934,2.39997411818,US,,
2020-02-16,0,0,,,,,,,1910,1192,2441,5714,3633,7503,5715,3440,7628,2.28354363361,2.09990294132,2.39996355862,US,,
2020-02-17,0,0,,,,,,,3167,2075,4001,8881,5827,11424,8882,5515,11629,2.28348737939,2.09987055241,2.39995127757,US,,
2020-02-18,0,0,,,,,,,3577,2386,4527,12458,8251,15926,12459,7901,16156,2.28341375788,2.09983051247,2.39993620721,US,,
2020-02-19,0,0,,,,,,,4181,2835,5269,16639,11141,21165,16640,10736,21425,2.28331596351,2.09977834436,2.39991624321,US,,
2020-02-20,0,0,,,,,,,4315,2935,5449,20834,14024,26439,20955,13671,26874,2.28318409884,2.09970901159,2.39988866666,US,,
2020-02-21,0,0,,,,,,,4831,3341,6090,25545,17327,32343,25786,17012,32964,2.2830049973,2.09961601918,2.39985045303,US,,
