date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,126,66,178,126,66,178,126,66,178,2.26401153092,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,126,66,178,252,132,356,252,132,356,2.2640021367,2.0999895174,2.39999969788,US,,
2020-02-07,0,0,,,,,,,126,66,178,378,197,534,378,198,534,2.26399896058,2.09998597396,2.39999953722,US,,
2020-02-08,0,0,,,,,,,126,66,178,503,264,712,504,264,712,2.26399469817,2.09998123275,2.39999929031,US,,
2020-02-09,0,0,,,,,,,287,163,404,790,441,1102,791,427,1116,2.26398897301,2.09997488889,2.39999891128,US,,
2020-02-10,0,0,,,,,,,287,163,404,1077,610,1501,1078,590,1520,2.26398127615,2.09996658217,2.39999832968,US,,
2020-02-11,0,0,,,,,,,287,163,404,1364,776,1902,1365,753,1924,2.26397091876,2.09995595448,2.39999743698,US,,
2020-02-12,0,0,,,,,,,287,163,404,1650,941,2304,1652,916,2328,2.2639569674,2.09994138286,2.39999614599,US,,
2020-02-13,0,0,,,,,,,460,277,648,2110,1236,2929,2112,1193,2976,2.26393815563,2.09992148829,2.3999942376,US,,
2020-02-14,0,0,,,,,,,670,408,939,2781,1648,3862,2782,1601,3915,2.26388308406,2.09986255273,2.39996710363,US,,
2020-02-15,0,0,,,,,,,1208,746,1630,3988,2448,5453,3990,2347,5545,2.26384506032,2.09981948293,2.39995996983,US,,
2020-02-16,0,0,,,,,,,2404,1464,3096,6392,4040,8487,6394,3811,8641,2.26378653159,2.09975889955,2.39994322481,US,,
2020-02-17,0,0,,,,,,,3885,2516,4924,10277,6688,13322,10279,6327,13565,2.26371158454,2.0996813484,2.39992323095,US,,
2020-02-18,0,0,,,,,,,4300,2826,5459,14577,9555,18754,14579,9153,19024,2.26361332521,2.09958046786,2.39989833108,US,,
2020-02-19,0,0,,,,,,,5051,3377,6404,19628,12992,25110,19630,12530,25428,2.26348267692,2.09944800873,2.39986467632,US,,
2020-02-20,0,0,,,,,,,5192,3479,6599,24693,16417,31521,24822,16009,32027,2.26330649934,2.09927366973,2.39981791226,US,,
2020-02-21,0,0,,,,,,,5722,3894,7265,30290,20268,38588,30544,19903,39292,2.26306730268,2.09904124187,2.39975074548,US,,
2020-02-22,0,0,,,,,,,6795,4699,8633,36959,24949,47005,37339,24602,47925,2.26274514803,2.09873414419,2.39965583458,US,,
2020-02-23,0,0,,,,,,,8140,5717,10322,44973,30693,57075,45479,30319,58247,2.26231129002,2.09832746702,2.39951088149,US,,
2020-02-24,0,0,,,,,,,10349,7259,13199,55035,37869,69811,55828,37578,71446,2.26172454369,2.09780916536,2.39932212855,US,,
2020-02-25,0,0,,,,,,,16244,10840,20673,70993,48723,89962,72072,48418,92119,2.26092827731,2.09710452032,2.39904645541,US,,
2020-02-26,0,0,,,,,,,19626,13322,25043,90332,61925,114564,91698,61740,117162,2.25984448293,2.09621699911,2.39861488176,US,,
2020-02-27,0,0,,,,,,,21401,14421,27564,111447,76197,141710,113099,76161,144726,2.25836753656,2.09504392176,2.39801971648,US,,
2020-02-28,0,0,,,,,,,25997,17374,33794,136984,93292,174851,139096,93535,178520,2.25635213741,2.09357879156,2.39716581749,US,,
2020-02-29,1,1,,,,,,,31813,20685,42020,168127,113578,215891,170909,114220,220540,2.25359785226,2.09159871649,2.39589077506,US,,
2020-03-01,0,1,,,,,,,41344,26296,55267,208263,139191,269413,212253,140516,275807,2.24982951658,2.08854034039,2.3940168317,US,,
2020-03-02,5,6,,,,,,,51431,32410,69412,257291,170242,335576,263684,172926,345219,2.24467147509,2.0846509529,2.39125795882,US,,
2020-03-03,1,7,,,,,,,63835,40051,86825,317240,207871,417330,327519,212977,432044,2.23761494615,2.07935162867,2.38719405942,US,,
2020-03-04,4,11,,,,,,,78368,48493,107630,391308,253639,519332,405887,261470,539674,2.22797728804,2.07250983663,2.38121095958,US,,
2020-03-05,1,12,,,,,,,98028,60030,135840,484285,310394,648564,503915,321500,675514,2.21485595721,2.06350335274,2.37251065636,US,,
2020-03-06,2,14,,,,,,,120169,72851,168147,599262,379874,809866,624084,394351,843661,2.19708479712,2.05123006911,2.35965496868,US,,
2020-03-07,3,17,,,,,,,145221,88213,203721,738761,464281,1006142,769305,482564,1047382,2.17320793592,2.02956663115,2.34191869055,US,,
2020-03-08,4,21,,,,,,,172617,106224,240824,904582,565797,1238242,941922,588788,1288206,2.141499629,2.00107863723,2.31506300053,US,,
2020-03-09,1,22,,,,,,,201600,127419,276294,1098043,687376,1504250,1143522,716207,1564500,2.10007257011,1.94456536026,2.27791197293,US,,
2020-03-10,6,28,,,,,,,231091,152392,312280,1318785,832257,1803474,1374613,868599,1876780,2.04712309424,1.86899768363,2.24851730261,US,,
2020-03-11,5,33,,,,,,,257335,173963,344479,1559875,995339,2127241,1631948,1042562,2221259,1.98133598385,1.78399426785,2.2155508617,US,,
2020-03-12,10,43,,,,,,,278767,189647,371443,1819016,1171533,2473662,1910715,1232209,2592702,1.90239243162,1.69018129307,2.17142649666,US,,
2020-03-13,8,51,,,,,,,295217,204175,391298,2092832,1361177,2837366,2205932,1436384,2984000,1.81141153812,1.57146483647,2.11056537827,US,,
2020-03-14,7,58,,,,,,,306503,211535,402629,2373337,1555265,3206125,2512435,1647919,3386629,1.71109944598,1.45958091577,2.045418382,US,,
2020-03-15,12,70,,,,,,,313978,218552,412956,2655501,1753209,3576900,2826413,1866471,3799585,1.60547505937,1.33753456133,1.97752061917,US,,
2020-03-16,27,97,,,,,,,318106,223908,423476,2932264,1951056,3944880,3144519,2090379,4223061,1.49924373245,1.21966965594,1.89181711223,US,,
2020-03-17,35,132,,,,,,,319784,227866,427872,3200617,2146902,4303096,3464303,2318245,4650933,1.39704082575,1.12522519159,1.78527986503,US,,
2020-03-18,59,191,,,,,,,319869,231546,428236,3456651,2339016,4644188,3784172,2549791,5079169,1.30277548453,1.05243043752,1.66692561412,US,,
2020-03-19,73,264,,,,,,,318879,234298,425775,3697162,2525693,4961833,4103051,2784089,5504944,1.21921102024,1.00193603638,1.54506622436,US,,
2020-03-20,99,363,,,,,,,317279,236334,423599,3916413,2703151,5248891,4420330,3020423,5928543,1.14781028205,0.965656578381,1.44326465555,US,,
2020-03-21,99,462,,,,,,,315174,237562,420845,4111419,2869237,5500849,4735504,3257985,6349388,1.08881059244,0.939487465111,1.3422025627,US,,
2020-03-22,110,572,,,,,,,312653,238698,416573,4278851,3021222,5712979,5048157,3496683,6765961,1.04146923453,0.922641287121,1.25802277953,US,,
2020-03-23,189,761,,,,,,,309843,238790,410844,4416078,3155418,5882306,5358000,3735473,7176805,1.00440451169,0.902177487863,1.18480582695,US,,
2020-03-24,239,1000,,,,,,,306780,238346,403501,4521258,3267901,6008665,5664780,3973819,7580306,0.975943675742,0.8828577453,1.12376351395,US,,
2020-03-25,324,1324,,,,,,,303492,235408,396105,4593659,3352111,6091484,5968272,4209227,7976411,0.954401529047,0.869437399071,1.07127991833,US,,
2020-03-26,408,1732,,,,,,,299969,234216,389768,4636294,3413452,6135896,6268241,4443443,8366179,0.93825524292,0.860384476622,1.03201782522,US,,
2020-03-27,518,2250,,,,,,,296191,231961,382892,4653718,3456378,6146494,6564432,4675404,8749071,0.926223474559,0.85385619344,1.00351569027,US,,
2020-03-28,633,2883,,,,,,,292162,228382,375590,4650663,3480607,6129957,6856594,4903786,9124661,0.917279091507,0.849250071681,0.983506471875,US,,
2020-03-29,586,3469,,,,,,,287916,224541,368384,4632077,3492907,6094946,7144510,5128327,9493045,0.910625693369,0.84571549136,0.970610125491,US,,
2020-03-30,692,4161,,,,,,,283403,220267,361088,4601502,3493460,6042654,7427913,5348594,9854133,0.905659746782,0.843303343419,0.962005964662,US,,
2020-03-31,1085,5246,,,,,,,278673,215969,354116,4562068,3483931,5973400,7706586,5564563,10208249,0.901930978448,0.841685179738,0.95670228281,US,,
2020-04-01,1172,6418,,,,,,,273742,211669,346809,4516027,3466010,5892949,7980328,5776232,10555058,0.899106991785,0.840391499629,0.952445895183,US,,
2020-04-02,1503,7921,,,,,,,268638,207099,339750,4464797,3439928,5805380,8248966,5983331,10894808,0.896944119813,0.839544071835,0.949006751509,US,,
2020-04-03,1392,9313,,,,,,,263390,202934,333087,4409307,3407072,5713697,8512356,6186265,11227895,0.895264533176,0.838402252293,0.946492661122,US,,
2020-04-04,1523,10836,,,,,,,258023,198391,326548,4350051,3367853,5617713,8770379,6384656,11554443,0.893938791231,0.837535204765,0.944448142357,US,,
