date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean,country,region
2020-02-29,,,,,US,CA
2020-03-01,,,,,US,CA
2020-03-02,,,,,US,CA
2020-03-03,,,,,US,CA
2020-03-04,,,,,US,CA
2020-03-05,,,,,US,CA
2020-03-06,,,,,US,CA
2020-03-07,,,,,US,CA
2020-03-08,,,,,US,CA
2020-03-09,,,,,US,CA
2020-03-10,,,,,US,CA
2020-03-11,,,,,US,CA
2020-03-12,4,4,,,US,CA
2020-03-13,0,4,,,US,CA
2020-03-14,1,5,,,US,CA
2020-03-15,0,5,,,US,CA
2020-03-16,1,6,,,US,CA
2020-03-17,5,11,,,US,CA
2020-03-18,2,13,,,US,CA
2020-03-19,5,18,,,US,CA
2020-03-20,2,20,,,US,CA
2020-03-21,4,24,,,US,CA
2020-03-22,3,27,,,US,CA
2020-03-23,0,27,,,US,CA
2020-03-24,13,40,,,US,CA
2020-03-25,13,53,,,US,CA
2020-03-26,12,65,,,US,CA
2020-03-27,13,78,,,US,CA
2020-03-28,23,101,,,US,CA
2020-03-29,22,123,,,US,CA
2020-03-30,10,133,,,US,CA
2020-03-31,20,153,,,US,CA
2020-04-01,18,171,,,US,CA
2020-04-02,,,17,188,US,CA
2020-04-03,,,16,204,US,CA
2020-04-04,,,15,219,US,CA
2020-04-05,,,14,233,US,CA
2020-04-06,,,13,246,US,CA
2020-04-07,,,12,258,US,CA
2020-04-08,,,11,269,US,CA
2020-04-09,,,10,279,US,CA
2020-04-10,,,9,288,US,CA
2020-04-11,,,8,296,US,CA
2020-04-12,,,7,303,US,CA
2020-04-13,,,7,310,US,CA
2020-04-14,,,6,316,US,CA
2020-04-15,,,5,321,US,CA
2020-04-16,,,5,326,US,CA
2020-04-17,,,5,331,US,CA
2020-04-18,,,4,335,US,CA
2020-04-19,,,4,339,US,CA
2020-04-20,,,4,343,US,CA
2020-04-21,,,3,346,US,CA
2020-04-22,,,3,349,US,CA
2020-04-23,,,3,352,US,CA
2020-04-24,,,3,355,US,CA
2020-04-25,,,3,358,US,CA
2020-04-26,,,2,360,US,CA
2020-04-27,,,2,362,US,CA
2020-04-28,,,2,364,US,CA
2020-04-29,,,2,366,US,CA
2020-04-30,,,2,368,US,CA
2020-05-01,,,2,370,US,CA
2020-05-02,,,2,372,US,CA
2020-05-03,,,2,374,US,CA
2020-05-04,,,2,376,US,CA
2020-05-05,,,2,378,US,CA
2020-05-06,,,2,380,US,CA
2020-05-07,,,1,381,US,CA
2020-05-08,,,1,382,US,CA
2020-05-09,,,1,383,US,CA
2020-05-10,,,1,384,US,CA
2020-05-11,,,1,385,US,CA
2020-05-12,,,1,386,US,CA
2020-05-13,,,1,387,US,CA
2020-05-14,,,1,388,US,CA
2020-05-15,,,1,389,US,CA
2020-05-16,,,1,390,US,CA
2020-05-17,,,1,391,US,CA
2020-05-18,,,1,392,US,CA
2020-05-19,,,1,393,US,CA
2020-05-20,,,1,394,US,CA
2020-05-21,,,1,395,US,CA
2020-05-22,,,1,396,US,CA
2020-05-23,,,1,397,US,CA
2020-05-24,,,1,398,US,CA
2020-05-25,,,1,399,US,CA
2020-05-26,,,1,400,US,CA
2020-05-27,,,1,401,US,CA
2020-05-28,,,1,402,US,CA
2020-05-29,,,1,403,US,CA
2020-05-30,,,1,404,US,CA
2020-05-31,,,1,405,US,CA
2020-06-01,,,1,406,US,CA
2020-06-02,,,1,407,US,CA
2020-06-03,,,1,408,US,CA
2020-06-04,,,1,409,US,CA
2020-06-05,,,1,410,US,CA
2020-06-06,,,1,411,US,CA
2020-06-07,,,1,412,US,CA
2020-06-08,,,1,413,US,CA
2020-06-09,,,1,414,US,CA
2020-06-10,,,1,415,US,CA
2020-06-11,,,1,416,US,CA
2020-06-12,,,0,416,US,CA
2020-06-13,,,0,416,US,CA
2020-06-14,,,0,416,US,CA
2020-06-15,,,0,416,US,CA
2020-06-16,,,0,416,US,CA
2020-06-17,,,0,416,US,CA
2020-06-18,,,0,416,US,CA
2020-06-19,,,0,416,US,CA
2020-06-20,,,0,416,US,CA
2020-06-21,,,0,416,US,CA
2020-06-22,,,0,416,US,CA
2020-06-23,,,0,416,US,CA
2020-06-24,,,0,416,US,CA
2020-06-25,,,0,416,US,CA
2020-06-26,,,0,416,US,CA
2020-06-27,,,0,416,US,CA
2020-06-28,,,0,416,US,CA
2020-06-29,,,0,416,US,CA
2020-06-30,,,0,416,US,CA
2020-02-19,,,,,US,CO
2020-02-20,,,,,US,CO
2020-02-21,,,,,US,CO
2020-02-22,,,,,US,CO
2020-02-23,,,,,US,CO
2020-02-24,,,,,US,CO
2020-02-25,,,,,US,CO
2020-02-26,,,,,US,CO
2020-02-27,,,,,US,CO
2020-02-28,,,,,US,CO
2020-02-29,,,,,US,CO
2020-03-01,,,,,US,CO
2020-03-02,,,,,US,CO
2020-03-03,,,,,US,CO
2020-03-04,,,,,US,CO
2020-03-05,,,,,US,CO
2020-03-06,,,,,US,CO
2020-03-07,,,,,US,CO
2020-03-08,,,,,US,CO
2020-03-09,,,,,US,CO
2020-03-10,,,,,US,CO
2020-03-11,,,,,US,CO
2020-03-12,,,,,US,CO
2020-03-13,,,,,US,CO
2020-03-14,1,1,,,US,CO
2020-03-15,0,1,,,US,CO
2020-03-16,0,1,,,US,CO
2020-03-17,0,1,,,US,CO
2020-03-18,1,2,,,US,CO
2020-03-19,0,2,,,US,CO
2020-03-20,1,3,,,US,CO
2020-03-21,1,4,,,US,CO
2020-03-22,1,5,,,US,CO
2020-03-23,1,6,,,US,CO
2020-03-24,1,7,,,US,CO
2020-03-25,4,11,,,US,CO
2020-03-26,8,19,,,US,CO
2020-03-27,5,24,,,US,CO
2020-03-28,7,31,,,US,CO
2020-03-29,13,44,,,US,CO
2020-03-30,7,51,,,US,CO
2020-03-31,0,51,,,US,CO
2020-04-01,18,69,,,US,CO
2020-04-02,,,12,81,US,CO
2020-04-03,,,14,95,US,CO
2020-04-04,,,15,110,US,CO
2020-04-05,,,16,126,US,CO
2020-04-06,,,16,142,US,CO
2020-04-07,,,17,159,US,CO
2020-04-08,,,17,176,US,CO
2020-04-09,,,16,192,US,CO
2020-04-10,,,16,208,US,CO
2020-04-11,,,15,223,US,CO
2020-04-12,,,14,237,US,CO
2020-04-13,,,13,250,US,CO
2020-04-14,,,11,261,US,CO
2020-04-15,,,10,271,US,CO
2020-04-16,,,9,280,US,CO
2020-04-17,,,8,288,US,CO
2020-04-18,,,7,295,US,CO
2020-04-19,,,6,301,US,CO
2020-04-20,,,6,307,US,CO
2020-04-21,,,5,312,US,CO
2020-04-22,,,4,316,US,CO
2020-04-23,,,4,320,US,CO
2020-04-24,,,3,323,US,CO
2020-04-25,,,3,326,US,CO
2020-04-26,,,3,329,US,CO
2020-04-27,,,2,331,US,CO
2020-04-28,,,2,333,US,CO
2020-04-29,,,2,335,US,CO
2020-04-30,,,2,337,US,CO
2020-05-01,,,2,339,US,CO
2020-05-02,,,1,340,US,CO
2020-05-03,,,1,341,US,CO
2020-05-04,,,1,342,US,CO
2020-05-05,,,1,343,US,CO
2020-05-06,,,1,344,US,CO
2020-05-07,,,1,345,US,CO
2020-05-08,,,1,346,US,CO
2020-05-09,,,1,347,US,CO
2020-05-10,,,1,348,US,CO
2020-05-11,,,1,349,US,CO
2020-05-12,,,1,350,US,CO
2020-05-13,,,1,351,US,CO
2020-05-14,,,1,352,US,CO
2020-05-15,,,1,353,US,CO
2020-05-16,,,1,354,US,CO
2020-05-17,,,1,355,US,CO
2020-05-18,,,1,356,US,CO
2020-05-19,,,1,357,US,CO
2020-05-20,,,1,358,US,CO
2020-05-21,,,1,359,US,CO
2020-05-22,,,1,360,US,CO
2020-05-23,,,0,360,US,CO
2020-05-24,,,0,360,US,CO
2020-05-25,,,0,360,US,CO
2020-05-26,,,0,360,US,CO
2020-05-27,,,0,360,US,CO
2020-05-28,,,0,360,US,CO
2020-05-29,,,0,360,US,CO
2020-05-30,,,0,360,US,CO
2020-05-31,,,0,360,US,CO
2020-06-01,,,0,360,US,CO
2020-06-02,,,0,360,US,CO
2020-06-03,,,0,360,US,CO
2020-06-04,,,0,360,US,CO
2020-06-05,,,0,360,US,CO
2020-06-06,,,0,360,US,CO
2020-06-07,,,0,360,US,CO
2020-06-08,,,0,360,US,CO
2020-06-09,,,0,360,US,CO
2020-06-10,,,0,360,US,CO
2020-06-11,,,0,360,US,CO
2020-06-12,,,0,360,US,CO
2020-06-13,,,0,360,US,CO
2020-06-14,,,0,360,US,CO
2020-06-15,,,0,360,US,CO
2020-06-16,,,0,360,US,CO
2020-06-17,,,0,360,US,CO
2020-06-18,,,0,360,US,CO
2020-06-19,,,0,360,US,CO
2020-06-20,,,0,360,US,CO
2020-06-21,,,0,360,US,CO
2020-06-22,,,0,360,US,CO
2020-06-23,,,0,360,US,CO
2020-06-24,,,0,360,US,CO
2020-06-25,,,0,360,US,CO
2020-06-26,,,0,360,US,CO
2020-06-27,,,0,360,US,CO
2020-06-28,,,0,360,US,CO
2020-06-29,,,0,360,US,CO
2020-06-30,,,0,360,US,CO
2020-02-24,,,,,US,CT
2020-02-25,,,,,US,CT
2020-02-26,,,,,US,CT
2020-02-27,,,,,US,CT
2020-02-28,,,,,US,CT
2020-02-29,,,,,US,CT
2020-03-01,,,,,US,CT
2020-03-02,,,,,US,CT
2020-03-03,,,,,US,CT
2020-03-04,,,,,US,CT
2020-03-05,,,,,US,CT
2020-03-06,,,,,US,CT
2020-03-07,,,,,US,CT
2020-03-08,,,,,US,CT
2020-03-09,,,,,US,CT
2020-03-10,,,,,US,CT
2020-03-11,,,,,US,CT
2020-03-12,,,,,US,CT
2020-03-13,,,,,US,CT
2020-03-14,,,,,US,CT
2020-03-15,,,,,US,CT
2020-03-16,,,,,US,CT
2020-03-17,,,,,US,CT
2020-03-18,,,,,US,CT
2020-03-19,1,1,,,US,CT
2020-03-20,2,3,,,US,CT
2020-03-21,1,4,,,US,CT
2020-03-22,1,5,,,US,CT
2020-03-23,5,10,,,US,CT
2020-03-24,2,12,,,US,CT
2020-03-25,7,19,,,US,CT
2020-03-26,2,21,,,US,CT
2020-03-27,6,27,,,US,CT
2020-03-28,0,27,,,US,CT
2020-03-29,7,34,,,US,CT
2020-03-30,2,36,,,US,CT
2020-03-31,33,69,,,US,CT
2020-04-01,16,85,,,US,CT
2020-04-02,,,21,106,US,CT
2020-04-03,,,24,130,US,CT
2020-04-04,,,26,156,US,CT
2020-04-05,,,28,184,US,CT
2020-04-06,,,30,214,US,CT
2020-04-07,,,30,244,US,CT
2020-04-08,,,30,274,US,CT
2020-04-09,,,29,303,US,CT
2020-04-10,,,28,331,US,CT
2020-04-11,,,26,357,US,CT
2020-04-12,,,25,382,US,CT
2020-04-13,,,23,405,US,CT
2020-04-14,,,21,426,US,CT
2020-04-15,,,19,445,US,CT
2020-04-16,,,17,462,US,CT
2020-04-17,,,16,478,US,CT
2020-04-18,,,14,492,US,CT
2020-04-19,,,13,505,US,CT
2020-04-20,,,12,517,US,CT
2020-04-21,,,11,528,US,CT
2020-04-22,,,10,538,US,CT
2020-04-23,,,9,547,US,CT
2020-04-24,,,8,555,US,CT
2020-04-25,,,7,562,US,CT
2020-04-26,,,7,569,US,CT
2020-04-27,,,6,575,US,CT
2020-04-28,,,6,581,US,CT
2020-04-29,,,5,586,US,CT
2020-04-30,,,5,591,US,CT
2020-05-01,,,5,596,US,CT
2020-05-02,,,4,600,US,CT
2020-05-03,,,4,604,US,CT
2020-05-04,,,4,608,US,CT
2020-05-05,,,4,612,US,CT
2020-05-06,,,3,615,US,CT
2020-05-07,,,3,618,US,CT
2020-05-08,,,3,621,US,CT
2020-05-09,,,3,624,US,CT
2020-05-10,,,3,627,US,CT
2020-05-11,,,3,630,US,CT
2020-05-12,,,3,633,US,CT
2020-05-13,,,2,635,US,CT
2020-05-14,,,2,637,US,CT
2020-05-15,,,2,639,US,CT
2020-05-16,,,2,641,US,CT
2020-05-17,,,2,643,US,CT
2020-05-18,,,2,645,US,CT
2020-05-19,,,2,647,US,CT
2020-05-20,,,2,649,US,CT
2020-05-21,,,2,651,US,CT
2020-05-22,,,2,653,US,CT
2020-05-23,,,2,655,US,CT
2020-05-24,,,2,657,US,CT
2020-05-25,,,2,659,US,CT
2020-05-26,,,2,661,US,CT
2020-05-27,,,1,662,US,CT
2020-05-28,,,1,663,US,CT
2020-05-29,,,1,664,US,CT
2020-05-30,,,1,665,US,CT
2020-05-31,,,1,666,US,CT
2020-06-01,,,1,667,US,CT
2020-06-02,,,1,668,US,CT
2020-06-03,,,1,669,US,CT
2020-06-04,,,1,670,US,CT
2020-06-05,,,1,671,US,CT
2020-06-06,,,1,672,US,CT
2020-06-07,,,1,673,US,CT
2020-06-08,,,1,674,US,CT
2020-06-09,,,1,675,US,CT
2020-06-10,,,1,676,US,CT
2020-06-11,,,1,677,US,CT
2020-06-12,,,1,678,US,CT
2020-06-13,,,1,679,US,CT
2020-06-14,,,1,680,US,CT
2020-06-15,,,1,681,US,CT
2020-06-16,,,1,682,US,CT
2020-06-17,,,1,683,US,CT
2020-06-18,,,1,684,US,CT
2020-06-19,,,1,685,US,CT
2020-06-20,,,1,686,US,CT
2020-06-21,,,1,687,US,CT
2020-06-22,,,1,688,US,CT
2020-06-23,,,1,689,US,CT
2020-06-24,,,1,690,US,CT
2020-06-25,,,1,691,US,CT
2020-06-26,,,0,691,US,CT
2020-06-27,,,0,691,US,CT
2020-06-28,,,0,691,US,CT
2020-06-29,,,0,691,US,CT
2020-06-30,,,0,691,US,CT
2020-02-25,,,,,US,DC
2020-02-26,,,,,US,DC
2020-02-27,,,,,US,DC
2020-02-28,,,,,US,DC
2020-02-29,,,,,US,DC
2020-03-01,,,,,US,DC
2020-03-02,,,,,US,DC
2020-03-03,,,,,US,DC
2020-03-04,,,,,US,DC
2020-03-05,,,,,US,DC
2020-03-06,,,,,US,DC
2020-03-07,,,,,US,DC
2020-03-08,,,,,US,DC
2020-03-09,,,,,US,DC
2020-03-10,,,,,US,DC
2020-03-11,,,,,US,DC
2020-03-12,,,,,US,DC
2020-03-13,,,,,US,DC
2020-03-14,,,,,US,DC
2020-03-15,,,,,US,DC
2020-03-16,,,,,US,DC
2020-03-17,,,,,US,DC
2020-03-18,,,,,US,DC
2020-03-19,,,,,US,DC
2020-03-20,1,1,,,US,DC
2020-03-21,0,1,,,US,DC
2020-03-22,0,1,,,US,DC
2020-03-23,1,2,,,US,DC
2020-03-24,0,2,,,US,DC
2020-03-25,0,2,,,US,DC
2020-03-26,1,3,,,US,DC
2020-03-27,0,3,,,US,DC
2020-03-28,1,4,,,US,DC
2020-03-29,1,5,,,US,DC
2020-03-30,4,9,,,US,DC
2020-03-31,0,9,,,US,DC
2020-04-01,2,11,,,US,DC
2020-04-02,,,3,14,US,DC
2020-04-03,,,3,17,US,DC
2020-04-04,,,4,21,US,DC
2020-04-05,,,4,25,US,DC
2020-04-06,,,4,29,US,DC
2020-04-07,,,4,33,US,DC
2020-04-08,,,4,37,US,DC
2020-04-09,,,4,41,US,DC
2020-04-10,,,4,45,US,DC
2020-04-11,,,3,48,US,DC
2020-04-12,,,3,51,US,DC
2020-04-13,,,3,54,US,DC
2020-04-14,,,3,57,US,DC
2020-04-15,,,2,59,US,DC
2020-04-16,,,2,61,US,DC
2020-04-17,,,2,63,US,DC
2020-04-18,,,2,65,US,DC
2020-04-19,,,2,67,US,DC
2020-04-20,,,2,69,US,DC
2020-04-21,,,1,70,US,DC
2020-04-22,,,1,71,US,DC
2020-04-23,,,1,72,US,DC
2020-04-24,,,1,73,US,DC
2020-04-25,,,1,74,US,DC
2020-04-26,,,1,75,US,DC
2020-04-27,,,1,76,US,DC
2020-04-28,,,1,77,US,DC
2020-04-29,,,1,78,US,DC
2020-04-30,,,1,79,US,DC
2020-05-01,,,1,80,US,DC
2020-05-02,,,0,80,US,DC
2020-05-03,,,0,80,US,DC
2020-05-04,,,0,80,US,DC
2020-05-05,,,0,80,US,DC
2020-05-06,,,0,80,US,DC
2020-05-07,,,0,80,US,DC
2020-05-08,,,0,80,US,DC
2020-05-09,,,0,80,US,DC
2020-05-10,,,0,80,US,DC
2020-05-11,,,0,80,US,DC
2020-05-12,,,0,80,US,DC
2020-05-13,,,0,80,US,DC
2020-05-14,,,0,80,US,DC
2020-05-15,,,0,80,US,DC
2020-05-16,,,0,80,US,DC
2020-05-17,,,0,80,US,DC
2020-05-18,,,0,80,US,DC
2020-05-19,,,0,80,US,DC
2020-05-20,,,0,80,US,DC
2020-05-21,,,0,80,US,DC
2020-05-22,,,0,80,US,DC
2020-05-23,,,0,80,US,DC
2020-05-24,,,0,80,US,DC
2020-05-25,,,0,80,US,DC
2020-05-26,,,0,80,US,DC
2020-05-27,,,0,80,US,DC
2020-05-28,,,0,80,US,DC
2020-05-29,,,0,80,US,DC
2020-05-30,,,0,80,US,DC
2020-05-31,,,0,80,US,DC
2020-06-01,,,0,80,US,DC
2020-06-02,,,0,80,US,DC
2020-06-03,,,0,80,US,DC
2020-06-04,,,0,80,US,DC
2020-06-05,,,0,80,US,DC
2020-06-06,,,0,80,US,DC
2020-06-07,,,0,80,US,DC
2020-06-08,,,0,80,US,DC
2020-06-09,,,0,80,US,DC
2020-06-10,,,0,80,US,DC
2020-06-11,,,0,80,US,DC
2020-06-12,,,0,80,US,DC
2020-06-13,,,0,80,US,DC
2020-06-14,,,0,80,US,DC
2020-06-15,,,0,80,US,DC
2020-06-16,,,0,80,US,DC
2020-06-17,,,0,80,US,DC
2020-06-18,,,0,80,US,DC
2020-06-19,,,0,80,US,DC
2020-06-20,,,0,80,US,DC
2020-06-21,,,0,80,US,DC
2020-06-22,,,0,80,US,DC
2020-06-23,,,0,80,US,DC
2020-06-24,,,0,80,US,DC
2020-06-25,,,0,80,US,DC
2020-06-26,,,0,80,US,DC
2020-06-27,,,0,80,US,DC
2020-06-28,,,0,80,US,DC
2020-06-29,,,0,80,US,DC
2020-06-30,,,0,80,US,DC
2020-02-25,,,,,US,DE
2020-02-26,,,,,US,DE
2020-02-27,,,,,US,DE
2020-02-28,,,,,US,DE
2020-02-29,,,,,US,DE
2020-03-01,,,,,US,DE
2020-03-02,,,,,US,DE
2020-03-03,,,,,US,DE
2020-03-04,,,,,US,DE
2020-03-05,,,,,US,DE
2020-03-06,,,,,US,DE
2020-03-07,,,,,US,DE
2020-03-08,,,,,US,DE
2020-03-09,,,,,US,DE
2020-03-10,,,,,US,DE
2020-03-11,,,,,US,DE
2020-03-12,,,,,US,DE
2020-03-13,,,,,US,DE
2020-03-14,,,,,US,DE
2020-03-15,,,,,US,DE
2020-03-16,,,,,US,DE
2020-03-17,,,,,US,DE
2020-03-18,,,,,US,DE
2020-03-19,,,,,US,DE
2020-03-20,,,,,US,DE
2020-03-21,,,,,US,DE
2020-03-22,,,,,US,DE
2020-03-23,,,,,US,DE
2020-03-24,,,,,US,DE
2020-03-25,,,,,US,DE
2020-03-26,1,1,,,US,DE
2020-03-27,1,2,,,US,DE
2020-03-28,1,3,,,US,DE
2020-03-29,3,6,,,US,DE
2020-03-30,0,6,,,US,DE
2020-03-31,4,10,,,US,DE
2020-04-01,1,11,,,US,DE
2020-04-02,,,3,14,US,DE
2020-04-03,,,3,17,US,DE
2020-04-04,,,3,20,US,DE
2020-04-05,,,4,24,US,DE
2020-04-06,,,4,28,US,DE
2020-04-07,,,4,32,US,DE
2020-04-08,,,4,36,US,DE
2020-04-09,,,4,40,US,DE
2020-04-10,,,4,44,US,DE
2020-04-11,,,3,47,US,DE
2020-04-12,,,3,50,US,DE
2020-04-13,,,3,53,US,DE
2020-04-14,,,3,56,US,DE
2020-04-15,,,2,58,US,DE
2020-04-16,,,2,60,US,DE
2020-04-17,,,2,62,US,DE
2020-04-18,,,2,64,US,DE
2020-04-19,,,2,66,US,DE
2020-04-20,,,2,68,US,DE
2020-04-21,,,1,69,US,DE
2020-04-22,,,1,70,US,DE
2020-04-23,,,1,71,US,DE
2020-04-24,,,1,72,US,DE
2020-04-25,,,1,73,US,DE
2020-04-26,,,1,74,US,DE
2020-04-27,,,1,75,US,DE
2020-04-28,,,1,76,US,DE
2020-04-29,,,1,77,US,DE
2020-04-30,,,1,78,US,DE
2020-05-01,,,1,79,US,DE
2020-05-02,,,1,80,US,DE
2020-05-03,,,1,81,US,DE
2020-05-04,,,1,82,US,DE
2020-05-05,,,1,83,US,DE
2020-05-06,,,1,84,US,DE
2020-05-07,,,1,85,US,DE
2020-05-08,,,1,86,US,DE
2020-05-09,,,1,87,US,DE
2020-05-10,,,1,88,US,DE
2020-05-11,,,1,89,US,DE
2020-05-12,,,1,90,US,DE
2020-05-13,,,1,91,US,DE
2020-05-14,,,1,92,US,DE
2020-05-15,,,1,93,US,DE
2020-05-16,,,1,94,US,DE
2020-05-17,,,1,95,US,DE
2020-05-18,,,1,96,US,DE
2020-05-19,,,1,97,US,DE
2020-05-20,,,1,98,US,DE
2020-05-21,,,1,99,US,DE
2020-05-22,,,1,100,US,DE
2020-05-23,,,1,101,US,DE
2020-05-24,,,1,102,US,DE
2020-05-25,,,1,103,US,DE
2020-05-26,,,0,103,US,DE
2020-05-27,,,0,103,US,DE
2020-05-28,,,0,103,US,DE
2020-05-29,,,0,103,US,DE
2020-05-30,,,0,103,US,DE
2020-05-31,,,0,103,US,DE
2020-06-01,,,0,103,US,DE
2020-06-02,,,0,103,US,DE
2020-06-03,,,0,103,US,DE
2020-06-04,,,0,103,US,DE
2020-06-05,,,0,103,US,DE
2020-06-06,,,0,103,US,DE
2020-06-07,,,0,103,US,DE
2020-06-08,,,0,103,US,DE
2020-06-09,,,0,103,US,DE
2020-06-10,,,0,103,US,DE
2020-06-11,,,0,103,US,DE
2020-06-12,,,0,103,US,DE
2020-06-13,,,0,103,US,DE
2020-06-14,,,0,103,US,DE
2020-06-15,,,0,103,US,DE
2020-06-16,,,0,103,US,DE
2020-06-17,,,0,103,US,DE
2020-06-18,,,0,103,US,DE
2020-06-19,,,0,103,US,DE
2020-06-20,,,0,103,US,DE
2020-06-21,,,0,103,US,DE
2020-06-22,,,0,103,US,DE
2020-06-23,,,0,103,US,DE
2020-06-24,,,0,103,US,DE
2020-06-25,,,0,103,US,DE
2020-06-26,,,0,103,US,DE
2020-06-27,,,0,103,US,DE
2020-06-28,,,0,103,US,DE
2020-06-29,,,0,103,US,DE
2020-06-30,,,0,103,US,DE
2020-02-15,,,,,US,FL
2020-02-16,,,,,US,FL
2020-02-17,,,,,US,FL
2020-02-18,,,,,US,FL
2020-02-19,,,,,US,FL
2020-02-20,,,,,US,FL
2020-02-21,,,,,US,FL
2020-02-22,,,,,US,FL
2020-02-23,,,,,US,FL
2020-02-24,,,,,US,FL
2020-02-25,,,,,US,FL
2020-02-26,,,,,US,FL
2020-02-27,,,,,US,FL
2020-02-28,,,,,US,FL
2020-02-29,,,,,US,FL
2020-03-01,,,,,US,FL
2020-03-02,,,,,US,FL
2020-03-03,,,,,US,FL
2020-03-04,,,,,US,FL
2020-03-05,,,,,US,FL
2020-03-06,,,,,US,FL
2020-03-07,,,,,US,FL
2020-03-08,,,,,US,FL
2020-03-09,,,,,US,FL
2020-03-10,,,,,US,FL
2020-03-11,2,2,,,US,FL
2020-03-12,0,2,,,US,FL
2020-03-13,0,2,,,US,FL
2020-03-14,1,3,,,US,FL
2020-03-15,1,4,,,US,FL
2020-03-16,0,4,,,US,FL
2020-03-17,2,6,,,US,FL
2020-03-18,1,7,,,US,FL
2020-03-19,1,8,,,US,FL
2020-03-20,2,10,,,US,FL
2020-03-21,2,12,,,US,FL
2020-03-22,1,13,,,US,FL
2020-03-23,1,14,,,US,FL
2020-03-24,4,18,,,US,FL
2020-03-25,4,22,,,US,FL
2020-03-26,6,28,,,US,FL
2020-03-27,6,34,,,US,FL
2020-03-28,20,54,,,US,FL
2020-03-29,2,56,,,US,FL
2020-03-30,7,63,,,US,FL
2020-03-31,14,77,,,US,FL
2020-04-01,10,87,,,US,FL
2020-04-02,,,12,99,US,FL
2020-04-03,,,12,111,US,FL
2020-04-04,,,13,124,US,FL
2020-04-05,,,13,137,US,FL
2020-04-06,,,13,150,US,FL
2020-04-07,,,13,163,US,FL
2020-04-08,,,13,176,US,FL
2020-04-09,,,12,188,US,FL
2020-04-10,,,12,200,US,FL
2020-04-11,,,11,211,US,FL
2020-04-12,,,10,221,US,FL
2020-04-13,,,9,230,US,FL
2020-04-14,,,8,238,US,FL
2020-04-15,,,7,245,US,FL
2020-04-16,,,7,252,US,FL
2020-04-17,,,6,258,US,FL
2020-04-18,,,5,263,US,FL
2020-04-19,,,5,268,US,FL
2020-04-20,,,4,272,US,FL
2020-04-21,,,4,276,US,FL
2020-04-22,,,3,279,US,FL
2020-04-23,,,3,282,US,FL
2020-04-24,,,2,284,US,FL
2020-04-25,,,2,286,US,FL
2020-04-26,,,2,288,US,FL
2020-04-27,,,2,290,US,FL
2020-04-28,,,2,292,US,FL
2020-04-29,,,1,293,US,FL
2020-04-30,,,1,294,US,FL
2020-05-01,,,1,295,US,FL
2020-05-02,,,1,296,US,FL
2020-05-03,,,1,297,US,FL
2020-05-04,,,1,298,US,FL
2020-05-05,,,1,299,US,FL
2020-05-06,,,1,300,US,FL
2020-05-07,,,1,301,US,FL
2020-05-08,,,1,302,US,FL
2020-05-09,,,1,303,US,FL
2020-05-10,,,1,304,US,FL
2020-05-11,,,1,305,US,FL
2020-05-12,,,1,306,US,FL
2020-05-13,,,1,307,US,FL
2020-05-14,,,1,308,US,FL
2020-05-15,,,1,309,US,FL
2020-05-16,,,1,310,US,FL
2020-05-17,,,1,311,US,FL
2020-05-18,,,1,312,US,FL
2020-05-19,,,1,313,US,FL
2020-05-20,,,1,314,US,FL
2020-05-21,,,1,315,US,FL
2020-05-22,,,0,315,US,FL
2020-05-23,,,0,315,US,FL
2020-05-24,,,0,315,US,FL
2020-05-25,,,0,315,US,FL
2020-05-26,,,0,315,US,FL
2020-05-27,,,0,315,US,FL
2020-05-28,,,0,315,US,FL
2020-05-29,,,0,315,US,FL
2020-05-30,,,0,315,US,FL
2020-05-31,,,0,315,US,FL
2020-06-01,,,0,315,US,FL
2020-06-02,,,0,315,US,FL
2020-06-03,,,0,315,US,FL
2020-06-04,,,0,315,US,FL
2020-06-05,,,0,315,US,FL
2020-06-06,,,0,315,US,FL
2020-06-07,,,0,315,US,FL
2020-06-08,,,0,315,US,FL
2020-06-09,,,0,315,US,FL
2020-06-10,,,0,315,US,FL
2020-06-11,,,0,315,US,FL
2020-06-12,,,0,315,US,FL
2020-06-13,,,0,315,US,FL
2020-06-14,,,0,315,US,FL
2020-06-15,,,0,315,US,FL
2020-06-16,,,0,315,US,FL
2020-06-17,,,0,315,US,FL
2020-06-18,,,0,315,US,FL
2020-06-19,,,0,315,US,FL
2020-06-20,,,0,315,US,FL
2020-06-21,,,0,315,US,FL
2020-06-22,,,0,315,US,FL
2020-06-23,,,0,315,US,FL
2020-06-24,,,0,315,US,FL
2020-06-25,,,0,315,US,FL
2020-06-26,,,0,315,US,FL
2020-06-27,,,0,315,US,FL
2020-06-28,,,0,315,US,FL
2020-06-29,,,0,315,US,FL
2020-06-30,,,0,315,US,FL
2020-02-18,,,,,US,GA
2020-02-19,,,,,US,GA
2020-02-20,,,,,US,GA
2020-02-21,,,,,US,GA
2020-02-22,,,,,US,GA
2020-02-23,,,,,US,GA
2020-02-24,,,,,US,GA
2020-02-25,,,,,US,GA
2020-02-26,,,,,US,GA
2020-02-27,,,,,US,GA
2020-02-28,,,,,US,GA
2020-02-29,,,,,US,GA
2020-03-01,,,,,US,GA
2020-03-02,,,,,US,GA
2020-03-03,,,,,US,GA
2020-03-04,,,,,US,GA
2020-03-05,,,,,US,GA
