date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean,country,region
2020-04-12,,,2,32,US,AR
2020-04-13,,,2,34,US,AR
2020-04-14,,,2,36,US,AR
2020-04-15,,,2,38,US,AR
2020-04-16,,,2,40,US,AR
2020-04-17,,,2,42,US,AR
2020-04-18,,,1,43,US,AR
2020-04-19,,,1,44,US,AR
2020-04-20,,,1,45,US,AR
2020-04-21,,,1,46,US,AR
2020-04-22,,,1,47,US,AR
2020-04-23,,,1,48,US,AR
2020-04-24,,,1,49,US,AR
2020-04-25,,,1,50,US,AR
2020-04-26,,,1,51,US,AR
2020-04-27,,,1,52,US,AR
2020-04-28,,,1,53,US,AR
2020-04-29,,,1,54,US,AR
2020-04-30,,,1,55,US,AR
2020-05-01,,,1,56,US,AR
2020-05-02,,,1,57,US,AR
2020-05-03,,,1,58,US,AR
2020-05-04,,,1,59,US,AR
2020-05-05,,,1,60,US,AR
2020-05-06,,,1,61,US,AR
2020-05-07,,,1,62,US,AR
2020-05-08,,,1,63,US,AR
2020-05-09,,,1,64,US,AR
2020-05-10,,,1,65,US,AR
2020-05-11,,,1,66,US,AR
2020-05-12,,,1,67,US,AR
2020-05-13,,,1,68,US,AR
2020-05-14,,,1,69,US,AR
2020-05-15,,,1,70,US,AR
2020-05-16,,,1,71,US,AR
2020-05-17,,,1,72,US,AR
2020-05-18,,,1,73,US,AR
2020-05-19,,,1,74,US,AR
2020-05-20,,,1,75,US,AR
2020-05-21,,,1,76,US,AR
2020-05-22,,,1,77,US,AR
2020-05-23,,,1,78,US,AR
2020-05-24,,,1,79,US,AR
2020-05-25,,,1,80,US,AR
2020-05-26,,,1,81,US,AR
2020-05-27,,,0,81,US,AR
2020-05-28,,,0,81,US,AR
2020-05-29,,,0,81,US,AR
2020-05-30,,,0,81,US,AR
2020-05-31,,,0,81,US,AR
2020-06-01,,,0,81,US,AR
2020-06-02,,,0,81,US,AR
2020-06-03,,,0,81,US,AR
2020-06-04,,,0,81,US,AR
2020-06-05,,,0,81,US,AR
2020-06-06,,,0,81,US,AR
2020-06-07,,,0,81,US,AR
2020-06-08,,,0,81,US,AR
2020-06-09,,,0,81,US,AR
2020-06-10,,,0,81,US,AR
2020-06-11,,,0,81,US,AR
2020-06-12,,,0,81,US,AR
2020-06-13,,,0,81,US,AR
2020-06-14,,,0,81,US,AR
2020-06-15,,,0,81,US,AR
2020-06-16,,,0,81,US,AR
2020-06-17,,,0,81,US,AR
2020-06-18,,,0,81,US,AR
2020-06-19,,,0,81,US,AR
2020-06-20,,,0,81,US,AR
2020-06-21,,,0,81,US,AR
2020-06-22,,,0,81,US,AR
2020-06-23,,,0,81,US,AR
2020-06-24,,,0,81,US,AR
2020-06-25,,,0,81,US,AR
2020-06-26,,,0,81,US,AR
2020-06-27,,,0,81,US,AR
2020-06-28,,,0,81,US,AR
2020-06-29,,,0,81,US,AR
2020-06-30,,,0,81,US,AR
2020-02-24,,,,,US,AS
2020-02-25,,,,,US,AS
2020-02-26,,,,,US,AS
2020-02-27,,,,,US,AS
2020-02-28,,,,,US,AS
2020-02-29,,,,,US,AS
2020-03-01,,,,,US,AS
2020-03-02,,,,,US,AS
2020-03-03,,,,,US,AS
2020-03-04,,,,,US,AS
2020-03-05,,,,,US,AS
2020-03-06,,,,,US,AS
2020-03-07,,,,,US,AS
2020-03-08,,,,,US,AS
2020-03-09,,,,,US,AS
2020-03-10,,,,,US,AS
2020-03-11,,,,,US,AS
2020-03-12,,,,,US,AS
2020-03-13,,,,,US,AS
2020-03-14,,,,,US,AS
2020-03-15,,,,,US,AS
2020-03-16,,,,,US,AS
2020-03-17,,,,,US,AS
2020-03-18,,,,,US,AS
2020-03-19,,,,,US,AS
2020-03-20,,,,,US,AS
2020-03-21,,,,,US,AS
2020-03-22,,,,,US,AS
2020-03-23,,,,,US,AS
2020-03-24,,,,,US,AS
2020-03-25,,,,,US,AS
2020-03-26,,,,,US,AS
2020-03-27,,,,,US,AS
2020-03-28,,,,,US,AS
2020-03-29,,,,,US,AS
2020-03-30,,,,,US,AS
2020-03-31,,,,,US,AS
2020-04-01,,,,,US,AS
2020-04-02,,,,,US,AS
2020-04-03,,,,,US,AS
2020-04-04,,,,,US,AS
2020-04-05,,,,,US,AS
2020-04-06,,,,,US,AS
2020-04-07,,,,,US,AS
2020-04-08,,,,,US,AS
2020-04-09,,,,,US,AS
2020-04-10,,,,,US,AS
2020-04-11,,,,,US,AS
2020-04-12,,,,,US,AS
2020-04-13,,,,,US,AS
2020-04-14,,,,,US,AS
2020-04-15,,,,,US,AS
2020-04-16,,,,,US,AS
2020-04-17,,,,,US,AS
2020-04-18,,,,,US,AS
2020-04-19,,,,,US,AS
2020-04-20,,,,,US,AS
2020-04-21,,,,,US,AS
2020-04-22,,,,,US,AS
2020-04-23,,,,,US,AS
2020-04-24,,,,,US,AS
2020-04-25,,,,,US,AS
2020-04-26,,,,,US,AS
2020-04-27,,,,,US,AS
2020-04-28,,,,,US,AS
2020-04-29,,,,,US,AS
2020-04-30,,,,,US,AS
2020-05-01,,,,,US,AS
2020-05-02,,,,,US,AS
2020-05-03,,,,,US,AS
2020-05-04,,,,,US,AS
2020-05-05,,,,,US,AS
2020-05-06,,,,,US,AS
2020-05-07,,,,,US,AS
2020-05-08,,,,,US,AS
2020-05-09,,,,,US,AS
2020-05-10,,,,,US,AS
2020-05-11,,,,,US,AS
2020-05-12,,,,,US,AS
2020-05-13,,,,,US,AS
2020-05-14,,,,,US,AS
2020-05-15,,,,,US,AS
2020-05-16,,,,,US,AS
2020-05-17,,,,,US,AS
2020-05-18,,,,,US,AS
2020-05-19,,,,,US,AS
2020-05-20,,,,,US,AS
2020-05-21,,,,,US,AS
2020-05-22,,,,,US,AS
2020-05-23,,,,,US,AS
2020-05-24,,,,,US,AS
2020-05-25,,,,,US,AS
2020-05-26,,,,,US,AS
2020-05-27,,,,,US,AS
2020-05-28,,,,,US,AS
2020-05-29,,,,,US,AS
2020-05-30,,,,,US,AS
2020-05-31,,,,,US,AS
2020-06-01,,,,,US,AS
2020-06-02,,,,,US,AS
2020-06-03,,,,,US,AS
2020-06-04,,,,,US,AS
2020-06-05,,,,,US,AS
2020-06-06,,,,,US,AS
2020-06-07,,,,,US,AS
2020-06-08,,,,,US,AS
2020-06-09,,,,,US,AS
2020-06-10,,,,,US,AS
2020-06-11,,,,,US,AS
2020-06-12,,,,,US,AS
2020-06-13,,,,,US,AS
2020-06-14,,,,,US,AS
2020-06-15,,,,,US,AS
2020-06-16,,,,,US,AS
2020-06-17,,,,,US,AS
2020-06-18,,,,,US,AS
2020-06-19,,,,,US,AS
2020-06-20,,,,,US,AS
2020-06-21,,,,,US,AS
2020-06-22,,,,,US,AS
2020-06-23,,,,,US,AS
2020-06-24,,,,,US,AS
2020-06-25,,,,,US,AS
2020-06-26,,,,,US,AS
2020-06-27,,,,,US,AS
2020-06-28,,,,,US,AS
2020-06-29,,,,,US,AS
2020-06-30,,,,,US,AS
2020-02-19,,,,,US,AZ
2020-02-20,,,,,US,AZ
2020-02-21,,,,,US,AZ
2020-02-22,,,,,US,AZ
2020-02-23,,,,,US,AZ
2020-02-24,,,,,US,AZ
2020-02-25,,,,,US,AZ
2020-02-26,,,,,US,AZ
2020-02-27,,,,,US,AZ
2020-02-28,,,,,US,AZ
2020-02-29,,,,,US,AZ
2020-03-01,,,,,US,AZ
2020-03-02,,,,,US,AZ
2020-03-03,,,,,US,AZ
2020-03-04,,,,,US,AZ
2020-03-05,,,,,US,AZ
2020-03-06,,,,,US,AZ
2020-03-07,,,,,US,AZ
2020-03-08,,,,,US,AZ
2020-03-09,,,,,US,AZ
2020-03-10,,,,,US,AZ
2020-03-11,,,,,US,AZ
2020-03-12,,,,,US,AZ
2020-03-13,,,,,US,AZ
2020-03-14,,,,,US,AZ
2020-03-15,,,,,US,AZ
2020-03-16,,,,,US,AZ
2020-03-17,,,,,US,AZ
2020-03-18,,,,,US,AZ
2020-03-19,,,,,US,AZ
2020-03-20,,,,,US,AZ
2020-03-21,1,1,,,US,AZ
2020-03-22,1,2,,,US,AZ
2020-03-23,0,2,,,US,AZ
2020-03-24,3,5,,,US,AZ
2020-03-25,1,6,,,US,AZ
2020-03-26,2,8,,,US,AZ
2020-03-27,5,13,,,US,AZ
2020-03-28,2,15,,,US,AZ
2020-03-29,2,17,,,US,AZ
2020-03-30,3,20,,,US,AZ
2020-03-31,4,24,,,US,AZ
2020-04-01,5,29,,,US,AZ
2020-04-02,,,6,35,US,AZ
2020-04-03,,,7,42,US,AZ
2020-04-04,,,7,49,US,AZ
2020-04-05,,,7,56,US,AZ
2020-04-06,,,7,63,US,AZ
2020-04-07,,,7,70,US,AZ
2020-04-08,,,7,77,US,AZ
2020-04-09,,,7,84,US,AZ
2020-04-10,,,6,90,US,AZ
2020-04-11,,,6,96,US,AZ
2020-04-12,,,5,101,US,AZ
2020-04-13,,,5,106,US,AZ
2020-04-14,,,4,110,US,AZ
2020-04-15,,,4,114,US,AZ
2020-04-16,,,3,117,US,AZ
2020-04-17,,,3,120,US,AZ
2020-04-18,,,3,123,US,AZ
2020-04-19,,,3,126,US,AZ
2020-04-20,,,2,128,US,AZ
2020-04-21,,,2,130,US,AZ
2020-04-22,,,2,132,US,AZ
2020-04-23,,,2,134,US,AZ
2020-04-24,,,1,135,US,AZ
2020-04-25,,,1,136,US,AZ
2020-04-26,,,1,137,US,AZ
2020-04-27,,,1,138,US,AZ
2020-04-28,,,1,139,US,AZ
2020-04-29,,,1,140,US,AZ
2020-04-30,,,1,141,US,AZ
2020-05-01,,,1,142,US,AZ
2020-05-02,,,1,143,US,AZ
2020-05-03,,,1,144,US,AZ
2020-05-04,,,1,145,US,AZ
2020-05-05,,,1,146,US,AZ
2020-05-06,,,1,147,US,AZ
2020-05-07,,,1,148,US,AZ
2020-05-08,,,1,149,US,AZ
2020-05-09,,,1,150,US,AZ
2020-05-10,,,1,151,US,AZ
2020-05-11,,,1,152,US,AZ
2020-05-12,,,1,153,US,AZ
2020-05-13,,,1,154,US,AZ
2020-05-14,,,1,155,US,AZ
2020-05-15,,,1,156,US,AZ
2020-05-16,,,1,157,US,AZ
2020-05-17,,,1,158,US,AZ
2020-05-18,,,1,159,US,AZ
2020-05-19,,,1,160,US,AZ
2020-05-20,,,1,161,US,AZ
2020-05-21,,,1,162,US,AZ
2020-05-22,,,1,163,US,AZ
2020-05-23,,,0,163,US,AZ
2020-05-24,,,0,163,US,AZ
2020-05-25,,,0,163,US,AZ
2020-05-26,,,0,163,US,AZ
2020-05-27,,,0,163,US,AZ
2020-05-28,,,0,163,US,AZ
2020-05-29,,,0,163,US,AZ
2020-05-30,,,0,163,US,AZ
2020-05-31,,,0,163,US,AZ
2020-06-01,,,0,163,US,AZ
2020-06-02,,,0,163,US,AZ
2020-06-03,,,0,163,US,AZ
2020-06-04,,,0,163,US,AZ
2020-06-05,,,0,163,US,AZ
2020-06-06,,,0,163,US,AZ
2020-06-07,,,0,163,US,AZ
2020-06-08,,,0,163,US,AZ
2020-06-09,,,0,163,US,AZ
2020-06-10,,,0,163,US,AZ
2020-06-11,,,0,163,US,AZ
2020-06-12,,,0,163,US,AZ
2020-06-13,,,0,163,US,AZ
2020-06-14,,,0,163,US,AZ
2020-06-15,,,0,163,US,AZ
2020-06-16,,,0,163,US,AZ
2020-06-17,,,0,163,US,AZ
2020-06-18,,,0,163,US,AZ
2020-06-19,,,0,163,US,AZ
2020-06-20,,,0,163,US,AZ
2020-06-21,,,0,163,US,AZ
2020-06-22,,,0,163,US,AZ
2020-06-23,,,0,163,US,AZ
2020-06-24,,,0,163,US,AZ
2020-06-25,,,0,163,US,AZ
2020-06-26,,,0,163,US,AZ
2020-06-27,,,0,163,US,AZ
2020-06-28,,,0,163,US,AZ
2020-06-29,,,0,163,US,AZ
2020-06-30,,,0,163,US,AZ
2020-02-14,,,,,US,CA
2020-02-15,,,,,US,CA
2020-02-16,,,,,US,CA
2020-02-17,,,,,US,CA
2020-02-18,,,,,US,CA
2020-02-19,,,,,US,CA
2020-02-20,,,,,US,CA
2020-02-21,,,,,US,CA
2020-02-22,,,,,US,CA
2020-02-23,,,,,US,CA
2020-02-24,,,,,US,CA
2020-02-25,,,,,US,CA
2020-02-26,,,,,US,CA
2020-02-27,,,,,US,CA
2020-02-28,,,,,US,CA
