date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,country,region
2020-02-17,,,,,,,,,140,100,200,140,100,200,Austria,ALL
2020-02-18,,,,,,,,,140,100,200,280,200,400,Austria,ALL
2020-02-19,,,,,,,,,140,100,200,421,300,600,Austria,ALL
2020-02-20,,,,,,,,,140,100,200,561,400,800,Austria,ALL
2020-02-21,,,,,,,,,140,100,200,701,500,1000,Austria,ALL
2020-02-22,,,,,,,,,140,100,200,841,600,1200,Austria,ALL
2020-02-23,,,,,,,,,140,100,200,981,700,1400,Austria,ALL
2020-02-24,,,,,,,,,140,100,200,1122,800,1600,Austria,ALL
2020-02-25,,,,,,,,,140,100,200,1262,900,1800,Austria,ALL
2020-02-26,,,,,,,,,394,279,549,1656,1179,2349,Austria,ALL
2020-02-27,,,,,,,,,393,278,545,2049,1457,2895,Austria,ALL
2020-02-28,,,,,,,,,414,294,571,2463,1751,3466,Austria,ALL
2020-02-29,,,,,,,,,458,325,626,2921,2076,4092,Austria,ALL
2020-03-01,,,,,,,,,550,389,739,3471,2465,4830,Austria,ALL
2020-03-02,,,,,,,,,692,489,913,4163,2954,5744,Austria,ALL
2020-03-03,,,,,,,,,802,568,1041,4824,3422,6584,Austria,ALL
2020-03-04,,,,,,,,,896,638,1142,5581,3960,7526,Austria,ALL
2020-03-05,,,,,,,,,1008,721,1256,6448,4581,8582,Austria,ALL
2020-03-06,,,,,,,,,1140,822,1397,7448,5303,9779,Austria,ALL
2020-03-07,,,,,,,,,1299,947,1602,8607,6149,11182,Austria,ALL
2020-03-08,,,,,,,,,1457,1079,1804,9923,7128,12785,Austria,ALL
2020-03-09,,,,,,,,,1604,1212,1948,11387,8240,14533,Austria,ALL
2020-03-10,,,,,,,,,1745,1355,2073,12992,9495,16407,Austria,ALL
2020-03-11,,,,,,,,,1882,1508,2217,14733,10904,18423,Austria,ALL
2020-03-12,1,1,,,,,,,2011,1672,2344,16350,12296,20218,Austria,ALL
2020-03-13,0,1,,,,,,,2122,1837,2458,18079,13856,22131,Austria,ALL
2020-03-14,0,1,,,,,,,2206,1940,2566,19871,15502,24126,Austria,ALL
2020-03-15,0,1,,,,,,,2263,1986,2640,21675,17163,26140,Austria,ALL
2020-03-16,2,3,,,,,,,2294,1996,2662,23419,18769,28064,Austria,ALL
2020-03-17,0,3,,,,,,,2301,1985,2673,25028,20265,29824,Austria,ALL
2020-03-18,1,4,,,,,,,2287,1956,2699,26514,21654,31482,Austria,ALL
2020-03-19,2,6,,,,,,,2254,1916,2692,27872,22932,33032,Austria,ALL
2020-03-20,0,6,,,,,,,2208,1839,2704,29072,24050,34481,Austria,ALL
2020-03-21,2,8,,,,,,,2152,1752,2682,30084,24980,35766,Austria,ALL
2020-03-22,8,16,,,,,,,2090,1650,2657,30875,25684,36820,Austria,ALL
2020-03-23,5,21,,,,,,,2025,1559,2617,31444,26164,37634,Austria,ALL
2020-03-24,7,28,,,,,,,1958,1473,2581,31798,26425,38266,Austria,ALL
2020-03-25,2,30,,,,,,,1891,1386,2560,31944,26456,38753,Austria,ALL
2020-03-26,19,49,,,,,,,1824,1286,2529,31886,26234,39066,Austria,ALL
2020-03-27,9,58,,,,,,,1758,1187,2464,31633,25750,39186,Austria,ALL
2020-03-28,10,68,,,,,,,1694,1106,2412,31205,25018,39140,Austria,ALL
2020-03-29,18,86,,,,,,,1632,1034,2373,30632,24112,38947,Austria,ALL
2020-03-30,22,108,,,,,,,1573,964,2317,29942,23091,38624,Austria,ALL
2020-03-31,20,128,,,,,,,1516,898,2260,29165,21993,38222,Austria,ALL
2020-04-01,18,146,,,,,,,1462,832,2203,28326,20841,37751,Austria,ALL
2020-04-02,12,158,,,,,,,1411,773,2160,27449,19657,37212,Austria,ALL
2020-04-03,10,168,,,,,,,1361,722,2132,26556,18462,36652,Austria,ALL
2020-04-04,18,186,,,,,,,1315,675,2105,25664,17298,36053,Austria,ALL
2020-04-05,18,204,,,,,,,1271,626,2079,24782,16173,35450,Austria,ALL
2020-04-06,16,220,,,,,,,1229,582,2055,23921,15105,34848,Austria,ALL
2020-04-07,23,243,,,,,,,1189,542,2039,23084,14088,34269,Austria,ALL
2020-04-08,30,273,,,,,,,1151,505,2022,22276,13120,33711,Austria,ALL
2020-04-09,22,295,,,,,,,1115,472,2003,21500,12206,33154,Austria,ALL
2020-04-10,24,319,,,,,,,1081,441,1981,20757,11361,32605,Austria,ALL
2020-04-11,18,337,,,,,,,1048,414,1958,20047,10588,32099,Austria,ALL
2020-04-12,13,350,,,,,,,1017,389,1940,19370,9871,31627,Austria,ALL
2020-04-13,,,20,16,26,370,366,376,988,365,1924,18726,9201,31177,Austria,ALL
2020-04-14,,,20,15,25,390,381,401,960,344,1908,18113,8581,30768,Austria,ALL
2020-04-15,,,19,14,25,409,395,426,933,325,1892,17529,8008,30400,Austria,ALL
2020-04-16,,,18,14,25,428,409,451,908,308,1876,16975,7483,30073,Austria,ALL
2020-04-17,,,18,13,25,445,422,476,883,291,1860,16448,7001,29773,Austria,ALL
2020-04-18,,,17,12,24,463,434,500,860,276,1844,15946,6555,29486,Austria,ALL
2020-04-19,,,17,11,24,479,445,524,838,263,1828,15470,6143,29208,Austria,ALL
