date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,126,65,178,126,65,178,126,65,178,2.2753671099,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,126,65,178,252,130,355,252,130,356,2.27535736622,2.09999235549,2.39999976078,US,,
2020-02-07,0,0,,,,,,,126,65,178,378,195,532,378,195,534,2.27535410212,2.09998971407,2.3999996361,US,,
2020-02-08,0,0,,,,,,,126,65,178,504,260,709,504,260,712,2.27534973087,2.09998631697,2.39999943794,US,,
2020-02-09,0,0,,,,,,,291,163,405,794,438,1100,795,423,1117,2.2753438715,2.09998174464,2.39999914287,US,,
2020-02-10,0,0,,,,,,,291,163,405,1085,607,1500,1086,586,1522,2.27533600968,2.09997532181,2.39999867631,US,,
2020-02-11,0,0,,,,,,,291,163,405,1376,773,1903,1377,749,1927,2.27532545024,2.09996666832,2.39999797181,US,,
2020-02-12,0,0,,,,,,,291,163,405,1667,938,2306,1668,912,2332,2.27531125228,2.09995498051,2.39999691363,US,,
2020-02-13,0,0,,,,,,,474,282,652,2141,1241,2938,2142,1194,2984,2.27529214052,2.09993919449,2.39999522933,US,,
2020-02-14,0,0,,,,,,,684,414,932,2825,1661,3865,2826,1608,3916,2.27523926582,2.09988908389,2.39997200571,US,,
2020-02-15,0,0,,,,,,,1163,715,1531,3988,2426,5366,3989,2323,5447,2.27520112201,2.09985610391,2.39996658851,US,,
2020-02-16,0,0,,,,,,,2181,1327,2784,6168,3869,8095,6170,3650,8231,2.27514307541,2.09980650786,2.39995297449,US,,
2020-02-17,0,0,,,,,,,3601,2338,4548,9770,6335,12557,9771,5988,12779,2.27506849634,2.0997430041,2.39993639851,US,,
2020-02-18,0,0,,,,,,,4022,2653,5087,13792,9028,17618,13793,8641,17866,2.27497054109,2.09966012554,2.39991453252,US,,
2020-02-19,0,0,,,,,,,4701,3156,5923,18493,12243,23506,18494,11797,23789,2.27484017362,2.09955081346,2.39988461015,US,,
2020-02-20,0,0,,,,,,,4842,3262,6115,23209,15451,29438,23336,15059,29904,2.27466436207,2.09940497778,2.39984230481,US,,
2020-02-21,0,0,,,,,,,5375,3679,6776,28458,19090,36017,28711,18738,36680,2.27442571563,2.09920943055,2.39978133518,US,,
2020-02-22,0,0,,,,,,,6459,4492,8154,34791,23564,43955,35170,23230,44834,2.27410409254,2.0989492877,2.39969511207,US,,
2020-02-23,0,0,,,,,,,7774,5504,9780,42439,29094,53491,42944,28734,54614,2.27367054413,2.09861318545,2.39957388766,US,,
2020-02-24,0,0,,,,,,,9857,6969,12451,52005,35978,65481,52801,35703,67065,2.27308368566,2.0981891856,2.39940624758,US,,
2020-02-25,0,0,,,,,,,15022,10220,19075,66737,46197,84036,67823,45923,86140,2.2722865222,2.0976343618,2.39915872271,US,,
2020-02-26,0,0,,,,,,,18264,12628,23202,84710,58704,106797,86087,58551,109342,2.27120041248,2.09690738386,2.39879367562,US,,
2020-02-27,0,0,,,,,,,19890,13694,25428,104310,72249,131808,105977,72245,134770,2.26971850029,2.0958231962,2.39825878629,US,,
2020-02-28,0,0,,,,,,,24007,16378,30950,127842,88342,162091,129984,88623,165720,2.26769342935,2.09444458383,2.39747255922,US,,
2020-02-29,1,1,,,,,,,29144,19385,38155,156302,107316,199262,159128,108008,203875,2.26492144358,2.09261792338,2.39631287739,US,,
2020-03-01,0,1,,,,,,,37607,24551,49904,192746,131203,247511,196735,132559,253779,2.26112199575,2.09023989427,2.39476062199,US,,
2020-03-02,5,6,,,,,,,46596,30209,62511,237162,160171,307086,243331,162768,316290,2.25591076802,2.0869705171,2.39259895167,US,,
2020-03-03,1,7,,,,,,,57619,37244,77821,291179,195155,380219,300950,200012,394111,2.24876518519,2.08224193811,2.38952027921,US,,
2020-03-04,4,11,,,,,,,70260,44919,95982,357417,237506,470961,371210,244931,490093,2.23898108809,2.07634239498,2.38494003779,US,,
2020-03-05,1,12,,,,,,,87203,55356,120800,439919,289794,585647,458413,300287,610893,2.22562320732,2.06828316663,2.37761202392,US,,
2020-03-06,2,14,,,,,,,105932,66592,148419,541009,353219,727730,564345,366879,759312,2.20747727452,2.05465442873,2.36734456151,US,,
2020-03-07,3,17,,,,,,,126967,79997,179058,662601,429597,899818,691312,446876,938370,2.18302025046,2.03507178091,2.3514333241,US,,
2020-03-08,4,21,,,,,,,149928,95525,211247,806070,520588,1102759,841240,542401,1149617,2.15044010722,2.00288294674,2.32862057792,US,,
2020-03-09,1,22,,,,,,,174359,113975,243332,972655,628917,1336266,1015599,656376,1392949,2.1077537045,1.94687274056,2.29458853273,US,,
2020-03-10,6,28,,,,,,,199823,133976,274640,1162621,755705,1598531,1215422,790352,1667589,2.0530792668,1.8730941168,2.26545183323,US,,
2020-03-11,5,33,,,,,,,223412,150275,300416,1371011,895749,1879865,1438834,940627,1968005,1.98509026849,1.78395817171,2.23610528078,US,,
2020-03-12,10,43,,,,,,,244132,164806,321087,1596879,1047831,2177812,1682966,1105433,2289092,1.90358148736,1.68829456966,2.19076695795,US,,
2020-03-13,9,52,,,,,,,261800,176410,345524,1838789,1210489,2497950,1944766,1281843,2634616,1.8099390234,1.58290867891,2.1301695475,US,,
2020-03-14,6,58,,,,,,,275764,186469,364676,2090546,1380560,2831658,2220530,1468312,2999292,1.70724391125,1.46598403747,2.05878941207,US,,
2020-03-15,12,70,,,,,,,286737,195294,379788,2348139,1556512,3173189,2507267,1663606,3379080,1.59987739129,1.34330187749,1.99201991803,US,,
2020-03-16,27,97,,,,,,,294608,203490,391815,2605140,1735585,3514940,2801875,1867096,3770895,1.49276343901,1.2294120385,1.91091043,US,,
2020-03-17,35,132,,,,,,,299888,210155,400063,2858431,1915765,3852310,3101763,2077251,4170958,1.39054981233,1.1340746038,1.80604851648,US,,
2020-03-18,59,191,,,,,,,303205,215675,403700,3104017,2094512,4177981,3404968,2292926,4574658,1.29698570086,1.06153457508,1.68758101662,US,,
2020-03-19,77,268,,,,,,,304987,220306,402986,3338744,2270310,4484671,3709955,2513232,4977644,1.21459568478,1.00876997422,1.56830774,US,,
2020-03-20,99,367,,,,,,,305690,224233,405055,3557231,2439732,4768560,4015645,2737465,5382699,1.1446151442,0.971457195195,1.44130806446,US,,
2020-03-21,95,462,,,,,,,305447,227741,403212,3756747,2601527,5022979,4321092,2965206,5785911,1.08711044494,0.945113795289,1.33298844046,US,,
2020-03-22,148,610,,,,,,,304408,229994,399244,3934188,2752251,5242792,4625500,3195200,6185155,1.04122670839,0.925722824294,1.24389092092,US,,
2020-03-23,187,797,,,,,,,302764,231535,395602,4087024,2889032,5426926,4928264,3426735,6580757,1.00551359226,0.912760358833,1.16450322513,US,,
2020-03-24,242,1039,,,,,,,300610,232461,390416,4213276,3008299,5573829,5228874,3659196,6971173,0.978259470918,0.904961379476,1.10416594315,US,,
2020-03-25,316,1355,,,,,,,298030,233134,384087,4311482,3108346,5683092,5526904,3892330,7355260,0.957761859255,0.89367104228,1.05257000398,US,,
2020-03-26,422,1777,,,,,,,295055,232903,378592,4383125,3191879,5761064,5821959,4125233,7733852,0.942496799315,0.879738784414,1.01275964146,US,,
2020-03-27,561,2338,,,,,,,291704,232187,370977,4430697,3260098,5810570,6113663,4357420,8104829,0.931193074665,0.868859799894,0.989491945182,US,,
2020-03-28,654,2992,,,,,,,288009,231284,363277,4456906,3315601,5827954,6401672,4588704,8468106,0.9228403161,0.860130615026,0.973915385454,US,,
2020-03-29,634,3626,,,,,,,284036,229634,355618,4465178,3359081,5818468,6685708,4818338,8823724,0.916661691816,0.853620695142,0.964217547639,US,,
2020-03-30,834,4460,,,,,,,279746,226641,347681,4458187,3390459,5786085,6965454,5044979,9171405,0.912073325571,0.848818750133,0.956189517056,US,,
2020-03-31,1255,5715,,,,,,,275209,223588,338834,4438789,3410295,5732847,7240663,5268567,9510239,0.908643058816,0.846244406812,0.951815718441,US,,
2020-04-01,1268,6983,,,,,,,270455,219522,331867,4409356,3418998,5664603,7511118,5488089,9842106,0.90605428487,0.844266618451,0.948870251721,US,,
2020-04-02,1613,8596,,,,,,,265521,215082,325656,4371672,3417398,5586713,7776639,5703171,10167762,0.904076585784,0.842759251221,0.946473758166,US,,
2020-04-03,1337,9933,,,,,,,260442,210455,318859,4327127,3406417,5502779,8037081,5913626,10486621,0.902542953356,0.841298770565,0.944516122162,US,,
2020-04-04,1327,11260,,,,,,,255249,206095,312841,4276686,3387136,5411057,8292330,6119721,10799462,0.901332614391,0.840083141652,0.942986465837,US,,
2020-04-05,1502,12762,,,,,,,249978,201865,306745,4221217,3360173,5315217,8542308,6321586,11106207,0.900358316884,0.839350801245,0.941875693406,US,,
2020-04-06,1739,14501,,,,,,,244666,196979,300259,4161474,3326198,5216846,8786974,6518565,11406466,0.899557029585,0.838598128713,0.941105003651,US,,
2020-04-07,2379,16880,,,,,,,239345,192217,294205,4098055,3286078,5116209,9026319,6710782,11700671,0.898883189891,0.837864492689,0.940249030379,US,,
2020-04-08,2182,19062,,,,,,,234047,187512,288417,4031491,3240472,5014896,9260366,6898294,11989088,0.898303824731,0.837310732032,0.939691983379,US,,
2020-04-09,2151,21213,,,,,,,228797,182860,282189,3962258,3189780,4913592,9489163,7081154,12271277,0.897795034577,0.836785734675,0.939224193422,US,,
2020-04-10,2146,23359,,,,,,,223617,178355,275744,3890819,3134995,4811329,9712780,7259509,12547021,0.897339463415,0.836467148521,0.938850666269,US,,
