date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-17,,,,,,,,,74,38,106,74,38,106,74,38,106,2.5721967586,2.2,3,Algeria,ALL,
2020-02-18,,,,,,,,,74,38,106,149,76,212,149,76,212,2.57196281668,2.19973283443,2.99998628133,Algeria,ALL,
2020-02-19,,,,,,,,,74,38,106,223,114,318,223,114,318,2.57186068473,2.19958903692,2.99997269296,Algeria,ALL,
2020-02-20,,,,,,,,,74,38,106,298,152,424,298,152,424,2.57171349037,2.19936929904,2.9999484987,Algeria,ALL,
2020-02-21,,,,,,,,,74,38,106,372,190,530,372,190,530,2.57150102197,2.19904037143,2.99991023526,Algeria,ALL,
2020-02-22,,,,,,,,,74,38,106,446,228,636,446,228,636,2.57119382658,2.19861310298,2.99984960837,Algeria,ALL,
2020-02-23,,,,,,,,,74,38,106,521,266,742,521,266,742,2.57074890736,2.19800063576,2.99975092629,Algeria,ALL,
2020-02-24,,,,,,,,,74,38,106,595,304,848,595,304,848,2.57010339758,2.19715732511,2.9995908795,Algeria,ALL,
2020-02-25,,,,,,,,,74,38,106,669,342,954,669,342,954,2.56916527221,2.19606373236,2.99933201305,Algeria,ALL,
2020-02-26,,,,,,,,,265,134,396,934,476,1350,934,476,1350,2.56777415455,2.19383709607,2.99888041714,Algeria,ALL,
2020-02-27,,,,,,,,,264,133,395,1198,610,1745,1198,610,1745,2.56578077668,2.190417692,2.99828046447,Algeria,ALL,
2020-02-28,,,,,,,,,287,145,437,1485,755,2181,1485,755,2181,2.56286623909,2.18562537769,2.99721467972,Algeria,ALL,
2020-02-29,,,,,,,,,335,168,517,1820,924,2698,1820,924,2698,2.55861958549,2.1790106896,2.99550483517,Algeria,ALL,
2020-03-01,,,,,,,,,434,214,690,2254,1138,3387,2254,1138,3387,2.55243450716,2.16940460989,2.9927571042,Algeria,ALL,
2020-03-02,,,,,,,,,590,286,964,2844,1425,4351,2844,1425,4351,2.54344750506,2.15551961985,2.98836935078,Algeria,ALL,
2020-03-03,,,,,,,,,720,342,1195,3489,1730,5439,3563,1768,5545,2.53045280865,2.13217045695,2.98202198051,Algeria,ALL,
2020-03-04,,,,,,,,,849,396,1431,4264,2088,6764,4412,2164,6976,2.5118231482,2.0969756225,2.97231660788,Algeria,ALL,
2020-03-05,,,,,,,,,1017,467,1735,5206,2518,8392,5429,2632,8710,2.48547706635,2.05158181895,2.95546188156,Algeria,ALL,
2020-03-06,,,,,,,,,1231,557,2132,6362,3037,10418,6660,3189,10842,2.44895363122,1.97631103763,2.92870053199,Algeria,ALL,
2020-03-07,,,,,,,,,1497,674,2643,7785,3674,12954,8156,3864,13484,2.39969423381,1.86772520581,2.88672716121,Algeria,ALL,
2020-03-08,,,,,,,,,1777,799,3224,9488,4435,16072,9934,4663,16708,2.33555471828,1.73051217964,2.82717248494,Algeria,ALL,
2020-03-09,,,,,,,,,2067,930,3827,11480,5328,19792,12000,5594,20534,2.25539926885,1.57546499596,2.75648280479,Algeria,ALL,
2020-03-10,,,,,,,,,2373,1063,4475,13778,6354,24161,14373,6658,25009,2.15949098453,1.4654292013,2.72360284771,Algeria,ALL,
2020-03-11,,,,,,,,,2694,1187,5118,16398,7503,29172,17067,7845,30126,2.04951600507,1.34135376765,2.68084703175,Algeria,ALL,
2020-03-12,1,1,,,,,,,3018,1278,5809,19151,8647,34585,20085,9124,35935,1.9283826504,1.20798998462,2.59439732453,Algeria,ALL,
2020-03-13,1,2,,,,,,,3317,1313,6465,22204,9827,40655,23402,10438,42399,1.79997428946,1.11015675154,2.4922203798,Algeria,ALL,
2020-03-14,1,3,,,,,,,3574,1322,6971,25490,11005,47189,26975,11760,49370,1.66883113804,1.0382790386,2.39182098898,Algeria,ALL,
2020-03-15,1,4,,,,,,,3783,1315,7506,28938,12152,54178,30758,13076,56875,1.53968707498,0.975795071076,2.23370642024,Algeria,ALL,
2020-03-16,0,4,,,,,,,3941,1314,8026,32445,13251,61514,34699,14390,64900,1.41695808204,0.93933012939,2.09832240328,Algeria,ALL,
2020-03-17,0,4,,,,,,,4045,1296,8639,35900,14261,69189,38744,15687,73539,1.30434972249,0.904601912431,1.95935329756,Algeria,ALL,
2020-03-18,3,7,,,,,,,4095,1286,8860,39275,15205,76854,42839,16973,82398,1.20463365681,0.887923139641,1.79838541072,Algeria,ALL,
2020-03-19,2,9,,,,,,,4093,1275,8879,42520,16084,84302,46932,18249,91277,1.11953228609,0.873614098734,1.62499246681,Algeria,ALL,
