date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-05,0,0,,,,,,,99,50,150,99,50,150,99,50,150,2.26688826974,US,,
2020-02-06,0,0,,,,,,,99,50,150,199,99,300,198,100,300,2.26667836512,US,,
2020-02-07,0,0,,,,,,,99,50,150,298,150,450,297,150,450,2.26663181118,US,,
2020-02-08,0,0,,,,,,,99,50,150,398,199,600,396,200,600,2.26657491791,US,,
2020-02-09,0,0,,,,,,,249,114,386,647,332,968,645,314,986,2.26650538346,US,,
2020-02-10,0,0,,,,,,,249,114,386,895,452,1348,894,428,1372,2.26642039139,US,,
2020-02-11,0,0,,,,,,,249,114,386,1144,570,1730,1143,542,1758,2.26631649484,US,,
2020-02-12,0,0,,,,,,,249,114,386,1393,687,2113,1392,656,2144,2.26618947441,US,,
2020-02-13,0,0,,,,,,,382,190,610,1775,899,2701,1774,846,2754,2.26603416351,US,,
2020-02-14,0,0,,,,,,,533,284,835,2308,1190,3529,2307,1130,3589,2.265828825,US,,
2020-02-15,0,0,,,,,,,723,417,1100,3031,1629,4607,3030,1547,4689,2.26559459859,US,,
2020-02-16,0,0,,,,,,,748,434,1133,3779,2073,5728,3778,1981,5822,2.26530417987,US,,
2020-02-17,0,0,,,,,,,2163,1309,2904,5942,3497,8517,5941,3290,8726,2.26495025576,US,,
2020-02-18,0,0,,,,,,,2487,1513,3350,8429,5044,11831,8428,4803,12076,2.26451804719,US,,
2020-02-19,0,0,,,,,,,2970,1886,3930,11399,6967,15723,11398,6689,16006,2.26398953047,US,,
2020-02-20,0,0,,,,,,,3070,1954,4062,14370,8878,19627,14468,8643,20068,2.26334215048,US,,
2020-02-21,0,0,,,,,,,3483,2227,4555,17753,11077,24009,17951,10870,24623,2.26254833255,US,,
2020-02-22,0,0,,,,,,,4336,2847,5670,21989,13907,29494,22287,13717,30293,2.26157611205,US,,
2020-02-23,0,0,,,,,,,5147,3418,6638,27037,17325,35929,27434,17135,36931,2.26038559824,US,,
