date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,country,region
2020-02-17,,,,,,,,,119,100,300,119,100,300,Austria,ALL
2020-02-18,,,,,,,,,119,100,300,238,200,600,Austria,ALL
2020-02-19,,,,,,,,,119,100,300,357,300,900,Austria,ALL
2020-02-20,,,,,,,,,119,100,300,476,400,1200,Austria,ALL
2020-02-21,,,,,,,,,119,100,300,595,500,1500,Austria,ALL
2020-02-22,,,,,,,,,119,100,300,714,600,1800,Austria,ALL
2020-02-23,,,,,,,,,119,100,300,833,700,2100,Austria,ALL
2020-02-24,,,,,,,,,119,100,300,952,800,2400,Austria,ALL
2020-02-25,,,,,,,,,119,100,300,1071,900,2700,Austria,ALL
2020-02-26,,,,,,,,,360,279,775,1431,1179,3475,Austria,ALL
2020-02-27,,,,,,,,,358,278,770,1789,1457,4244,Austria,ALL
2020-02-28,,,,,,,,,381,293,802,2170,1750,5046,Austria,ALL
2020-02-29,,,,,,,,,428,324,869,2597,2074,5915,Austria,ALL
2020-03-01,,,,,,,,,525,388,1010,3122,2462,6925,Austria,ALL
2020-03-02,,,,,,,,,676,488,1226,3798,2950,8151,Austria,ALL
2020-03-03,,,,,,,,,794,566,1381,4473,3415,9232,Austria,ALL
2020-03-04,,,,,,,,,900,635,1504,5253,3950,10436,Austria,ALL
2020-03-05,,,,,,,,,1028,716,1639,6162,4566,11775,Austria,ALL
2020-03-06,,,,,,,,,1183,814,1796,7226,5280,13271,Austria,ALL
2020-03-07,,,,,,,,,1370,936,2015,8477,6116,14986,Austria,ALL
2020-03-08,,,,,,,,,1555,1063,2194,9913,7079,16880,Austria,ALL
2020-03-09,,,,,,,,,1730,1190,2398,11524,8169,18979,Austria,ALL
2020-03-10,,,,,,,,,1898,1322,2578,13303,9392,21257,Austria,ALL
2020-03-11,,,,,,,,,2058,1457,2751,15241,10749,23708,Austria,ALL
2020-03-12,1,1,,,,,,,2204,1584,2864,17085,12053,25798,Austria,ALL
2020-03-13,0,1,,,,,,,2319,1715,2935,19047,13490,27963,Austria,ALL
2020-03-14,0,1,,,,,,,2396,1806,3063,21062,15003,30224,Austria,ALL
2020-03-15,0,1,,,,,,,2431,1841,3200,23066,16520,32555,Austria,ALL
2020-03-16,2,3,,,,,,,2430,1836,3312,24970,17969,34857,Austria,ALL
2020-03-17,0,3,,,,,,,2394,1764,3339,26689,19244,36970,Austria,ALL
2020-03-18,1,4,,,,,,,2330,1660,3388,28225,20338,38977,Austria,ALL
2020-03-19,2,6,,,,,,,2242,1563,3342,29568,21267,40815,Austria,ALL
2020-03-20,0,6,,,,,,,2139,1432,3259,30679,21983,42435,Austria,ALL
2020-03-21,2,8,,,,,,,2028,1284,3165,31524,22453,43805,Austria,ALL
2020-03-22,8,16,,,,,,,1912,1165,3085,32066,22682,44874,Austria,ALL
2020-03-23,5,21,,,,,,,1797,1049,2966,32308,22668,45646,Austria,ALL
2020-03-24,7,28,,,,,,,1684,946,2836,32262,22423,46083,Austria,ALL
2020-03-25,2,30,,,,,,,1574,859,2693,31938,21960,46198,Austria,ALL
2020-03-26,19,49,,,,,,,1469,771,2565,31348,21273,46012,Austria,ALL
2020-03-27,9,58,,,,,,,1369,691,2465,30514,20380,45613,Austria,ALL
2020-03-28,10,68,,,,,,,1276,622,2349,29471,19287,45027,Austria,ALL
2020-03-29,18,86,,,,,,,1189,560,2222,28264,18041,44187,Austria,ALL
2020-03-30,22,108,,,,,,,1108,506,2097,26941,16707,43084,Austria,ALL
2020-03-31,20,128,,,,,,,1033,459,1977,25544,15330,41749,Austria,ALL
2020-04-01,18,146,,,,,,,964,417,1863,24113,13983,40272,Austria,ALL
2020-04-02,12,158,,,,,,,899,380,1755,22683,12704,38640,Austria,ALL
2020-04-03,10,168,,,,,,,840,347,1653,21281,11488,36951,Austria,ALL
2020-04-04,18,186,,,,,,,786,318,1558,19928,10375,35249,Austria,ALL
2020-04-05,18,204,,,,,,,736,293,1467,18636,9384,33551,Austria,ALL
2020-04-06,16,220,,,,,,,690,270,1388,17414,8489,31854,Austria,ALL
2020-04-07,23,243,,,,,,,647,251,1326,16264,7691,30214,Austria,ALL
2020-04-08,30,273,,,,,,,608,233,1268,15189,6978,28646,Austria,ALL
2020-04-09,,,22,16,31,295,289,304,573,217,1212,14188,6337,27165,Austria,ALL
2020-04-10,,,21,15,31,316,304,336,539,204,1150,13258,5770,25750,Austria,ALL
2020-04-11,,,21,14,30,337,318,366,509,191,1085,12398,5270,24370,Austria,ALL
2020-04-12,,,20,13,30,357,331,396,481,180,1024,11602,4828,23045,Austria,ALL
2020-04-13,,,19,12,29,375,343,425,454,170,967,10868,4437,21790,Austria,ALL
2020-04-14,,,18,10,28,393,353,454,430,161,913,10190,4091,20606,Austria,ALL
2020-04-15,,,17,9,27,409,362,481,408,153,862,9565,3785,19491,Austria,ALL
2020-04-16,,,15,8,26,425,370,507,387,145,822,8988,3513,18450,Austria,ALL
2020-04-17,,,14,8,25,439,378,532,368,139,797,8457,3271,17492,Austria,ALL
2020-04-18,,,14,7,24,453,385,557,350,133,774,7966,3057,16613,Austria,ALL
2020-04-19,,,13,6,23,466,391,580,333,127,752,7513,2865,15808,Austria,ALL
2020-04-20,,,12,5,22,477,396,602,318,122,730,7095,2693,15071,Austria,ALL
2020-04-21,,,11,5,21,488,401,623,303,117,709,6708,2540,14392,Austria,ALL
2020-04-22,,,10,4,19,498,405,642,289,113,683,6350,2402,13749,Austria,ALL
2020-04-23,,,9,4,18,507,409,660,277,109,651,6019,2278,13133,Austria,ALL
2020-04-24,,,9,3,17,516,412,678,265,105,628,5711,2165,12549,Austria,ALL
2020-04-25,,,8,3,16,524,415,694,253,101,611,5425,2062,12010,Austria,ALL
2020-04-26,,,8,3,15,532,418,709,243,98,595,5159,1969,11520,Austria,ALL
2020-04-27,,,7,3,14,539,421,723,233,94,579,4911,1884,11075,Austria,ALL
2020-04-28,,,7,2,13,545,423,737,223,91,564,4680,1805,10672,Austria,ALL
2020-04-29,,,6,2,13,552,425,750,214,88,549,4464,1732,10308,Austria,ALL
