date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-05,0,0,,,,,,,99,50,150,99,50,150,99,50,150,2.26694058021,US,,
2020-02-06,0,0,,,,,,,99,50,150,199,99,300,198,100,300,2.2667272086,US,,
2020-02-07,0,0,,,,,,,99,50,150,298,150,450,297,150,450,2.26667988893,US,,
2020-02-08,0,0,,,,,,,99,50,150,398,199,600,396,200,600,2.26662206122,US,,
2020-02-09,0,0,,,,,,,248,114,386,646,332,968,644,314,986,2.2665513866,US,,
2020-02-10,0,0,,,,,,,248,114,386,894,452,1348,892,428,1372,2.26646500362,US,,
2020-02-11,0,0,,,,,,,248,114,386,1143,570,1730,1140,542,1758,2.26635941065,US,,
2020-02-12,0,0,,,,,,,248,114,386,1391,687,2113,1388,656,2144,2.2662303217,US,,
2020-02-13,0,0,,,,,,,384,190,610,1775,899,2701,1772,846,2754,2.26607248935,US,,
2020-02-14,0,0,,,,,,,535,284,835,2310,1190,3529,2307,1130,3589,2.26586400593,US,,
2020-02-15,0,0,,,,,,,728,417,1100,3038,1629,4607,3035,1547,4689,2.26562602834,US,,
2020-02-16,0,0,,,,,,,753,434,1133,3791,2073,5728,3788,1981,5822,2.26533102435,US,,
2020-02-17,0,0,,,,,,,2191,1350,2985,5982,3577,8635,5979,3331,8807,2.26497152842,US,,
2020-02-18,0,0,,,,,,,2515,1559,3436,8497,5180,12044,8494,4890,12243,2.26453255037,US,,
2020-02-19,0,0,,,,,,,2995,1937,4020,11491,7154,16029,11489,6827,16263,2.26399581354,US,,
2020-02-20,0,0,,,,,,,3095,2006,4153,14487,9117,20024,14584,8833,20416,2.26333845806,US,,
2020-02-21,0,0,,,,,,,3510,2282,4649,17897,11369,24498,18094,11115,25065,2.26253254668,US,,
2020-02-22,0,0,,,,,,,4366,2909,5770,22164,14259,30082,22460,14024,30835,2.26154569436,US,,
2020-02-23,0,0,,,,,,,5176,3485,6742,27240,17742,36620,27636,17509,37577,2.26033751284,US,,
2020-02-24,0,0,,,,,,,6178,4207,8146,33169,21877,44335,33814,21716,45723,2.258857547,US,,
2020-02-25,0,0,,,,,,,7118,4978,9267,40039,26788,53172,40932,26694,54990,2.25704371384,US,,
2020-02-26,0,0,,,,,,,11275,7476,14682,51066,34202,67312,52207,34170,69672,2.25481955246,US,,
2020-02-27,0,0,,,,,,,11752,7831,15345,62569,41930,82217,63959,42001,85017,2.25209179811,US,,
2020-02-28,0,0,,,,,,,13633,9143,17913,75819,50880,99474,77592,51144,102930,2.2487457202,US,,
2020-02-29,1,1,,,,,,,15451,10250,20512,90735,60823,119090,93043,61394,123442,2.24463976963,US,,
2020-03-01,0,1,,,,,,,19296,12620,25737,109303,73025,143592,112339,74014,149179,2.23959952464,US,,
2020-03-02,5,6,,,,,,,24725,15920,33341,133276,88530,175602,137064,89934,182520,2.2334102871,US,,
2020-03-03,1,7,,,,,,,30247,19383,41077,161331,106616,213506,167311,109317,223597,2.22580820046,US,,
2020-03-04,4,11,,,,,,,35915,22847,49247,194731,127957,259152,203226,132164,272844,2.21646906191,US,,
2020-03-05,1,12,,,,,,,43751,27832,60507,235488,153930,315504,246977,159996,333351,2.20499497934,US,,
2020-03-06,2,14,,,,,,,52540,33147,73371,284932,185176,384616,299517,193143,406722,2.1908994239,US,,
2020-03-07,3,17,,,,,,,63372,39854,88942,344794,222879,468860,362889,232997,495664,2.17359161312,US,,
2020-03-08,4,21,,,,,,,75476,47622,105429,415905,267675,568519,438365,280619,601093,2.15236289612,US,,
2020-03-09,1,22,,,,,,,88677,56091,122762,499406,320375,684641,527042,336710,723855,2.1263805511,US,,
2020-03-10,6,28,,,,,,,103568,65755,140615,596796,381979,817219,630610,402465,864470,2.0946990771,US,,
2020-03-11,4,32,,,,,,,118730,76720,159081,708408,453730,967136,749340,479185,1023551,2.05630436165,US,,
2020-03-12,11,43,,,,,,,133999,89510,178197,831132,535801,1130669,883339,568695,1201748,2.0102090283,US,,
2020-03-13,9,52,,,,,,,148830,102472,195342,968209,630389,1310700,1032169,671167,1397090,1.95561245888,US,,
2020-03-14,7,59,,,,,,,162412,116244,211432,1116988,737389,1504201,1194581,787411,1608522,1.89212011243,US,,
2020-03-15,13,72,,,,,,,174987,128227,228913,1276524,855275,1712589,1369568,915638,1837435,1.81998396612,US,,
2020-03-16,28,100,,,,,,,186263,139385,243632,1443490,982051,1930435,1555831,1055023,2081067,1.74029238691,US,,
2020-03-17,34,134,,,,,,,196306,150360,256132,1615071,1116700,2153148,1752137,1205383,2337199,1.65502647391,US,,
2020-03-18,57,191,,,,,,,205167,157535,268801,1789991,1255201,2380735,1957304,1362918,2606000,1.56692653496,US,,
2020-03-19,77,268,,,,,,,212874,164870,280050,1966951,1397774,2611323,2170178,1527788,2886050,1.47917051569,US,,
2020-03-20,97,365,,,,,,,219592,172219,285395,2142792,1542939,2836005,2389770,1700007,3171445,1.39493184105,US,,
2020-03-21,90,455,,,,,,,225376,179211,288629,2315628,1689698,3051085,2615146,1879218,3460074,1.31693004418,US,,
2020-03-22,144,599,,,,,,,230277,185101,295307,2482534,1835580,3257270,2845423,2064319,3755381,1.24709380133,US,,
2020-03-23,184,783,,,,,,,234379,190011,297546,2641436,1978729,3449261,3079802,2254330,4052927,1.18641688554,US,,
2020-03-24,235,1018,,,,,,,237720,194254,299210,2790479,2117688,3625544,3317522,2448584,4352137,1.13501775769,US,,
2020-03-25,310,1328,,,,,,,240352,198361,303182,2927263,2250788,3787954,3557874,2646945,4655319,1.09234561287,US,,
2020-03-26,407,1735,,,,,,,242308,199455,304874,3050842,2373508,3933647,3800182,2846400,4960193,1.05744230142,US,,
2020-03-27,546,2281,,,,,,,243611,201748,304741,3160454,2485505,4060068,4043793,3048148,5264934,1.02918038522,US,,
2020-03-28,637,2918,,,,,,,244286,202686,302666,3255911,2585246,4167111,4288079,3250834,5567600,1.00643477034,US,,
2020-03-29,625,3543,,,,,,,244363,203163,302643,3337862,2671512,4258090,4532442,3453997,5870243,0.988182134831,US,,
2020-03-30,806,4349,,,,,,,243841,202353,300476,3406716,2744950,4329347,4776283,3656350,6170719,0.973543488464,US,,
2020-03-31,1216,5565,,,,,,,242765,201384,297273,3463219,2806388,4382742,5019048,3857734,6467992,0.961790578948,US,,
2020-04-01,1219,6784,,,,,,,241173,199894,294167,3508086,2855561,4420642,5260221,4057628,6762159,0.95233343893,US,,
2020-04-02,1562,8346,,,,,,,239111,197211,290633,3542030,2894797,4442596,5499332,4254839,7052792,0.944700494485,US,,
