country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,1000,747,1317
US,TX,,174.782594158,131,219
US,FL,,156.9432256,109,211
US,CA,,128.557538789,83,184
US,GA,,57.700669941,36,88
US,AZ,,49.0317816551,32,68
US,SC,,33.5949014909,22,44
US,LA,,29.8342190579,16,49
US,MS,,25.1276764697,15,37
US,NC,,23.6939664734,14,35
US,OH,,23.1391232299,10,40
US,IL,,20.1936641961,4,46
US,TN,,19.9906862131,13,27
US,AL,,18.7966315006,12,27
US,PA,,17.1057792859,3,40
US,NV,,16.5797849107,11,23
US,MA,,15.438742199,2,35
US,IN,,15.0513907389,2,35
US,VA,,14.10161683,3,32
US,WA,,13.8715824839,5,27
US,MD,,11.1981656189,1,27
US,NY,,9.99768525346,0,53
US,MO,,9.77521012252,4,17
US,MI,,9.26491946838,1,22
US,AR,,8.79879030951,5,13
US,MN,,8.35836985418,2,19
US,PR,,8.34346221768,5,13
US,OK,,8.1203925553,5,12
US,IA,,7.53846087069,3,14
US,WI,,7.19970059697,3,13
US,KY,,6.44902554713,3,11
US,CO,,5.97562435317,0,15
US,ID,,5.56581518343,3,8
US,NJ,,5.54728518227,0,16
US,OR,,4.91574334621,3,8
US,NM,,4.70311563399,2,9
US,UT,,4.15716931718,2,6
US,KS,,3.40611668629,1,6
US,WV,,2.76725043033,1,5
US,NE,,2.44390909663,1,5
US,CT,,1.56302804193,0,6
US,MT,,1.50089105739,0,3
US,ND,,1.45584623502,0,3
US,RI,,1.32175826181,0,4
US,DE,,1.19980459165,0,4
US,SD,,1.19680368672,0,3
US,NH,,1.01647091983,0,3
US,HI,,0.967751517744,0,2
US,DC,,0.917649350286,0,3
US,AK,,0.377439171274,0,1
US,WY,,0.360940829036,0,1
US,ME,,0.289596451353,0,1
US,VT,,0.128927165334,0,1
US,VI,,0.0822643865809,0,1
US,GU,,0.0231329228097,0,1
US,MP,,0.0082020934883,0,1
US,AS,,,,
