country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
France,,17941,41280,23575,89600,2020-04-15,1440,1.2
Italy,,22170,40444,27433,70009,2020-03-27,919,1.5
United Kingdom,,13759,37192,20333,84704,2020-04-10,981,1.0
Spain,,19315,33094,24651,58403,2020-04-02,961,1.4
Brazil,,1924,22365,7313,63434,2020-04-30,310,1.6
Germany,,4052,19861,6482,35629,2020-04-15,510,1.1
Belgium,,4857,15072,8189,28990,2020-04-10,496,0.9
Iran,,4869,9802,6323,13676,2020-04-04,158,1.6
Canada,,1258,9693,3306,19261,2020-04-16,251,0.8
Netherlands,,3327,9141,4695,18492,2020-04-07,234,0.9
Sweden,,1333,7447,3292,17352,2020-04-15,170,1.0
Turkey,,1643,7178,3170,12530,2020-04-16,125,0.8
Mexico,,449,3469,1384,8362,2020-04-15,74,1.6
Switzerland,,1281,3103,1690,7242,2020-04-04,75,1.4
Portugal,,629,3001,1237,7176,2020-04-03,37,1.0
India,,448,2592,974,7381,2020-04-23,52,1.2
Ireland,,486,2270,957,5877,2020-04-20,42,1.0
Indonesia,,496,2023,792,4165,2020-04-14,60,1.3
Romania,,392,1680,869,4064,2020-04-09,28,1.1
Russia,,232,1587,588,3780,2020-04-16,34,0.8
Poland,,314,1453,567,3959,2020-04-08,30,0.7
Philippines,,362,1434,591,3501,2020-04-12,50,2.6
Austria,,410,1095,615,2594,2020-04-08,30,1.2
Denmark,,321,879,488,2029,2020-04-04,22,1.2
Hungary,,142,740,291,2141,2020-04-12,14,1.4
Czechia,,169,713,412,1244,2020-04-14,18,3.0
Norway,,152,473,241,1366,2020-04-07,13,4.0
Finland,,75,396,170,1091,2020-04-15,8,1.7
Greece,,105,316,173,826,2020-04-03,10,1.3
Bulgaria,,38,252,103,849,2020-04-11,4,2.0
Croatia,,35,247,102,779,2020-04-14,6,1.5
Lithuania,,32,237,99,748,2020-04-10,6,1.5
Estonia,,36,221,108,562,2020-04-02,6,3.0
Slovenia,,61,215,103,648,2020-04-07,6,
Luxembourg,,69,207,112,483,2020-04-11,8,
Slovakia,,8,203,59,609,2020-04-15,4,1.5
Latvia,,5,151,75,399,2020-07-26,2,
Cyprus,,12,112,45,356,2020-03-30,2,
Malta,,3,60,39,96,2020-07-08,1,
