date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-11,,,,,,,,
2020-02-12,,,,,,,,
2020-02-13,,,,,,,,
2020-02-14,,,,,,,,
2020-02-15,,,,,,,,
2020-02-16,,,,,,,,
2020-02-17,,,,,,,,
2020-02-18,,,,,,,,
2020-02-19,,,,,,,,
2020-02-20,,,,,,,,
2020-02-21,,,,,,,,
2020-02-22,,,,,,,,
2020-02-23,,,,,,,,
2020-02-24,,,,,,,,
2020-02-25,,,,,,,,
2020-02-26,,,,,,,,
2020-02-27,,,,,,,,
2020-02-28,,,,,,,,
2020-02-29,,,,,,,,
2020-03-01,,,,,,,,
2020-03-02,,,,,,,,
2020-03-03,,,,,,,,
2020-03-04,,,,,,,,
2020-03-05,,,,,,,,
2020-03-06,1,1,,,,,,
2020-03-07,0,1,,,,,,
2020-03-08,2,3,,,,,,
2020-03-09,0,3,,,,,,
2020-03-10,1,4,,,,,,
2020-03-11,1,5,,,,,,
2020-03-12,0,5,,,,,,
2020-03-13,5,10,,,,,,
2020-03-14,2,12,,,,,,
2020-03-15,8,20,,,,,,
2020-03-16,4,24,,,,,,
2020-03-17,19,43,,,,,,
2020-03-18,15,58,,,,,,
2020-03-19,19,77,,,,,,
2020-03-20,30,107,,,,,,
2020-03-21,30,137,,,,,,
2020-03-22,43,180,,,,,,
2020-03-23,34,214,,,,,,
2020-03-24,63,277,,,,,,
2020-03-25,80,357,,,,,,
2020-03-26,78,435,,,,,,
2020-03-27,112,547,,,,,,
2020-03-28,93,640,,,,,,
2020-03-29,132,772,,,,,,
2020-03-30,93,865,,,,,,
2020-03-31,175,1040,,,,,,
2020-04-01,135,1175,,,,,,
2020-04-02,166,1341,,,,,,
2020-04-03,149,1490,,,,,,
2020-04-04,166,1656,,,,,,
2020-04-05,115,1771,,,,,,
2020-04-06,103,1874,,,,,,
2020-04-07,234,2108,,,,,,
2020-04-08,147,2255,,,,,,
2020-04-09,148,2403,,,,,,
2020-04-10,117,2520,,,,,,
2020-04-11,133,2653,,,,,,
2020-04-12,94,2747,,,,,,
2020-04-13,86,2833,,,,,,
2020-04-14,122,2955,,,,,,
2020-04-15,190,3145,,,,,,
2020-04-16,182,3327,,,,,,
2020-04-17,,,129,87,179,3456,3414,3506
2020-04-18,,,125,82,176,3580,3496,3682
2020-04-19,,,121,77,174,3702,3573,3855
2020-04-20,,,118,72,172,3820,3645,4027
2020-04-21,,,115,66,171,3935,3710,4198
2020-04-22,,,111,62,169,4046,3772,4366
2020-04-23,,,108,58,167,4154,3830,4533
2020-04-24,,,105,54,165,4260,3883,4698
2020-04-25,,,103,50,164,4362,3933,4862
2020-04-26,,,100,46,161,4462,3979,5023
2020-04-27,,,97,42,159,4559,4020,5182
2020-04-28,,,94,39,157,4654,4059,5340
2020-04-29,,,92,36,156,4746,4095,5495
2020-04-30,,,90,34,154,4835,4129,5649
2020-05-01,,,87,31,151,4922,4160,5800
2020-05-02,,,85,29,150,5008,4189,5950
2020-05-03,,,83,27,147,5090,4216,6098
2020-05-04,,,81,25,146,5171,4241,6243
2020-05-05,,,79,23,144,5250,4264,6388
2020-05-06,,,77,22,143,5327,4286,6531
2020-05-07,,,75,20,141,5402,4306,6672
2020-05-08,,,73,19,140,5476,4325,6812
2020-05-09,,,72,17,138,5547,4343,6950
2020-05-10,,,70,16,137,5617,4359,7087
2020-05-11,,,68,15,135,5685,4374,7222
2020-05-12,,,67,14,134,5752,4388,7356
2020-05-13,,,65,13,132,5817,4401,7488
2020-05-14,,,64,12,130,5881,4414,7618
2020-05-15,,,62,12,129,5943,4425,7747
2020-05-16,,,61,11,127,6004,4436,7874
2020-05-17,,,60,10,126,6064,4447,8000
2020-05-18,,,58,10,124,6122,4457,8124
2020-05-19,,,57,9,122,6179,4466,8246
2020-05-20,,,56,9,121,6235,4475,8367
2020-05-21,,,55,9,119,6290,4483,8487
2020-05-22,,,53,8,118,6343,4491,8605
2020-05-23,,,52,8,116,6396,4499,8721
2020-05-24,,,51,7,115,6447,4507,8836
2020-05-25,,,50,7,114,6497,4514,8950
2020-05-26,,,49,7,112,6546,4520,9062
2020-05-27,,,48,6,111,6594,4527,9172
2020-05-28,,,47,6,109,6641,4533,9281
2020-05-29,,,46,6,108,6687,4539,9389
2020-05-30,,,45,6,106,6733,4544,9496
2020-05-31,,,44,5,105,6777,4550,9600
2020-06-01,,,43,5,104,6820,4555,9704
2020-06-02,,,43,5,102,6863,4560,9806
2020-06-03,,,42,5,101,6905,4564,9907
2020-06-04,,,41,5,99,6945,4569,10006
2020-06-05,,,40,4,98,6985,4573,10104
2020-06-06,,,39,4,97,7025,4577,10201
2020-06-07,,,38,4,95,7063,4581,10296
2020-06-08,,,38,4,94,7101,4585,10390
2020-06-09,,,37,3,93,7138,4588,10483
2020-06-10,,,36,3,92,7174,4591,10575
2020-06-11,,,35,3,90,7209,4594,10665
2020-06-12,,,35,3,89,7244,4597,10755
2020-06-13,,,34,3,88,7278,4600,10842
2020-06-14,,,33,3,87,7311,4603,10929
2020-06-15,,,33,3,85,7344,4605,11015
2020-06-16,,,32,2,84,7376,4608,11099
2020-06-17,,,31,2,83,7407,4610,11182
2020-06-18,,,31,2,82,7438,4612,11264
2020-06-19,,,30,2,81,7468,4615,11345
2020-06-20,,,30,2,80,7498,4617,11425
2020-06-21,,,30,2,80,7528,4619,11505
2020-06-22,,,30,2,81,7558,4622,11586
2020-06-23,,,30,3,82,7587,4624,11668
2020-06-24,,,30,3,84,7617,4627,11752
2020-06-25,,,30,2,86,7647,4629,11839
2020-06-26,,,30,3,89,7676,4632,11928
2020-06-27,,,30,3,93,7706,4634,12021
2020-06-28,,,30,3,96,7736,4637,12116
2020-06-29,,,30,2,98,7766,4639,12214
2020-06-30,,,30,2,101,7797,4642,12315
2020-07-01,,,30,2,104,7827,4644,12420
2020-07-02,,,31,2,108,7858,4646,12527
2020-07-03,,,31,2,111,7889,4649,12638
2020-07-04,,,31,2,114,7920,4651,12753
2020-07-05,,,31,2,118,7951,4653,12870
2020-07-06,,,32,2,121,7983,4655,12991
2020-07-07,,,32,2,125,8015,4658,13116
2020-07-08,,,32,2,128,8048,4660,13245
2020-07-09,,,33,2,132,8080,4662,13377
2020-07-10,,,33,2,136,8113,4664,13513
2020-07-11,,,34,2,140,8147,4666,13653
2020-07-12,,,34,2,144,8181,4668,13797
2020-07-13,,,34,2,148,8215,4670,13945
2020-07-14,,,35,2,152,8250,4672,14097
2020-07-15,,,35,2,157,8286,4673,14254
2020-07-16,,,36,2,161,8321,4675,14416
2020-07-17,,,36,2,166,8358,4676,14582
2020-07-18,,,37,1,171,8395,4678,14752
2020-07-19,,,38,1,176,8433,4679,14928
2020-07-20,,,38,1,181,8471,4681,15109
2020-07-21,,,39,1,186,8510,4682,15294
2020-07-22,,,40,1,191,8549,4683,15485
2020-07-23,,,40,1,196,8590,4684,15681
2020-07-24,,,41,1,202,8631,4685,15883
2020-07-25,,,42,1,207,8673,4686,16090
2020-07-26,,,43,1,213,8716,4687,16303
2020-07-27,,,44,1,219,8759,4688,16522
2020-07-28,,,44,1,224,8803,4689,16746
2020-07-29,,,45,1,230,8849,4690,16977
2020-07-30,,,46,1,236,8895,4691,17213
2020-07-31,,,47,1,243,8942,4692,17456
2020-08-01,,,48,1,249,8990,4693,17705
2020-08-02,,,49,1,256,9040,4693,17961
2020-08-03,,,50,1,262,9090,4694,18223
2020-08-04,,,51,1,269,9141,4695,18492
