country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
United Kingdom,,20381,51157,27322,111085,2020-04-10,981,1.0
Italy,,26384,44367,33197,67799,2020-03-27,919,1.9
France,,22648,39784,26820,88656,2020-04-15,1440,2.4
Spain,,22902,32405,27199,45367,2020-04-02,961,2.2
Brazil,,4057,30487,12663,66000,2020-04-23,425,1.1
Germany,,5877,21926,8772,44586,2020-04-15,510,2.1
Belgium,,6917,12901,8881,24916,2020-04-10,496,1.3
Netherlands,,4424,11412,6064,23382,2020-04-07,234,1.2
Canada,,2549,10445,4217,19701,2020-04-16,251,0.8
Iran,,5650,9866,7079,15432,2020-04-04,158,1.9
Sweden,,2192,8464,4202,16763,2020-04-21,185,2.5
Mexico,,1305,7683,2765,15944,2020-04-23,212,1.2
Turkey,,2706,6904,4057,15503,2020-04-22,135,1.3
Russia,,681,4311,1640,10366,2020-04-25,66,1.0
Ireland,,1063,3241,1608,6009,2020-04-24,220,1.1
Portugal,,880,3200,1699,6348,2020-04-03,37,1.1
India,,825,3061,1277,6756,2020-04-24,59,0.9
Romania,,601,2940,1398,7263,2020-04-25,34,0.9
Switzerland,,1599,2710,1968,4847,2020-04-04,75,5.7
Poland,,524,2609,860,6168,2020-04-24,40,1.2
Indonesia,,720,1790,965,3102,2020-04-14,60,0.8
Hungary,,262,1125,434,3051,2020-04-24,23,
Finland,,186,1117,354,2602,2020-04-21,43,1.7
Austria,,536,1110,728,2249,2020-04-08,30,3.3
Philippines,,494,1038,611,1867,2020-04-12,50,0.9
Denmark,,418,848,569,1467,2020-04-04,22,1.0
Czechia,,218,474,351,630,2020-04-14,18,2.2
Norway,,201,446,290,906,2020-04-20,16,3.5
Croatia,,54,282,122,1017,2020-04-19,8,1.0
Greece,,130,251,184,354,2020-04-03,10,
Bulgaria,,55,248,116,807,2020-04-22,4,2.0
Luxembourg,,85,150,111,212,2020-04-11,8,
Slovenia,,81,147,104,252,2020-04-07,6,3.0
Estonia,,46,113,89,139,2020-04-02,6,
Lithuania,,41,105,76,159,2020-04-10,6,1.0
Latvia,,12,63,48,83,2020-04-21,4,
Slovakia,,17,44,26,89,2020-04-15,4,
Cyprus,,14,32,28,49,2020-03-30,2,
Malta,,4,12,11,14,2020-04-25,1,
