country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1970,1506,2478
US,NY,611,509,715
US,NJ,268,206,334
US,MI,128,99,161
US,MA,122,92,152
US,CT,94,73,117
US,IL,91,69,119
US,PA,91,68,115
US,CA,71,45,98
US,LA,59,46,72
US,FL,45,30,64
US,MD,36,21,50
US,GA,35,25,49
US,IN,33,24,44
US,TX,31,22,41
US,OH,29,23,38
US,NC,18,13,23
US,VA,18,12,25
US,CO,18,12,24
US,WA,16,10,22
US,MO,12,9,16
US,RI,12,7,16
US,AL,10,8,13
US,AZ,10,8,12
US,WI,10,7,14
US,MN,9,6,14
US,MS,9,6,12
US,KY,7,5,9
US,NV,7,5,9
US,DC,6,4,9
US,OK,6,4,9
US,SC,6,4,8
US,TN,6,4,8
US,DE,5,4,7
US,IA,5,4,7
US,NM,5,3,7
US,KS,4,3,6
US,OR,3,2,5
US,PR,3,2,5
US,ID,3,2,4
US,NH,3,2,4
US,ME,2,2,2
US,AR,2,1,3
US,WV,2,1,2
US,NE,1,1,2
US,SD,1,1,2
US,UT,1,1,2
US,VT,1,1,2
US,AK,1,0,1
US,HI,1,0,1
US,MP,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,GU,0,0,1
US,VI,0,0,0
US,WY,0,0,0
US,AS,,,
